,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
序号,转债名称,转债代码,进展,股票名称,股票代码,行业,转债价格,涨跌,盘中套利,股价,涨跌,转债成交额,转债换手率,转股价格,CP/B,股价/转股价,转股价值,转股溢价率,距离转股日,剩余年限,回售年限,余额/市值,余额/股本,转债余额,税前收益率,税后收益率,加权收益率,税前回售收益,税后回售收益,回售价值,纯债价值,期权价值,内在价值,价值溢价,历史波动,隐含波动,预测波动,弹性,涨修正弹,跌修正弹,信用,折现率,热门度
138,时达转债!,128018,2017-12-04,新时达,2527,机械装备制造,97.601,-0.78%,0.02%,5.74,-2.21%,5,0.60%,7.45,1.86,-23.00%,77.05,26.70%,转股中,4.47年,2.47年,24.70%,19.00%,8.8,2.94%,2.47%,2.85%,2.20%,1.94%,90.6,88.94,7.93,96.87,0.80%,35%,18%,16%,0.34,-0.13,0.81,AA,5.20%,49
139,小康转债!,113016,2017-11-21,小康股份,601127,汽车,97.1,-1.25%,1.25%,13.52,0.00%,4.4,0.50%,17.2,3.3,-21.40%,78.6,23.50%,转股中,4.47年,2.47年,6.90%,5.40%,8.8,3.06%,2.59%,2.97%,2.40%,2.14%,90.82,89.29,8.46,97.75,-0.70%,40%,16%,16%,0.38,0.17,0.59,AA,5.10%,32
140,隆基转债!,113015,2017-11-20,隆基股份,601012,能源电力,132.68,-1.04%,-2.08%,24.1,-3.60%,62,1.70%,18.76,3.19,28.50%,128.46,3.30%,转股中,4.46年,2.46年,3.20%,4.10%,28,-4.13%,-4.53%,-4.21%,-9.25%,-9.44%,93.77,94.11,41.01,135.12,-1.80%,48%,13%,16%,0.87,1.13,0.62,AA+,3.70%,14
141,金禾转债!,128017,2017-11-27,金禾实业,2597,石油天然气化工,109.42,-0.53%,-0.74%,18.26,-3.23%,1.9,0.30%,22.96,3.25,-20.50%,79.53,37.60%,转股中,4.45年,2.45年,5.90%,4.70%,6,0.18%,-0.25%,0.10%,-2.28%,-2.50%,90.74,89.05,9.55,98.6,11.00%,36%,35%,17%,0.39,-1.94,2.9,AA,5.00%,17
142,林洋转债!,113014,2017-11-13,林洋能源,601222,能源电力,97,-1.20%,1.04%,4.72,-4.26%,9.5,0.30%,8.76,1.64,-46.10%,53.88,80.00%,转股中,4.44年,2.44年,36.00%,19.40%,30,3.10%,2.63%,3.01%,2.47%,2.21%,89.07,86.34,3.51,89.85,8.00%,83%,39%,16%,0.04,-1.46,1.58,AA,5.90%,22
143,雨虹转债!,128016,2017-10-20,东方雨虹,2271,建筑,109.103,-1.23%,0.63%,20.5,-1.16%,1.7,0.10%,22.63,4.42,-9.40%,90.59,20.40%,转股中,4.35年,2.35年,6.00%,5.40%,18.4,0.26%,-0.19%,0.17%,-2.26%,-2.49%,92.96,92.48,13,105.48,3.40%,51%,22%,16%,0.52,-0.4,1.45,AA+,4.20%,16
144,国君转债!,113013,2017-07-24,国泰君安,601211,金融,113.59,-0.05%,-1.29%,16.3,-3.55%,178,2.20%,19.67,1.47,-17.10%,82.87,37.10%,转股中,4年48天,无权,4.80%,4.00%,70,-0.84%,-1.27%,-0.92%,无权,无权,无权,94.4,8.68,103.07,10.20%,27%,31%,17%,0.38,-1.57,2.44,AAA,3.80%,20
145,久其转债!,128015,2017-07-18,久其软件,2279,计算机及应用,97.11,-1.03%,1.07%,7.3,0.14%,6.1,0.80%,9.48,7.38,-23.00%,77,26.10%,转股中,4年19天,2年19天,15.00%,11.60%,7.8,3.73%,3.14%,3.61%,2.74%,2.46%,92.18,91.83,6.74,98.57,-1.50%,71%,16%,17%,0.32,0.31,0.34,AA,5.20%,46
146,模塑转债!,127004,2017-08-16,模塑科技,700,汽车,93.89,-1.38%,1.22%,3.79,-5.49%,16,2.00%,7.72,2.86,-50.90%,49.09,91.20%,转股中,4年13天,2年13天,26.20%,12.80%,8.2,5.28%,4.56%,5.14%,4.58%,4.24%,91.31,91.65,0.53,92.18,1.90%,53%,29%,17%,0.03,-0.36,0.41,AA,5.90%,86
147,永东转债!,128014,2017-07-18,永东股份,2753,石油天然气化工,97.035,-0.80%,0.16%,8.95,-4.18%,3.3,1.00%,13.53,3.19,-33.90%,66.15,46.70%,转股中,3.91年,1.91年,11.30%,7.50%,3.4,3.88%,3.27%,3.76%,2.83%,2.56%,91.08,89.67,4.04,93.71,3.50%,55%,26%,17%,0.15,-0.7,1.01,AA-,6.00%,53
148,骆驼转债!,113012,2017-07-18,骆驼股份,601311,汽车,107.11,-1.05%,-1.24%,11.46,-5.05%,2.7,0.50%,13.44,1.94,-14.70%,85.27,25.60%,转股中,3.85年,1.85年,5.20%,4.40%,5.1,0.41%,-0.02%,0.33%,-2.15%,-2.39%,93.26,90.93,10.11,101.04,6.00%,36%,26%,16%,0.45,-1.04,2,AA,4.90%,21
149,光大转债,113011,2017-07-18,光大银行,601818,金融,110.88,-0.02%,-0.51%,3.87,-1.02%,73,0.20%,4.13,0.73,-6.30%,93.7,18.30%,转股中,3.83年,无权,14.80%,13.80%,300,-0.38%,-0.83%,-0.47%,无权,无权,无权,95.22,12.81,108.03,2.60%,19%,19%,16%,0.52,-0.06,1.1,AAA,3.70%,30
150,洪涛转债!,128013,2016-08-23,洪涛股份,2325,建筑,97.82,-0.33%,0.33%,3.23,-3.87%,8.5,0.70%,9.98,3.99,-67.60%,32.36,202%,转股中,3.19年,1.19年,29.70%,9.60%,12,4.52%,3.76%,4.37%,3.75%,3.33%,95.03,93.62,2.22,95.84,2.10%,35%,44%,16%,0,-0.4,0.39,AA,6.00%,74
151,海印转债!,127003,2016-07-01,海印股份,861,商业零售,101.61,-1.45%,0.26%,2.56,-3.40%,9.7,0.80%,3.03,2.04,-15.50%,84.49,20.30%,转股中,3年19天,1年19天,19.90%,16.80%,11.1,4.02%,3.13%,3.84%,0.97%,0.51%,96.78,98.47,5.75,104.22,-2.50%,25%,13%,16%,0.35,0.57,0.15,AA,5.10%,100
152,辉丰转债!,128012,2016-05-17,辉丰股份,2496,石油天然气化工,97.74,-0.58%,0.58%,3.82,5.23%,40,4.80%,7.71,3.66,-50.50%,49.55,97.30%,转股中,2.92年,0.92年,14.70%,7.30%,8.4,2.72%,2.33%,2.64%,6.15%,5.34%,96.89,86.87,10.94,97.81,-0.10%,86%,<2%,17%,0,-0.01,-0.02,A+,7.00%,77
153,顺昌转债!,128010,2016-02-23,澳洋顺昌,2245,交通运输,100.85,-0.18%,0.18%,5.05,-1.17%,3,0.60%,9.26,4.55,-45.50%,54.54,84.90%,转股中,2.68年,0.68年,10.30%,5.60%,5.1,3.78%,2.97%,3.61%,1.20%,0.76%,96.99,95.37,2.42,97.79,3.10%,43%,41%,17%,0,-0.6,0.59,AA,6.00%,22
154,广汽转债!,113009,2016-02-04,广汽集团,601238,汽车,108.51,-1.45%,1.00%,11.88,-2.14%,10,0.40%,14.74,1.9,-19.40%,80.6,34.60%,转股中,2.68年,0.68年,2.10%,1.70%,25.5,0.17%,-0.46%,0.05%,-7.36%,-7.73%,98.53,98.55,3.07,101.61,6.80%,35%,31%,15%,0.21,-1.07,1.51,AAA,3.90%,10
155,九州转债!,110034,2016-01-29,九州通,600998,医药,104.33,-0.59%,0.43%,14.44,-1.30%,9.3,0.60%,18.42,2.22,-21.60%,78.39,33.10%,转股中,2.66年,0.66年,5.50%,4.30%,15,2.17%,1.43%,2.02%,-0.62%,-1.50%,99.85,97.55,3.1,100.65,3.70%,26%,25%,15%,0.12,-0.59,0.83,AA+,4.80%,16
156,国贸转债!,110033,2016-01-19,厦门国贸,600755,交通运输,110.43,-0.80%,-0.89%,8.13,-4.01%,8.5,0.50%,8.61,1.21,-5.60%,94.43,16.90%,转股中,2.63年,0.63年,9.90%,9.30%,14.6,0.23%,-0.54%,0.08%,-10.20%,-10.60%,98.72,100.89,7.62,108.51,1.80%,34%,19%,15%,0.42,0.06,0.78,AAA,3.80%,15
157,蓝标转债!,123001,2016-01-18,蓝色光标,300058,传媒娱乐,107.6,-2.18%,-0.78%,4.2,-5.41%,4.7,2.60%,4.31,1.32,-2.60%,97.45,10.40%,转股中,2.58年,0.58年,1.60%,1.50%,1.6,1.34%,0.52%,1.18%,-7.16%,-7.59%,98.42,99.22,11.24,110.46,-2.60%,40%,14%,17%,0.55,0.82,0.31,AA,4.60%,46
158,航信转债!,110031,2015-06-30,航天信息,600271,计算机及应用,109.48,-0.23%,0.21%,23.06,-3.68%,1.6,0.10%,42.38,7.05,-45.60%,54.41,101%,转股中,2年23天,23天,5.60%,3.00%,24,0.23%,-0.67%,0.05%,-33.60%,-35.10%,100.84,101.61,0.04,101.65,7.70%,53%,54%,17%,0,-1.43,1.47,AAA,4.00%,10
159,电气转债!,113008,2015-02-16,上海电气,601727,能源电力,116.85,-0.73%,-1.22%,5.27,-3.83%,22,0.40%,5.19,1.32,1.50%,101.54,15.10%,转股中,1.71年,回售中,5.60%,5.70%,44.7,-4.48%,-5.32%,-4.65%,回售中,回售中,103,101.56,9.14,110.71,5.50%,50%,29%,16%,0.51,-0.56,1.59,AAA,3.70%,19
160,格力转债!!,110030,2015-01-13,格力地产,600185,地产,105.49,-0.10%,0.10%,4.6,-4.37%,6.5,1.40%,6.94,1.81,-33.70%,66.28,59.20%,转股中,0.60年,回售中,4.50%,3.00%,4.3,0.81%,-1.09%,0.43%,回售中,回售中,103,102.35,0.65,103,2.40%,70%,63%,16%,0,-0.47,0.46,AA,6.00%,11
