,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
序号,转债名称,转债代码,进展,股票名称,股票代码,行业,转债价格,涨跌,盘中套利,股价,涨跌,转债成交额,转债换手率,转股价格,CP/B,股价/转股价,转股价值,转股溢价率,距离转股日,剩余年限,回售年限,余额/市值,余额/股本,转债余额,税前收益率,税后收益率,加权收益率,税前回售收益,税后回售收益,回售价值,纯债价值,期权价值,内在价值,价值溢价,历史波动,隐含波动,预测波动,弹性,涨修正弹,跌修正弹,信用,折现率,热门度
140,国君转债,113013,2017-07-24,国泰君安,601211,金融,111.8,2.01%,-1.80%,17.22,0.47%,302,3.90%,19.67,1.47,-12.50%,87.54,27.70%,转股中,4.17年,无权,4.60%,4.00%,70,-0.44%,-0.88%,-0.53%,无权,无权,无权,93.58,11.35,104.94,6.50%,26%,25%,17%,0.44,-0.77,1.68,AAA,4.00%,22
141,久其转债!,128015,2017-07-18,久其软件,2279,计算机及应用,96.15,-1.42%,1.42%,7.04,0.00%,8.4,1.10%,9.48,7.38,-25.70%,74.26,29.50%,转股中,4年31天,2年31天,15.60%,11.60%,7.8,3.95%,3.37%,3.84%,3.16%,2.88%,91.57,90.86,6.06,96.92,-0.80%,71%,19%,17%,0.28,0.24,0.33,AA,5.40%,38
142,模塑转债!,127004,2017-08-16,模塑科技,700,汽车,94.72,0.23%,-0.25%,3.71,-0.80%,5,0.60%,7.72,2.86,-51.90%,48.06,97.10%,转股中,4年25天,2年25天,26.70%,12.80%,8.2,5.00%,4.29%,4.86%,4.09%,3.76%,91.09,91.4,0.58,91.98,3.00%,53%,31%,17%,0.02,-0.57,0.61,AA,6.00%,82
143,永东转债!,128014,2017-07-18,永东股份,2753,石油天然气化工,96.899,-0.58%,0.73%,9.16,0.88%,2.9,0.90%,13.53,3.19,-32.30%,67.7,43.10%,转股中,3.95年,1.95年,11.00%,7.50%,3.4,3.88%,3.28%,3.76%,2.86%,2.59%,90.86,89.43,4.44,93.87,3.20%,55%,27%,17%,0.18,-0.59,0.94,AA-,6.10%,50
144,骆驼转债,113012,2017-07-18,骆驼股份,601311,汽车,102.1,0.23%,0.38%,11.43,1.33%,5.9,1.10%,13.44,1.94,-15.00%,85.04,20.10%,转股中,3.88年,1.88年,5.20%,4.40%,5.1,1.68%,1.24%,1.59%,0.22%,-0.03%,92.7,90.03,10.47,100.5,1.60%,35%,20%,16%,0.45,-0.14,1.05,AA,5.10%,24
145,光大转债,113011,2017-07-18,光大银行,601818,金融,109.3,0.52%,-0.52%,4.04,0.00%,225,0.70%,4.13,0.73,-2.20%,97.82,11.70%,转股中,3.86年,无权,14.10%,13.80%,300,0.00%,-0.45%,-0.09%,无权,无权,无权,94.21,15.91,110.13,-0.80%,19%,15%,16%,0.57,0.77,0.39,AAA,4.00%,31
146,洪涛转债!,128013,2016-08-23,洪涛股份,2325,建筑,96.653,0.41%,-0.41%,3.33,0.30%,5.3,0.50%,9.98,3.99,-66.60%,33.37,190%,转股中,3.23年,1.23年,28.80%,9.60%,12,4.87%,4.12%,4.72%,4.57%,4.14%,94.85,93.44,1.97,95.42,1.30%,35%,35%,16%,0,-0.26,0.25,AA,6.00%,74
147,海印转债,127003,2016-07-01,海印股份,861,商业零售,99.53,-0.67%,1.24%,2.58,1.57%,28,2.50%,3.03,2.04,-14.90%,85.15,16.90%,转股中,3年31天,1年31天,19.70%,16.80%,11.1,4.69%,3.80%,4.51%,2.64%,2.18%,96.44,97.87,6.23,104.1,-4.40%,25%,11%,16%,0.36,1.07,-0.28,AA,5.30%,100
148,辉丰转债!,128012,2016-05-17,辉丰股份,2496,石油天然气化工,97.093,0.06%,-0.06%,3.45,2.07%,12,1.50%,7.71,3.66,-55.30%,44.75,117%,转股中,2.96年,0.96年,16.20%,7.30%,8.4,2.92%,2.54%,2.84%,6.59%,5.81%,96.68,86.68,10.72,97.4,-0.30%,86%,<2%,17%,0,0.06,-0.07,A+,7.00%,79
149,顺昌转债!,128010,2016-02-23,澳洋顺昌,2245,交通运输,100.888,0.22%,-0.22%,4.54,-0.22%,0.9,0.20%,9.26,4.55,-51.00%,49.03,106%,转股中,2.71年,0.71年,11.40%,5.60%,5.1,3.71%,2.92%,3.55%,1.11%,0.69%,96.81,95.19,2.26,97.45,3.50%,43%,43%,17%,0,-0.68,0.67,AA,6.00%,22
150,广汽转债!,113009,2016-02-04,广汽集团,601238,汽车,108.56,0.30%,-0.26%,11.61,0.26%,6.7,0.20%,14.74,1.9,-21.20%,78.77,37.80%,转股中,2.71年,0.71年,2.10%,1.70%,25.5,0.15%,-0.47%,0.03%,-7.14%,-7.50%,98.32,98.16,2.75,100.91,7.60%,35%,32%,15%,0.19,-1.2,1.62,AAA,4.00%,14
151,九州转债!,110034,2016-01-29,九州通,600998,医药,103.89,-0.13%,0.28%,15.01,0.81%,5.5,0.30%,18.42,2.22,-18.50%,81.49,27.50%,转股中,2.69年,0.69年,5.30%,4.30%,15,2.31%,1.58%,2.16%,-0.10%,-0.95%,99.7,97.4,3.85,101.24,2.60%,26%,23%,15%,0.18,-0.32,0.68,AA+,4.80%,17
152,国贸转债,110033,2016-01-19,厦门国贸,600755,交通运输,110.85,1.04%,2.01%,8.94,4.93%,16,1.00%,8.61,1.21,3.80%,103.83,6.80%,转股中,2.66年,0.66年,9.00%,9.30%,14.6,0.09%,-0.68%,-0.07%,-10.20%,-10.60%,98.13,99.27,13.99,113.27,-2.10%,34%,16%,15%,0.62,0.99,0.28,AA+,4.40%,18
153,蓝标转债,123001,2016-01-18,蓝色光标,300058,传媒娱乐,108.401,0.37%,0.62%,4.43,1.61%,7.6,4.30%,4.31,1.32,2.80%,102.78,5.50%,转股中,2.61年,0.61年,1.50%,1.60%,1.6,1.03%,0.23%,0.87%,-7.75%,-8.16%,98.17,98.73,14.85,113.58,-4.60%,40%,11%,17%,0.62,1.39,-0.09,AA,4.80%,50
154,航信转债!,110031,2015-06-30,航天信息,600271,计算机及应用,109.5,0.08%,-0.08%,23.58,0.13%,8.4,0.30%,42.38,7.05,-44.40%,55.64,96.80%,转股中,2年35天,35天,5.50%,3.00%,24,0.22%,-0.67%,0.04%,-29.40%,-30.70%,100.71,101.47,0.06,101.53,7.80%,53%,53%,17%,0.01,-1.45,1.5,AAA,4.00%,15
155,电气转债,113008,2015-02-16,上海电气,601727,能源电力,114.45,0.39%,0.38%,5.47,1.30%,88,1.70%,5.19,1.32,5.40%,105.39,8.60%,转股中,1.74年,回售中,5.40%,5.70%,44.7,-3.25%,-4.08%,-3.41%,回售中,回售中,103,101.01,11.86,112.87,1.40%,50%,22%,16%,0.59,0.36,0.83,AAA,4.00%,22
156,格力转债!!,110030,2015-01-13,格力地产,600185,地产,104.64,-0.02%,0.02%,4.75,4.63%,3.1,0.70%,6.94,1.81,-31.60%,68.44,52.90%,转股中,0.63年,回售中,4.30%,3.00%,4.3,2.06%,0.24%,1.69%,回售中,回售中,103,102.16,0.84,103,1.60%,70%,59%,16%,0,-0.42,0.3,AA,6.00%,14
