,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
序号,转债名称,转债代码,进展,股票名称,股票代码,行业,转债价格,涨跌,盘中套利,股价,涨跌,转债成交额,转债换手率,转股价格,CP/B,股价/转股价,转股价值,转股溢价率,距离转股日,剩余年限,回售年限,余额/市值,余额/股本,转债余额,税前收益率,税后收益率,加权收益率,税前回售收益,税后回售收益,回售价值,纯债价值,期权价值,内在价值,价值溢价,历史波动,隐含波动,预测波动,弹性,涨修正弹,跌修正弹,信用,折现率,热门度
62,圆通转债,110046,2018-12-18,圆通速递,600233,交通运输,120,2.53%,0.42%,12.78,3.73%,83,1.90%,10.89,2.75,17.40%,117.36,2.30%,10天,5.52年,3.52年,10.10%,11.80%,36.5,-0.69%,-1.19%,-0.79%,-3.83%,-4.03%,90.84,94.45,33.2,127.65,-6.00%,60%,<2%,16%,0.79,1.84,-0.16,AA+,3.80%,36
63,桐昆转债!,113020,2018-12-12,桐昆股份,601233,服装纺织,118.8,2.45%,-0.24%,13.8,2.91%,43,1.00%,12.51,1.44,10.30%,110.31,7.70%,7天,5.51年,3.51年,15.10%,16.70%,38,-0.90%,-1.33%,-0.99%,-3.68%,-3.86%,90.23,92.13,28.75,120.88,-1.70%,48%,14%,16%,0.76,0.85,0.68,AA+,3.90%,29
64,特发转债,127008,2018-12-25,特发信息,70,通信互联网,216.41,4.55%,-0.83%,16.24,3.77%,"1,043",115%,6.78,1.87,140%,239.53,-9.70%,6.3天,4.51年,2.51年,4.10%,9.90%,4.2,-12.80%,-13.10%,-12.90%,-16.10%,-16.20%,93.23,95.55,147.26,242.81,-10.90%,61%,<2%,17%,0.99,3.53,-1.17,AA,3.50%,49
65,科森转债!,113521,2018-12-07,科森科技,603626,通信互联网,106.07,1.78%,-0.71%,8.65,1.65%,6.3,1.00%,8.95,2.09,-3.40%,96.65,9.70%,6.3天,5.51年,3.51年,17.00%,16.40%,6.1,1.62%,1.10%,1.52%,-0.53%,-0.74%,89.03,91.82,20.69,112.52,-5.70%,64%,10%,18%,0.65,1.29,0.06,AA,4.40%,62
66,张行转债,128048,2018-11-29,张家港行,2839,金融,113.5,1.16%,-0.73%,6.39,0.63%,11,0.40%,6.06,1.12,5.40%,105.45,7.60%,0.3天,5.49年,无权,21.60%,22.80%,25,0.13%,-0.34%,0.04%,无权,无权,无权,92.67,26.38,119.05,-4.70%,55%,11%,18%,0.69,1.36,0.07,AA+,4.00%,27
67,百合转债,113520,2018-11-26,梦百合,603313,其他,124.95,0.32%,-0.69%,23.78,-0.42%,18,2.90%,18.96,2.56,25.40%,125.42,-0.40%,转股中,5.48年,3.48年,8.90%,11.10%,5.1,-1.42%,-1.92%,-1.52%,-4.95%,-5.14%,90.71,94.36,40.04,134.41,-7.00%,42%,<2%,16%,0.88,2.05,-0.18,AA-,3.90%,19
68,洲明转债,123016,2018-12-03,洲明科技,300232,电子,125.2,0.17%,-1.63%,11.61,-1.69%,5,0.70%,9.45,3.13,22.90%,122.86,1.90%,转股中,5.48年,3.48年,6.20%,7.60%,5.5,-1.44%,-1.94%,-1.54%,-4.94%,-5.15%,90.85,94.3,37.91,132.21,-5.30%,69%,<2%,16%,0.86,1.62,0.17,AA-,3.90%,23
69,长久转债,113519,2018-11-30,长久物流,603569,交通运输,108.6,0.87%,0.16%,11.87,1.63%,4,0.50%,11.99,2.71,-1.00%,99,9.70%,转股中,5.48年,3.48年,10.50%,10.40%,7,1.97%,1.31%,1.84%,-1.17%,-1.38%,89.11,95.67,19.48,115.15,-5.70%,53%,11%,17%,0.64,1.24,0.09,AA,4.40%,18
70,光电转债,128047,2018-12-07,中航光电,2179,机械装备制造,117.4,0.50%,1.04%,43.3,2.05%,2,0.10%,40.26,5.25,7.60%,107.55,9.20%,转股中,5.47年,3.47年,3.80%,4.10%,13,-1.20%,-1.53%,-1.27%,-3.43%,-3.60%,90.24,89.69,28.13,117.82,-0.40%,34%,18%,16%,0.75,0.58,0.93,AA+,3.90%,12
71,利尔转债!,128046,2018-11-09,利尔化学,2258,石油天然气化工,107.226,0.63%,-0.07%,14.9,1.22%,7.9,0.90%,18.62,3.34,-20.00%,80.02,34.00%,转股中,5.42年,3.42年,10.90%,8.70%,8.5,1.04%,0.59%,0.95%,-0.91%,-1.11%,87.77,88.16,10.36,98.51,8.80%,41%,29%,16%,0.47,-1.67,2.75,AA,4.80%,17
72,顾家转债,113518,2018-10-09,顾家家居,603816,其他,110.2,1.75%,-0.67%,44.93,2.02%,6,0.50%,52.2,4.77,-13.90%,86.07,28.00%,转股中,5.33年,3.33年,5.70%,4.90%,11,0.87%,0.35%,0.77%,-1.71%,-1.92%,88.68,90.91,12.53,103.44,6.50%,39%,25%,16%,0.54,-1.3,2.47,AA,4.70%,12
73,机电转债,128045,2018-09-14,中航机电,2013,航空航天,112.296,-0.11%,0.92%,7.25,1.40%,5.7,0.20%,7.66,3.06,-5.40%,94.65,18.60%,转股中,5.28年,3.28年,8.00%,7.60%,21,-0.40%,-0.75%,-0.47%,-2.35%,-2.54%,91.37,91.06,17.6,108.65,3.40%,54%,23%,16%,0.58,-0.14,1.3,AAA,3.70%,15
74,岭南转债!,128044,2018-09-04,岭南股份,2717,城市公用设施,101.989,1.18%,-0.24%,7.75,1.71%,0.8,0.10%,8.96,2.08,-13.50%,86.5,17.90%,转股中,5.25年,3.25年,8.30%,7.20%,6.6,1.85%,1.42%,1.77%,0.46%,0.26%,88.91,88.84,13.52,102.36,-0.40%,65%,16%,16%,0.55,0.11,0.99,AA,4.60%,38
75,蓝盾转债!!,123015,2018-09-13,蓝盾股份,300297,计算机及应用,115.888,1.55%,0.29%,6.51,1.88%,2.7,2.30%,5.82,1.52,11.90%,111.86,3.60%,转股中,5.24年,3.24年,1.20%,1.40%,1,-0.44%,-0.89%,-0.53%,-3.21%,-3.41%,92.27,94.71,17.16,111.87,3.60%,38%,58%,16%,0.98,0.27,1.68,AA,3.50%,29
76,曙光转债!,113517,2018-08-23,中科曙光,603019,计算机及应用,121.29,0.61%,0.20%,40.7,1.02%,10,0.70%,36.53,6.34,11.40%,111.42,8.90%,转股中,5.23年,3.23年,3.10%,3.40%,11.2,-1.32%,-1.77%,-1.41%,-4.53%,-4.73%,90.97,92.66,29.12,121.78,-0.40%,53%,17%,16%,0.8,0.47,1.12,AA,4.00%,8
77,东音转债!,128043,2018-08-27,东音股份,2793,机械装备制造,153.48,2.05%,1.42%,17,3.72%,213,65.90%,11.13,2.75,52.70%,152.74,0.50%,转股中,5.21年,3.21年,6.20%,9.40%,2.1,-5.40%,-5.88%,-5.50%,-10.80%,-10.90%,91.95,95.94,63.63,159.57,-3.80%,70%,<2%,17%,0.93,1.58,0.34,AA-,3.70%,38
78,苏农转债,113516,2018-08-20,苏农银行,603323,金融,115.15,0.57%,0.04%,6.79,0.89%,1.9,0.10%,6.34,0.94,7.10%,107.1,7.50%,转股中,5.21年,无权,11.60%,12.40%,12.9,0.08%,-0.46%,-0.03%,无权,无权,无权,94.77,26.16,120.94,-4.80%,48%,12%,18%,0.68,1.42,0.02,AA+,4.00%,29
79,凯发转债!,123014,2018-08-21,凯发电气,300407,能源电力,105.903,0.76%,-0.35%,7.77,0.65%,2.7,0.80%,8.15,2.28,-4.70%,95.34,11.10%,转股中,4.20年,2.20年,14.40%,13.80%,3.2,0.81%,0.38%,0.73%,-1.48%,-1.66%,91.63,90.29,17.91,108.2,-2.10%,64%,15%,18%,0.64,0.56,0.72,A+,4.80%,18
80,凯中转债!,128042,2018-09-03,凯中精密,2823,能源电力,100.37,0.44%,-0.03%,10.63,0.95%,1.1,0.30%,13.25,3.14,-19.80%,80.23,25.10%,转股中,5.21年,3.21年,13.40%,10.80%,4.2,3.10%,2.49%,2.98%,1.01%,0.79%,88.44,91.82,9.59,101.41,-1.00%,66%,17%,17%,0.43,0.08,0.78,AA,4.90%,50
81,横河转债!,123013,2018-08-20,横河模具,300539,机械装备制造,112.68,3.04%,-1.38%,9.94,2.16%,4.6,10.90%,9.26,4.24,7.30%,107.34,5.00%,转股中,5.20年,3.20年,1.70%,1.90%,0.4,0.66%,0.09%,0.55%,-2.20%,-2.46%,91.01,94.09,26.4,120.49,-6.50%,77%,<2%,17%,0.77,1.52,0.08,A+,4.30%,31
82,高能转债,113515,2018-08-27,高能环境,603588,城市公用设施,114,1.79%,0.56%,10.03,3.08%,1.8,0.20%,9.38,2.42,6.90%,106.93,6.60%,转股中,5.20年,3.20年,11.20%,12.00%,7.5,-0.12%,-0.58%,-0.21%,-2.78%,-2.99%,90.83,92.38,25.7,118.08,-3.50%,67%,13%,16%,0.76,1.06,0.49,AA,4.10%,35
83,万顺转债,123012,2018-08-29,万顺股份,300057,造纸包装印刷,116.6,3.05%,-0.87%,5.89,2.79%,2.7,1.30%,5.36,0.9,9.90%,109.89,6.10%,转股中,5.18年,3.18年,5.20%,5.70%,1.7,-0.91%,-1.31%,-0.99%,-3.45%,-3.66%,90.73,90.56,30.71,121.28,-3.90%,41%,11%,18%,0.78,1.12,0.48,AA-,4.20%,23
84,威帝转债,113514,2018-08-13,威帝股份,603023,汽车,103.26,1.80%,-0.68%,5.59,1.82%,2.2,1.10%,5.92,3.54,-5.60%,94.43,9.40%,转股中,4.18年,2.18年,9.90%,9.40%,2,1.88%,1.36%,1.78%,-0.42%,-0.61%,91.58,91.78,16.48,108.26,-4.60%,70%,12%,18%,0.62,1.01,0.26,A+,4.80%,47
85,德尔转债,123011,2018-08-14,德尔股份,300473,汽车,101.899,1.09%,-0.40%,31.16,1.23%,9.5,1.70%,34.96,1.99,-10.90%,89.13,14.30%,转股中,5.17年,2.68年,17.00%,15.10%,5.6,2.87%,2.25%,2.75%,0.49%,0.26%,90.51,92.73,14.18,106.91,-4.70%,42%,11%,17%,0.56,0.86,0.29,AA-,4.80%,46
86,盛路转债!!,128041,2018-08-14,盛路通信,2446,通信互联网,151.2,2.02%,-0.37%,10.44,1.66%,23,16.30%,6.88,1.72,51.70%,151.74,-0.40%,转股中,5.17年,3.17年,1.00%,1.50%,0.9,-5.17%,-5.66%,-5.27%,-10.50%,-10.70%,92.85,97.06,54.69,151.74,-0.40%,53%,<2%,16%,1,1.08,0.93,AA,3.50%,14
87,海澜转债!,110045,2018-07-31,XD海澜之,600398,服装纺织,100.93,0.52%,0.60%,8.89,3.49%,15,0.50%,12.02,4,-26.00%,73.96,36.50%,转股中,5年58天,3年58天,7.50%,5.60%,30,2.05%,1.62%,1.96%,0.56%,0.39%,88.88,89.41,6.48,95.89,5.30%,30%,25%,16%,0.32,-0.93,1.6,AA+,4.50%,41
88,安井转债,113513,2018-07-31,安井食品,603345,食品饮料,134.54,3.01%,-0.10%,47.97,3.18%,44,9.80%,35.46,3.85,35.30%,135.28,-0.50%,转股中,5年57天,3年57天,3.30%,4.40%,3.4,-3.37%,-3.80%,-3.45%,-7.62%,-7.80%,91.75,93.84,48.51,142.35,-5.50%,51%,<2%,16%,0.91,1.87,0.05,AA-,3.80%,23
89,博世转债!,123010,2018-08-14,博世科,300422,城市公用设施,100.97,1.22%,0.45%,10.29,3.31%,1.8,0.40%,12.45,3.01,-17.30%,82.65,22.20%,转股中,5年50天,3年50天,11.70%,9.70%,4.3,2.32%,1.83%,2.22%,0.85%,0.62%,88.54,88.71,12.09,100.8,0.20%,68%,19%,17%,0.5,-0.16,1.17,AA-,5.00%,49
90,湖广转债!,127007,2018-08-01,湖北广电,665,传媒娱乐,113.23,2.94%,2.32%,8.98,6.90%,66,4.40%,7.92,0.84,13.40%,113.38,-0.10%,转股中,5年43天,3年43天,21.70%,24.60%,13.3,0.07%,-0.42%,-0.03%,-2.56%,-2.79%,92.08,94.02,30.62,124.64,-9.20%,32%,<2%,17%,0.76,2.57,-0.81,AA+,3.90%,36
91,广电转债!,110044,2018-07-24,广电网络,600831,传媒娱乐,170.99,3.10%,-1.47%,11.22,1.72%,328,230%,6.91,1.3,62.40%,162.37,5.30%,转股中,5年42天,3年42天,1.10%,1.70%,0.8,-7.86%,-8.27%,-7.94%,-13.90%,-14.00%,92.44,94.74,73.69,168.43,1.50%,44%,21%,17%,0.95,0.52,1.36,AA,3.60%,14
92,千禾转债!,113511,2018-07-10,千禾味业,603027,食品饮料,109.26,1.18%,0.53%,24.7,2.53%,9.8,2.50%,25.85,6.54,-4.40%,95.55,14.30%,转股中,5年35天,3年35天,4.40%,4.20%,3.6,0.69%,0.22%,0.60%,-1.63%,-1.84%,89.93,90.88,18.12,109,0.20%,57%,18%,16%,0.67,0.01,1.34,AA-,4.50%,38
93,再升转债!,113510,2018-07-13,再升科技,603601,城市公用设施,102.49,0.88%,-0.42%,9.52,1.17%,1.6,1.40%,11.32,4.52,-15.90%,84.1,21.90%,转股中,5年34天,1年34天,2.20%,1.90%,1.1,2.03%,1.54%,1.93%,-1.03%,-1.21%,94.78,87.52,14.65,102.17,0.30%,65%,19%,17%,0.39,0.06,0.73,AA-,5.30%,37
94,华通转债!,128040,2018-07-13,华通医药,2758,医药,106.6,2.07%,-0.34%,10.37,2.88%,21,9.00%,11.45,3.97,-9.40%,90.57,17.70%,转股中,5年29天,3年29天,10.20%,9.20%,2.2,1.23%,0.75%,1.14%,-0.83%,-1.05%,89.57,90.17,16.87,107.04,-0.40%,77%,18%,18%,0.6,0.04,1.16,AA-,4.70%,65
95,三力转债!,128039,2018-06-29,三 力 士,2224,机械装备制造,130.4,6.54%,-0.67%,7.66,6.54%,229,56.60%,5.84,2.08,31.20%,131.16,-0.60%,转股中,5年23天,3年23天,6.10%,8.00%,3.2,-3.25%,-3.62%,-3.33%,-7.00%,-7.18%,91.71,91.86,46.48,138.34,-5.70%,38%,<2%,17%,0.9,1.89,0,AA-,3.80%,22
96,新泉转债!,113509,2018-06-22,新泉股份,603179,汽车,102.16,0.65%,0.09%,14.72,1.73%,1,0.20%,18.89,2.77,-22.10%,77.92,31.10%,转股中,5年19天,3年19天,13.40%,10.50%,4.5,1.71%,1.29%,1.62%,0.44%,0.22%,88.89,87.59,10.13,97.72,4.50%,55%,25%,17%,0.43,-0.89,1.79,AA,4.90%,27
97,新凤转债!,113508,2018-05-16,新凤鸣,603225,服装纺织,101.41,0.85%,-0.42%,12.96,1.09%,6.5,0.30%,16.83,2.52,-23.00%,77.01,31.70%,转股中,4.95年,2.95年,13.90%,10.70%,21.5,2.21%,1.73%,2.12%,0.60%,0.39%,88.75,88.84,8.07,96.91,4.60%,55%,23%,16%,0.39,-0.94,1.74,AA,5.00%,33
98,天马转债!,113507,2018-05-07,天马科技,603668,农业,134.66,4.35%,-0.28%,9.97,4.51%,9.6,6.10%,7.37,2.34,35.30%,135.28,-0.50%,转股中,4.92年,2.92年,3.70%,5.00%,1.2,-3.58%,-4.03%,-3.67%,-8.27%,-8.45%,92.28,94.34,48.26,142.6,-5.60%,53%,<2%,17%,0.9,1.87,0.03,AA-,3.80%,19
99,金农转债!!,128036,2018-04-02,金新农,2548,农业,159.4,0.20%,0.45%,15.49,0.65%,263,86.80%,9.62,3.07,61.00%,161.02,-1.00%,转股中,4.82年,2.82年,2.90%,4.60%,1.9,-7.37%,-7.74%,-7.45%,-13.40%,-13.50%,93.4,94.27,66.75,161.02,-1.00%,41%,<2%,17%,1,1.21,0.8,AA-,3.50%,46
100,利欧转债!!,128038,2018-04-19,利欧股份,2131,传媒娱乐,127.511,0.78%,0.13%,2.2,0.92%,37,15.40%,1.72,1.45,27.90%,127.91,-0.30%,转股中,4.85年,2.85年,1.30%,1.60%,1.9,-2.36%,-2.85%,-2.45%,-6.79%,-6.97%,93.19,96.59,31.32,127.91,-0.30%,80%,<2%,16%,1,1.07,0.94,AA,3.50%,46
101,岩土转债!,128037,2018-04-25,中化岩土,2542,建筑,95.809,0.37%,-0.19%,4.89,1.24%,4.1,0.70%,8.03,3.87,-39.10%,60.9,57.30%,转股中,4.83年,2.83年,6.80%,4.10%,6,3.50%,2.99%,3.40%,2.56%,2.34%,87.72,86.92,3.19,90.12,6.30%,54%,30%,16%,0.14,-1.23,1.55,AA,5.60%,71
102,敖东转债!,127006,2018-05-11,吉林敖东,623,金融,102.87,0.42%,0.25%,16.87,1.63%,27,1.10%,20.82,1.14,-19.00%,81.03,27.00%,转股中,4.83年,2.83年,12.30%,9.90%,24.1,1.10%,0.77%,1.04%,-0.26%,-0.40%,89.83,88.35,9.98,98.34,4.60%,31%,24%,16%,0.41,-0.72,1.56,AA+,4.40%,46
103,长证转债!,127005,2018-04-11,长江证券,783,金融,117.002,0.78%,0.50%,7.69,1.99%,35,0.60%,7.45,1.57,3.20%,103.22,13.40%,转股中,4.83年,无权,11.80%,12.10%,50,-1.35%,-1.71%,-1.42%,无权,无权,无权,92.44,23.67,116.11,0.80%,33%,21%,18%,0.64,0.42,0.87,AAA,3.70%,33
104,星源转债!,123009,2018-04-10,星源材质,300568,汽车,109.602,1.49%,-0.31%,25.2,1.98%,2.4,0.50%,27.49,3.5,-8.30%,91.67,19.60%,转股中,4.81年,2.81年,9.90%,9.10%,4.8,0.13%,-0.26%,0.05%,-2.06%,-2.26%,90.46,89.53,16.47,106,3.40%,63%,22%,17%,0.6,-0.55,1.76,AA,4.50%,15
105,杭电转债!,113505,2018-03-27,杭电股份,603618,能源电力,103.5,1.94%,-0.93%,6.29,1.94%,8.8,1.10%,7.29,2.38,-13.70%,86.28,20.00%,转股中,4.81年,2.81年,18.00%,15.50%,7.8,1.84%,1.34%,1.74%,-0.07%,-0.28%,90.21,90.82,11.88,102.7,0.80%,42%,17%,16%,0.52,-0.13,1.17,AA,4.70%,45
106,艾华转债!,113504,2018-03-23,艾华集团,603989,电子,105.72,0.70%,0.04%,18.24,1.50%,0.9,0.10%,21.73,4.34,-16.10%,83.94,25.90%,转股中,4.80年,2.80年,9.70%,8.20%,6.9,1.00%,0.58%,0.92%,-0.78%,-1.00%,90.08,88.98,11.58,100.55,5.10%,40%,24%,16%,0.49,-0.95,1.99,AA,4.80%,14
107,玲珑转债!,113019,2018-03-22,玲珑轮胎,601966,汽车,110.07,1.35%,-0.65%,16.87,1.57%,12,0.50%,18.84,2.32,-10.50%,89.54,22.90%,转股中,3.79年,1.79年,9.90%,8.80%,20,0.70%,0.08%,0.58%,-3.94%,-4.11%,93.67,96.42,9.41,105.83,4.00%,34%,22%,16%,0.45,-0.57,1.48,AA+,4.30%,19
108,大族转债!,128035,2018-03-05,大族激光,2008,电子,104.101,0.01%,0.11%,35.07,0.83%,16,0.70%,52.5,7.03,-33.20%,66.8,55.80%,转股中,4.73年,2.73年,6.10%,4.10%,23,0.87%,0.53%,0.80%,0.23%,-0.09%,91.59,87.15,6.31,93.46,11.40%,39%,37%,16%,0.14,-2,2.42,AA+,4.80%,29
109,无锡转债!,110043,2018-03-14,无锡银行,600908,金融,107.35,0.51%,0.18%,6.1,1.16%,7.3,0.20%,6.7,1.19,-9.00%,91.04,17.90%,转股中,4.71年,无权,26.60%,24.20%,30,-0.39%,-0.61%,-0.44%,无权,无权,无权,87.47,17.18,104.64,2.60%,46%,23%,18%,0.6,-0.19,1.39,AA+,4.10%,58
110,江银转债!,128034,2018-02-14,江阴银行,2807,金融,112.928,0.65%,0.07%,5.03,1.00%,13,0.70%,4.68,0.8,7.50%,107.48,5.10%,转股中,4.70年,无权,16.10%,17.30%,17.6,-0.64%,-1.02%,-0.72%,无权,无权,无权,91.73,26.46,118.19,-4.50%,50%,12%,18%,0.72,1.44,0.07,AA+,3.90%,59
111,常熟转债!!,113018,2018-02-06,常熟银行,601128,金融,131.01,1.74%,-0.13%,7.56,1.61%,23,4.40%,5.76,1,31.20%,131.25,-0.20%,转股中,4.68年,无权,2.10%,2.80%,4,-3.79%,-4.15%,-3.86%,无权,无权,无权,93.53,37.72,131.25,-0.20%,42%,<2%,18%,1,1.04,0.96,AA+,3.50%,26
112,道氏转债!,123007,2018-01-26,道氏技术,300409,建筑,111.6,1.04%,-0.30%,14.72,1.10%,1.2,0.40%,15.2,3.02,-3.20%,96.84,15.20%,转股中,4.62年,2.62年,4.50%,4.40%,3,0.08%,-0.40%,-0.02%,-2.69%,-2.92%,91.7,91.84,17.81,109.66,1.80%,78%,19%,16%,0.67,-0.2,1.54,AA-,4.50%,18
113,迪龙转债!,128033,2018-01-29,雪迪龙,2658,城市公用设施,101.427,0.52%,0.20%,7.74,1.44%,2.3,0.40%,9.03,2.74,-14.30%,85.71,18.30%,转股中,4.62年,2.62年,11.10%,9.50%,5.2,1.87%,1.44%,1.78%,0.58%,0.36%,90.64,89.36,12.71,102.07,-0.60%,38%,18%,17%,0.5,0.23,0.77,AA,4.80%,60
114,吉视转债!,113017,2018-01-15,吉视传媒,601929,传媒娱乐,103.6,1.12%,-0.54%,2.62,1.16%,11,0.70%,2.96,1.39,-11.50%,88.51,17.00%,转股中,4.62年,2.62年,19.10%,16.90%,15.6,1.39%,0.97%,1.31%,-0.19%,-0.41%,91.88,91.37,12.6,103.97,-0.40%,29%,16%,16%,0.51,0.34,0.68,AA+,4.20%,29
115,航电转债,110042,2018-01-15,中航电子,600372,航空航天,117.52,0.66%,-0.20%,15.16,0.66%,44,1.60%,14.23,3.51,6.50%,106.54,10.30%,转股中,4.61年,2.61年,9.00%,9.60%,24,-1.49%,-1.87%,-1.57%,-4.57%,-4.78%,93.56,93.34,23.9,117.24,0.20%,35%,18%,16%,0.69,0.59,0.79,AAA,3.70%,15
116,蒙电转债!,110041,2018-01-09,内蒙华电,600863,能源电力,111.79,0.89%,0.38%,2.9,2.11%,2.1,0.10%,2.92,1.49,-0.70%,99.32,12.60%,转股中,4.60年,2.60年,11.10%,11.00%,18.7,-0.18%,-0.61%,-0.26%,-2.80%,-3.03%,93.58,94.14,18.3,112.44,-0.60%,23%,17%,16%,0.6,0.65,0.57,AAA,3.70%,21
117,双环转债!,128032,2018-01-25,双环传动,2472,机械装备制造,96.999,0.00%,0.13%,5.92,1.37%,5.5,0.60%,9.99,2.02,-40.70%,59.26,63.70%,转股中,4.61年,2.61年,24.60%,14.60%,10,2.98%,2.53%,2.89%,2.31%,2.07%,88.53,86.02,3.97,89.99,7.80%,54%,35%,16%,0.1,-1.46,1.7,AA,5.80%,24
118,天康转债!,128030,2018-01-29,天康生物,2100,农业,130.25,0.73%,1.99%,10.09,3.17%,40,4.70%,8.15,2.46,23.80%,123.8,5.20%,转股中,4.60年,2.60年,6.80%,8.40%,6.6,-3.13%,-3.61%,-3.23%,-8.08%,-8.28%,93.12,95.11,36.68,131.8,-1.20%,35%,19%,16%,0.86,0.83,0.89,AA,3.80%,14
119,太阳转债!,128029,2018-01-16,太阳纸业,2078,造纸包装印刷,105.34,0.32%,0.79%,6.85,4.10%,2.7,0.20%,8.75,1.79,-21.70%,78.29,34.60%,转股中,3.60年,1.60年,6.80%,5.30%,12,0.78%,0.34%,0.69%,-2.10%,-2.26%,93.73,92.27,5.77,98.05,7.40%,38%,33%,16%,0.27,-1.26,1.86,AA+,4.60%,14
120,赣锋转债!,128028,2018-01-19,赣锋锂业,2460,有色金属,99.926,0.05%,0.07%,23.89,1.53%,4.1,0.40%,42.58,7.05,-43.90%,56.11,78.10%,转股中,4.60年,2.60年,3.00%,1.70%,9.3,2.10%,1.69%,2.02%,0.95%,0.76%,87.8,85.03,4.04,89.07,12.20%,70%,46%,17%,0.08,-2.17,2.48,AA,5.80%,18
121,铁汉转债!,123004,2018-01-26,铁汉生态,300197,城市公用设施,103.576,0.57%,-0.25%,3.59,0.56%,4.2,0.90%,3.99,1.47,-10.00%,89.97,15.10%,转股中,4.59年,2.59年,5.60%,5.10%,4.8,1.40%,0.98%,1.32%,-0.19%,-0.40%,91.21,90.22,13.25,103.47,0.10%,68%,16%,15%,0.58,0.11,1.04,AA,4.60%,49
122,崇达转债,128027,2018-01-22,崇达技术,2815,电子,112.09,0.55%,-0.55%,15.16,0.00%,4.4,0.50%,14.75,4.26,2.80%,102.78,9.10%,转股中,4.58年,2.58年,6.00%,6.20%,7.6,-0.26%,-0.69%,-0.34%,-2.95%,-3.17%,92.34,92.11,21.83,113.95,-1.60%,63%,14%,16%,0.72,0.65,0.8,AA,4.20%,12
123,泰晶转债!,113503,2018-01-02,泰晶科技,603738,电子,99.53,0.02%,0.00%,13.49,0.07%,2.5,1.20%,17.99,4.81,-25.00%,74.99,32.70%,转股中,4.58年,2.58年,10.00%,7.50%,2.2,2.84%,2.31%,2.74%,1.41%,1.16%,90.1,89.99,6.45,96.44,3.20%,63%,22%,16%,0.33,-0.64,1.31,AA,5.20%,35
124,众兴转债!,128026,2018-01-03,众兴菌业,2772,农业,97.097,1.64%,0.78%,8.82,6.78%,18,2.10%,11.64,1.71,-24.20%,75.77,28.10%,转股中,4.58年,2.58年,28.40%,21.50%,9.2,3.01%,2.54%,2.91%,2.34%,2.09%,89.54,87.49,8.12,95.61,1.60%,34%,21%,16%,0.36,-0.39,1.11,AA-,5.40%,45
125,蓝思转债!,123003,2018-01-17,蓝思科技,300433,电子,98.72,0.22%,0.09%,7.19,1.55%,11,0.20%,10.46,2.56,-31.30%,68.74,43.60%,转股中,4.57年,2.57年,17.00%,11.70%,48,2.51%,2.07%,2.42%,1.60%,1.37%,91,89.8,4.61,94.41,4.60%,87%,26%,16%,0.2,-0.81,1.22,AA+,4.70%,41
126,特一转债!,128025,2017-12-28,特一药业,2728,医药,110.888,0.98%,-0.29%,16.19,0.94%,0.6,0.20%,15.45,3.24,4.80%,104.79,5.80%,转股中,4.56年,2.56年,10.40%,10.90%,3.4,-0.12%,-0.54%,-0.20%,-2.67%,-2.88%,92.03,91.48,24.09,115.57,-4.10%,36%,11%,17%,0.74,1.15,0.37,AA-,4.30%,32
127,宁行转债,128024,2018-01-12,宁波银行,2142,金融,128.4,0.72%,1.79%,22.59,3.10%,96,1.20%,18.01,1.34,25.40%,125.43,2.40%,转股中,4.56年,无权,5.50%,6.90%,64.8,-3.58%,-3.93%,-3.65%,无权,无权,无权,93.04,40.27,133.31,-3.70%,31%,16%,18%,0.81,1.55,0.13,AAA,3.60%,40
128,亚太转债!,128023,2017-12-26,亚太股份,2284,汽车,93.605,0.39%,-0.11%,5.26,6.26%,5.6,0.60%,10.34,2.94,-49.10%,50.87,84.00%,转股中,4.55年,2.55年,25.80%,13.10%,10,4.27%,3.72%,4.16%,3.72%,3.47%,88.53,87.38,2.05,89.43,4.70%,37%,35%,17%,0.05,-0.89,0.98,AA,5.90%,44
129,众信转债!,128022,2017-12-28,众信旅游,2707,旅游餐饮酒店,102.85,1.88%,0.05%,6.38,4.59%,3.4,0.50%,7.92,3.08,-19.40%,80.56,27.70%,转股中,4.55年,2.55年,12.40%,10.00%,7,1.58%,1.15%,1.49%,0.07%,-0.15%,90.48,88.91,10.2,99.1,3.80%,57%,24%,17%,0.42,-0.71,1.57,AA,5.00%,10
130,兄弟转债!,128021,2017-12-27,兄弟科技,2562,医药,105.512,0.49%,1.49%,4.89,3.38%,11,2.10%,5.35,2.25,-8.60%,91.4,15.40%,转股中,4.54年,2.54年,11.50%,10.50%,5.1,1.00%,0.57%,0.91%,-0.88%,-1.09%,91.48,90.52,14.71,105.23,0.30%,68%,19%,16%,0.59,0.08,1.09,AA,4.50%,23
131,国祯转债!,123002,2017-12-25,国祯环保,300388,城市公用设施,117.9,1.20%,-0.54%,9.58,0.84%,0.1,0.00%,8.72,2.2,9.90%,109.86,7.30%,转股中,4.53年,2.53年,9.60%,10.60%,5.1,-1.49%,-1.90%,-1.57%,-4.91%,-5.11%,92.71,92.52,26.66,119.17,-1.10%,51%,14%,16%,0.79,0.65,0.92,AA,4.00%,13
