,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
序号,转债名称,转债代码,进展,股票名称,股票代码,行业,转债价格,涨跌,盘中套利,股价,涨跌,转债成交额,转债换手率,转股价格,CP/B,股价/转股价,转股价值,转股溢价率,距离转股日,剩余年限,回售年限,余额/市值,余额/股本,转债余额,税前收益率,税后收益率,加权收益率,税前回售收益,税后回售收益,回售价值,纯债价值,期权价值,内在价值,价值溢价,历史波动,隐含波动,预测波动,弹性,涨修正弹,跌修正弹,信用,折现率,热门度
70,顾家转债,113518,2018-10-09,顾家家居,603816,其他,109,1.40%,-2.70%,45.69,-2.33%,3.2,0.30%,52.2,4.77,-12.50%,87.53,24.50%,转股中,5.35年,3.35年,5.60%,4.90%,11,1.08%,0.56%,0.97%,-1.40%,-1.60%,87.94,89.8,13.84,103.64,5.20%,39%,20%,16%,0.56,-0.9,2.06,AA,4.90%,12
71,机电转债,128045,2018-09-14,中航机电,2013,航空航天,109.03,0.03%,-0.49%,7.08,-0.84%,44,1.90%,7.66,3.06,-7.60%,92.43,18.00%,转股中,5.30年,3.30年,8.20%,7.60%,21,0.17%,-0.18%,0.10%,-1.50%,-1.69%,90.44,89.69,16.98,106.67,2.20%,55%,20%,16%,0.55,0.14,0.96,AAA,4.00%,16
72,岭南转债!,128044,2018-09-04,岭南股份,2717,城市公用设施,100.498,0.60%,-0.88%,7.7,-0.52%,0.9,0.10%,8.96,2.08,-14.10%,85.94,16.90%,转股中,5.27年,3.27年,8.40%,7.20%,6.6,2.14%,1.70%,2.05%,0.90%,0.69%,88.02,87.52,13.82,101.34,-0.80%,65%,15%,16%,0.55,0.32,0.77,AA,4.90%,39
73,蓝盾转债!!,123015,2018-09-13,蓝盾股份,300297,计算机及应用,112.01,0.54%,-1.46%,6.12,-1.13%,2.2,2.00%,5.82,1.52,5.20%,105.15,6.50%,转股中,5.26年,3.26年,1.30%,1.40%,1,0.22%,-0.24%,0.13%,-2.22%,-2.42%,89.75,90.84,14.65,105.5,6.20%,37%,56%,16%,0.81,-0.28,1.92,AA,4.40%,29
74,曙光转债!,113517,2018-08-23,中科曙光,603019,计算机及应用,115.35,2.17%,-0.45%,36.91,2.41%,34,2.70%,36.53,6.34,1.00%,101.04,14.20%,转股中,5.24年,3.24年,3.40%,3.40%,11.2,-0.35%,-0.80%,-0.44%,-3.08%,-3.28%,89.27,90.06,22.79,112.85,2.20%,52%,20%,16%,0.71,-0.11,1.54,AA,4.60%,7
75,东音转债!,128043,2018-08-27,东音股份,2793,机械装备制造,164.01,-8.89%,-0.65%,18.9,-10.00%,642,180%,11.13,2.75,69.80%,169.81,-3.40%,转股中,5.23年,3.23年,5.60%,9.60%,2.2,-6.59%,-7.06%,-6.69%,-12.40%,-12.50%,90.66,93.93,81.71,175.64,-6.60%,70%,<2%,17%,0.95,2.34,-0.28,AA-,4.10%,37
76,苏农转债,113516,2018-08-20,苏农银行,603323,金融,111.42,-0.84%,-0.44%,6.72,-1.90%,12,0.80%,6.34,0.94,6.00%,105.99,5.10%,转股中,5.23年,无权,11.70%,12.40%,12.9,0.72%,0.18%,0.61%,无权,无权,无权,93.09,26.36,119.45,-6.70%,48%,<2%,18%,0.67,1.96,-0.47,AA+,4.30%,33
77,凯发转债!,123014,2018-08-21,凯发电气,300407,能源电力,101.98,1.27%,-1.50%,7.35,-0.41%,2.3,0.70%,8.15,2.28,-9.80%,90.18,13.10%,转股中,4.22年,2.22年,15.30%,13.80%,3.2,1.73%,1.30%,1.64%,0.11%,-0.07%,90.51,88.43,15.82,104.24,-2.20%,64%,14%,18%,0.57,0.54,0.62,A+,5.30%,21
78,凯中转债!,128042,2018-09-03,凯中精密,2823,能源电力,101.21,0.31%,-2.36%,10.97,-4.36%,2.2,0.50%,13.25,3.14,-17.20%,82.79,22.20%,转股中,5.23年,3.23年,13.00%,10.80%,4.2,2.92%,2.31%,2.80%,0.76%,0.53%,87.96,91.11,11.25,102.36,-1.10%,66%,13%,17%,0.47,0.23,0.71,AA,5.10%,52
79,横河转债!,123013,2018-08-20,横河模具,300539,机械装备制造,106.5,0.96%,-0.96%,9.6,0.00%,3.9,9.60%,9.26,4.24,3.70%,103.67,2.70%,转股中,5.21年,3.21年,1.80%,1.90%,0.4,1.78%,1.20%,1.66%,-0.52%,-0.78%,89.64,92,24.93,116.93,-8.90%,77%,<2%,17%,0.75,2.14,-0.48,A+,4.80%,31
80,高能转债,113515,2018-08-27,高能环境,603588,城市公用设施,110.04,0.41%,-1.98%,9.95,-2.07%,26,3.10%,9.38,2.42,6.10%,106.08,3.70%,转股中,5.21年,3.21年,11.30%,12.00%,7.5,0.57%,0.11%,0.48%,-1.73%,-1.94%,89.64,90.56,26.23,116.8,-5.80%,66%,<2%,16%,0.76,1.67,-0.07,AA,4.50%,36
81,万顺转债,123012,2018-08-29,万顺股份,300057,造纸包装印刷,109.5,0.02%,-0.79%,6.99,-0.99%,1.8,1.00%,6.47,1.09,8.00%,108.04,1.40%,转股中,5.20年,3.20年,4.60%,5.00%,1.7,0.32%,-0.08%,0.24%,-1.59%,-1.81%,89.44,88.64,30.49,119.13,-8.10%,40%,<2%,18%,0.77,2.17,-0.48,AA-,4.60%,24
82,威帝转债,113514,2018-08-13,威帝股份,603023,汽车,100,0.80%,0.09%,5.46,1.49%,3,1.50%,5.92,3.54,-7.80%,92.23,8.40%,转股中,4.20年,2.20年,10.20%,9.40%,2,2.67%,2.14%,2.56%,0.95%,0.76%,90.74,90.36,15.86,106.22,-5.90%,70%,11%,18%,0.59,1.33,-0.07,A+,5.20%,48
83,德尔转债,123011,2018-08-14,德尔股份,300473,汽车,98.99,-0.31%,-0.34%,30.2,-1.24%,5.2,0.90%,34.96,1.99,-13.60%,86.38,14.60%,转股中,5.19年,2.70年,17.50%,15.10%,5.6,3.45%,2.82%,3.33%,1.52%,1.28%,89.53,91.01,13.39,104.4,-5.20%,42%,11%,17%,0.53,1.05,0.06,AA-,5.20%,41
84,盛路转债!!,128041,2018-08-14,盛路通信,2446,通信互联网,137.6,-1.36%,0.01%,9.49,-1.35%,32,23.40%,6.88,1.72,37.90%,137.94,-0.20%,转股中,5.19年,3.19年,1.20%,1.60%,1,-3.38%,-3.88%,-3.48%,-8.09%,-8.28%,91.32,94.65,43.28,137.94,-0.20%,53%,<2%,16%,1,1.05,0.95,AA,4.00%,15
85,海澜转债!,110045,2018-07-31,海澜之家,600398,服装纺织,100.18,0.13%,0.08%,9.19,0.66%,5.7,0.20%,12.4,4.13,-25.90%,74.11,35.20%,转股中,5.18年,3.18年,7.30%,5.40%,30,2.19%,1.76%,2.11%,0.79%,0.62%,88.36,88.65,6.81,95.46,4.90%,30%,24%,16%,0.32,-0.78,1.45,AA+,4.70%,41
86,安井转债,113513,2018-07-31,安井食品,603345,食品饮料,126.75,-0.20%,-0.87%,45.03,-1.21%,69,14.40%,35.46,3.85,27.00%,126.99,-0.20%,转股中,5.18年,3.18年,3.90%,4.90%,3.8,-2.22%,-2.66%,-2.30%,-5.90%,-6.09%,90.18,91.44,43.02,134.46,-5.70%,51%,<2%,16%,0.89,1.89,-0.01,AA-,4.30%,23
87,博世转债!,123010,2018-08-14,博世科,300422,城市公用设施,99.861,-0.14%,-0.40%,10.24,-1.06%,4.3,1.00%,12.45,3.01,-17.80%,82.25,21.40%,转股中,5年57天,3年57天,11.80%,9.70%,4.3,2.53%,2.04%,2.43%,1.18%,0.96%,87.76,87.55,12.42,99.97,-0.10%,68%,17%,17%,0.5,0.01,1,AA-,5.20%,43
88,湖广转债!,127007,2018-08-01,湖北广电,665,传媒娱乐,106.401,0.86%,-1.19%,8.01,-0.50%,13,0.90%,7.92,0.84,1.10%,101.14,5.20%,转股中,5年50天,3年50天,24.30%,24.60%,13.3,1.31%,0.82%,1.21%,-0.67%,-0.91%,90.64,91.8,22.67,114.47,-7.00%,32%,<2%,17%,0.66,2.01,-0.54,AA+,4.30%,37
89,广电转债!,110044,2018-07-24,广电网络,600831,传媒娱乐,137.32,-0.29%,-0.47%,9.39,-0.84%,98,86.80%,6.91,1.3,35.90%,135.89,1.10%,转股中,5年49天,3年49天,1.30%,1.70%,0.8,-3.74%,-4.18%,-3.83%,-8.20%,-8.39%,90.72,92.09,51.11,143.19,-4.10%,43%,<2%,17%,0.89,1.62,0.24,AA,4.20%,13
90,千禾转债!,113511,2018-07-10,千禾味业,603027,食品饮料,105.59,1.53%,-0.91%,23.39,0.99%,4.5,1.20%,25.85,6.54,-9.50%,90.48,16.70%,转股中,5年42天,3年42天,4.70%,4.20%,3.6,1.38%,0.90%,1.28%,-0.58%,-0.79%,88.53,88.75,15.89,104.64,0.90%,57%,17%,16%,0.62,-0.08,1.31,AA-,5.00%,36
91,再升转债!,113510,2018-07-13,再升科技,603601,城市公用设施,100.37,-0.13%,0.03%,8.96,-0.33%,0.3,0.20%,11.32,4.52,-20.80%,79.15,26.80%,转股中,5年41天,1年41天,2.40%,1.90%,1.1,2.45%,1.96%,2.35%,0.62%,0.44%,94.21,85.71,13.65,99.36,1.00%,65%,20%,17%,0.3,-0.05,0.66,AA-,5.70%,36
92,华通转债!,128040,2018-07-13,华通医药,2758,医药,110.983,10.30%,-4.23%,10.47,9.98%,80,33.80%,11.45,3.97,-8.60%,91.44,21.40%,转股中,5年36天,3年36天,10.10%,9.30%,2.2,0.41%,-0.06%,0.32%,-2.05%,-2.27%,88.7,88.86,18.1,106.95,3.80%,76%,18%,18%,0.6,-0.64,1.87,AA-,5.00%,64
93,三力转债!,128039,2018-06-29,三 力 士,2224,机械装备制造,127.89,16.30%,-7.91%,6.85,9.95%,259,53.00%,5.84,2.08,17.30%,117.29,9.00%,转股中,5年30天,3年30天,8.40%,9.80%,3.9,-2.87%,-3.23%,-2.94%,-6.40%,-6.58%,89.98,89.24,36.42,125.65,1.80%,37%,<2%,17%,0.84,0.18,1.49,AA-,4.40%,20
94,新泉转债!,113509,2018-06-22,新泉股份,603179,汽车,100.69,0.11%,-0.76%,14.54,-1.62%,1.1,0.20%,18.89,2.77,-23.00%,76.97,30.80%,转股中,5年26天,3年26天,13.60%,10.50%,4.5,2.00%,1.58%,1.91%,0.89%,0.67%,88.05,86.35,10.19,96.54,4.30%,54%,23%,17%,0.4,-0.74,1.55,AA,5.20%,27
95,新凤转债!,113508,2018-05-16,新凤鸣,603225,服装纺织,100.6,0.18%,-0.03%,13.05,0.38%,32,1.50%,16.83,2.52,-22.50%,77.54,29.70%,转股中,4.97年,2.97年,13.80%,10.70%,21.5,2.37%,1.89%,2.28%,0.86%,0.65%,88.23,88.08,8.62,96.71,4.00%,55%,23%,16%,0.4,-0.72,1.54,AA,5.20%,33
96,天马转债!,113507,2018-05-07,天马科技,603668,农业,125.72,0.58%,0.28%,9.35,0.97%,2.7,1.80%,7.37,2.34,26.90%,126.87,-0.90%,转股中,4.94年,2.94年,4.00%,5.10%,1.2,-2.19%,-2.65%,-2.28%,-6.15%,-6.34%,90.81,92.03,42.66,134.69,-6.70%,53%,<2%,17%,0.88,2.08,-0.2,AA-,4.30%,19
97,金农转债!!,128036,2018-04-02,金新农,2548,农业,133.01,-4.31%,-0.82%,12.77,-5.13%,162,58.80%,9.62,3.07,32.70%,132.74,0.20%,转股中,4.84年,2.84年,3.70%,5.00%,2,-3.75%,-4.14%,-3.83%,-8.11%,-8.30%,92.01,92.08,40.67,132.74,0.20%,40%,<2%,17%,1,0.96,1.04,AA-,4.00%,45
98,利欧转债!!,128038,2018-04-19,利欧股份,2131,传媒娱乐,123.243,2.70%,1.16%,2.15,3.86%,107,45.20%,1.72,1.45,25.00%,125,-1.40%,转股中,4.87年,2.87年,1.40%,1.70%,2,-1.65%,-2.15%,-1.75%,-5.69%,-5.88%,91.78,94.33,30.67,125,-1.40%,80%,<2%,16%,1,1.3,0.72,AA,4.00%,49
99,岩土转债!,128037,2018-04-25,中化岩土,2542,建筑,95.98,0.56%,0.88%,5.17,7.71%,9,1.60%,8.03,3.87,-35.60%,64.38,49.10%,转股中,4.85年,2.85年,6.40%,4.10%,6,3.45%,2.94%,3.35%,2.48%,2.26%,87.69,86.92,4.01,90.93,5.60%,54%,30%,16%,0.19,-1.04,1.44,AA,5.60%,73
100,敖东转债!,127006,2018-05-11,吉林敖东,623,金融,101.6,-0.04%,-0.44%,16.84,-1.17%,6.5,0.30%,20.82,1.14,-19.10%,80.88,25.60%,转股中,4.85年,2.85年,12.30%,10.00%,24.1,1.36%,1.03%,1.30%,0.15%,0.02%,89.22,87.45,10.34,97.79,3.90%,31%,22%,16%,0.41,-0.5,1.33,AA+,4.60%,45
101,长证转债!,127005,2018-04-11,长江证券,783,金融,112,1.08%,-1.82%,7.4,-1.20%,70,1.30%,7.45,1.57,-0.70%,99.33,12.80%,转股中,4.84年,无权,12.20%,12.10%,50,-0.43%,-0.80%,-0.51%,无权,无权,无权,91.03,21.75,112.78,-0.70%,32%,15%,18%,0.61,0.76,0.47,AAA,4.00%,33
102,星源转债!,123009,2018-04-10,星源材质,300568,汽车,107,1.18%,-2.55%,25.93,-2.19%,2.3,0.50%,27.49,3.5,-5.70%,94.33,13.40%,转股中,4.83年,2.83年,9.60%,9.10%,4.8,0.64%,0.24%,0.56%,-1.26%,-1.45%,89.78,88.51,18.73,107.25,-0.20%,63%,14%,17%,0.63,0.33,0.92,AA,4.70%,15
103,杭电转债!,113505,2018-03-27,杭电股份,603618,能源电力,99.79,0.53%,-0.97%,5.93,-1.00%,5.5,0.70%,7.29,2.38,-18.70%,81.34,22.70%,转股中,4.83年,2.83年,19.10%,15.50%,7.8,2.62%,2.12%,2.52%,1.17%,0.95%,89.06,89.03,9.94,98.97,0.80%,42%,17%,16%,0.44,-0.07,0.95,AA,5.10%,44
104,艾华转债!,113504,2018-03-23,艾华集团,603989,电子,103.69,-0.28%,0.55%,18.23,0.55%,3.3,0.50%,21.73,4.34,-16.10%,83.89,23.60%,转股中,4.82年,2.82年,9.70%,8.20%,6.9,1.41%,0.99%,1.33%,-0.13%,-0.34%,89.37,87.92,12.08,100,3.70%,40%,23%,16%,0.49,-0.59,1.59,AA,5.00%,13
105,玲珑转债!,113019,2018-03-22,玲珑轮胎,601966,汽车,107.1,0.52%,-0.24%,16.37,0.68%,6.9,0.30%,18.84,2.32,-13.10%,86.89,23.30%,转股中,3.81年,1.81年,10.20%,8.80%,20,1.43%,0.81%,1.31%,-2.56%,-2.73%,93.12,95.4,8.5,103.9,3.10%,34%,22%,16%,0.41,-0.34,1.15,AA+,4.60%,19
106,大族转债!,128035,2018-03-05,大族激光,2008,电子,104.31,1.17%,-1.78%,37.19,-2.92%,11,0.50%,52.5,7.03,-29.20%,70.84,47.30%,转股中,4.75年,2.75年,5.80%,4.10%,23,0.82%,0.49%,0.76%,0.16%,-0.16%,91.49,87.04,7.39,94.43,10.50%,39%,30%,16%,0.21,-1.78,2.3,AA+,4.80%,31
107,无锡转债!,110043,2018-03-14,无锡银行,600908,金融,104.98,0.41%,-0.90%,6.11,-0.81%,9.1,0.30%,6.7,1.19,-8.80%,91.19,15.10%,转股中,4.73年,无权,26.60%,24.20%,30,0.09%,-0.13%,0.04%,无权,无权,无权,86.25,17.9,104.16,0.80%,46%,19%,18%,0.6,0.28,0.92,AA+,4.40%,59
108,江银转债!,128034,2018-02-14,江阴银行,2807,金融,109.5,0.20%,-1.18%,4.95,-1.39%,14,0.70%,4.68,0.8,5.80%,105.77,3.50%,转股中,4.72年,无权,16.40%,17.30%,17.6,0.02%,-0.36%,-0.06%,无权,无权,无权,90.14,26.12,116.26,-5.80%,50%,<2%,18%,0.71,1.84,-0.31,AA+,4.30%,60
109,常熟转债!!,113018,2018-02-06,常熟银行,601128,金融,135.97,-1.71%,-0.29%,7.86,-2.00%,18,2.20%,5.76,1,36.50%,136.46,-0.40%,转股中,4.70年,无权,3.10%,4.20%,6.1,-4.54%,-4.89%,-4.61%,无权,无权,无权,91.41,45.05,136.46,-0.40%,42%,<2%,18%,1,1.08,0.93,AA+,4.00%,27
110,道氏转债!,123007,2018-01-26,道氏技术,300409,建筑,107.996,0.68%,-1.81%,14.94,-1.65%,1.2,0.40%,15.2,3.02,-1.70%,98.29,9.90%,转股中,4.64年,2.64年,4.40%,4.40%,3,0.80%,0.32%,0.71%,-1.52%,-1.75%,90.9,90.6,19.6,110.2,-2.00%,77%,11%,16%,0.69,0.69,0.69,AA-,4.80%,17
111,迪龙转债!,128033,2018-01-29,雪迪龙,2658,城市公用设施,98.877,0.86%,-1.42%,7.62,-1.17%,5.8,1.10%,9.03,2.74,-15.60%,84.39,17.20%,转股中,4.64年,2.64年,11.30%,9.50%,5.2,2.43%,2.00%,2.34%,1.50%,1.28%,89.88,88.18,12.6,100.78,-1.90%,38%,14%,17%,0.48,0.55,0.42,AA,5.00%,59
112,吉视转债!,113017,2018-01-15,吉视传媒,601929,传媒娱乐,99.44,0.25%,-0.58%,2.39,-0.83%,13,0.80%,2.96,1.39,-19.30%,80.74,23.20%,转股中,4.64年,2.64年,21.00%,16.90%,15.6,2.30%,1.87%,2.22%,1.29%,1.07%,90.91,89.84,9.27,99.11,0.30%,28%,17%,16%,0.39,0.19,0.59,AA+,4.60%,31
113,航电转债,110042,2018-01-15,中航电子,600372,航空航天,114.08,-0.36%,0.76%,14.65,0.62%,14,0.50%,14.23,3.51,3.00%,102.95,10.80%,转股中,4.63年,2.63年,9.30%,9.60%,24,-0.84%,-1.23%,-0.92%,-3.51%,-3.73%,92.65,91.89,22.18,114.07,0.00%,35%,19%,16%,0.65,0.69,0.63,AAA,4.00%,16
114,蒙电转债!,110041,2018-01-09,内蒙华电,600863,能源电力,109.71,-1.10%,0.08%,2.88,-1.71%,11,0.60%,2.92,1.49,-1.40%,98.63,11.20%,转股中,4.62年,2.62年,11.20%,11.00%,18.7,0.24%,-0.20%,0.15%,-2.12%,-2.35%,92.77,92.85,18.54,111.39,-1.50%,22%,15%,16%,0.59,0.95,0.28,AAA,4.00%,21
115,双环转债!,128032,2018-01-25,双环传动,2472,机械装备制造,97.805,-0.21%,0.15%,5.81,-0.68%,5.2,0.50%,9.99,2.02,-41.80%,58.16,68.20%,转股中,4.63年,2.63年,25.10%,14.60%,10,2.78%,2.33%,2.69%,1.99%,1.75%,88.26,85.67,3.91,89.58,9.20%,54%,37%,16%,0.08,-1.68,1.93,AA,5.80%,24
116,天康转债!,128030,2018-01-29,天康生物,2100,农业,125.169,-2.20%,-4.58%,8.29,-9.69%,16,2.00%,8.15,2.46,1.70%,101.72,23.10%,转股中,4.62年,2.62年,8.30%,8.40%,6.6,-2.27%,-2.75%,-2.36%,-6.70%,-6.90%,91.21,91.99,21.14,113.13,10.60%,33%,26%,16%,0.7,-1.6,3.18,AA,4.60%,15
117,太阳转债!,128029,2018-01-16,太阳纸业,2078,造纸包装印刷,103,-1.20%,1.07%,6.52,-0.61%,7.1,0.60%,8.75,1.79,-25.50%,74.51,38.20%,转股中,3.62年,1.62年,7.10%,5.30%,12,1.41%,0.97%,1.32%,-0.84%,-1.00%,93.34,91.58,4.8,96.38,6.90%,37%,32%,16%,0.21,-1.12,1.57,AA+,4.80%,15
118,赣锋转债!,128028,2018-01-19,赣锋锂业,2460,有色金属,98.8,0.33%,-0.43%,23.69,-1.50%,1.5,0.20%,42.58,7.05,-44.40%,55.64,77.60%,转股中,4.62年,2.62年,3.00%,1.70%,9.3,2.35%,1.94%,2.27%,1.35%,1.17%,87.6,84.76,4.07,88.84,11.20%,70%,42%,17%,0.07,-2,2.26,AA,5.90%,19
119,东财转债!,123006,2018-01-29,东方财富,300059,金融,131.88,0.40%,-0.34%,15.05,0.07%,288,84.50%,11.36,3.45,32.50%,132.48,-0.50%,转股中,4.62年,2.62年,0.30%,0.40%,2.6,-3.80%,-4.20%,-3.88%,-8.77%,-8.91%,91.73,92.42,40.06,132.48,-0.50%,44%,<2%,17%,1,1.1,0.91,AA,4.00%,20
120,铁汉转债!,123004,2018-01-26,铁汉生态,300197,城市公用设施,101.68,1.28%,-2.08%,3.62,-1.36%,16,3.30%,3.99,1.47,-9.30%,90.73,12.10%,转股中,4.61年,2.61年,5.60%,5.10%,4.8,1.81%,1.38%,1.73%,0.49%,0.27%,90.5,89.11,14.35,103.45,-1.70%,68%,11%,15%,0.59,0.6,0.59,AA,4.80%,52
121,崇达转债,128027,2018-01-22,崇达技术,2815,电子,108.594,0.74%,-1.46%,14.17,-1.12%,16,1.90%,14.75,4.26,-3.90%,96.07,13.00%,转股中,4.60年,2.60年,6.40%,6.20%,7.6,0.45%,0.01%,0.36%,-1.80%,-2.03%,91.05,90.05,18.22,108.27,0.30%,63%,16%,16%,0.65,0.27,1.03,AA,4.70%,12
122,泰晶转债!,113503,2018-01-02,泰晶科技,603738,电子,98.88,0.27%,-0.89%,12.57,-2.48%,1.6,0.70%,17.99,4.81,-30.10%,69.87,41.50%,转股中,4.60年,2.60年,10.80%,7.50%,2.2,2.98%,2.45%,2.87%,1.64%,1.39%,89.25,88.66,5.1,93.76,5.50%,62%,24%,16%,0.25,-1.01,1.54,AA,5.50%,35
123,众兴转债!,128026,2018-01-03,众兴菌业,2772,农业,96.528,2.57%,0.35%,8.38,9.97%,35,3.90%,11.64,1.71,-28.00%,71.99,34.10%,转股中,4.60年,2.60年,29.90%,21.50%,9.2,3.13%,2.66%,3.04%,2.54%,2.29%,88.68,86.16,7.14,93.3,3.50%,34%,24%,16%,0.29,-0.68,1.27,AA-,5.80%,43
124,蓝思转债!,123003,2018-01-17,蓝思科技,300433,电子,98.3,-0.01%,0.11%,7.02,0.57%,9.6,0.20%,10.46,2.56,-32.90%,67.11,46.50%,转股中,4.58年,2.58年,17.40%,11.70%,48,2.59%,2.15%,2.50%,1.74%,1.52%,90.63,89.25,4.33,93.58,5.00%,87%,27%,16%,0.18,-0.85,1.22,AA+,4.80%,43
125,特一转债!,128025,2017-12-28,特一药业,2728,医药,109.4,1.84%,-0.72%,16.05,1.52%,1.2,0.30%,15.45,3.24,3.90%,103.88,5.30%,转股中,4.58年,2.58年,10.50%,10.90%,3.4,0.18%,-0.24%,0.10%,-2.17%,-2.38%,91.03,89.89,24.47,114.35,-4.30%,36%,10%,17%,0.74,1.29,0.23,AA-,4.70%,32
126,宁行转债,128024,2018-01-12,宁波银行,2142,金融,124.489,-0.33%,-0.95%,21.8,-1.62%,52,0.60%,18.01,1.34,21.00%,121.04,2.80%,转股中,4.58年,无权,5.90%,7.10%,66.8,-2.90%,-3.25%,-2.97%,无权,无权,无权,91.36,37.77,129.12,-3.60%,30%,<2%,18%,0.79,1.58,0.07,AAA,4.00%,39
127,亚太转债!,128023,2017-12-26,亚太股份,2284,汽车,94,0.00%,-0.03%,4.91,-1.01%,12,1.20%,10.34,2.94,-52.50%,47.49,98.00%,转股中,4.57年,2.57年,27.60%,13.10%,10,4.15%,3.60%,4.04%,3.53%,3.28%,88.29,87.06,1.93,89,5.60%,37%,37%,17%,0.03,-1.06,1.12,AA,5.90%,41
128,众信转债!,128022,2017-12-28,众信旅游,2707,旅游餐饮酒店,99.5,0.28%,0.60%,6.17,2.32%,3.2,0.50%,7.92,3.08,-22.10%,77.9,27.70%,转股中,4.57年,2.57年,12.80%,10.00%,7,2.33%,1.89%,2.24%,1.30%,1.08%,89.73,87.74,9.34,97.08,2.50%,57%,23%,17%,0.38,-0.39,1.15,AA,5.20%,11
129,兄弟转债!,128021,2017-12-27,兄弟科技,2562,医药,103.412,0.40%,-0.17%,4.65,0.43%,3.4,0.70%,5.35,2.25,-13.10%,86.92,19.00%,转股中,4.56年,2.56年,12.00%,10.50%,5.1,1.45%,1.02%,1.37%,-0.13%,-0.35%,90.43,88.85,12.81,101.66,1.70%,68%,19%,16%,0.52,-0.14,1.19,AA,5.00%,25
130,国祯转债!,123002,2017-12-25,国祯环保,300388,城市公用设施,113.95,0.48%,-1.30%,9.76,-1.01%,5.6,1.00%,8.72,2.2,11.90%,111.93,1.80%,转股中,4.55年,2.55年,9.40%,10.60%,5.1,-0.73%,-1.14%,-0.81%,-3.67%,-3.87%,91.79,91.05,29.33,120.37,-5.30%,51%,<2%,16%,0.8,1.7,-0.01,AA,4.40%,12
131,生益转债!,110040,2017-12-11,生益科技,600183,电子,114.95,1.68%,-0.43%,12.39,1.72%,16,0.80%,11.62,3.87,6.60%,106.63,7.80%,转股中,4.55年,无权,6.70%,7.10%,17.6,-0.92%,-1.33%,-1.00%,无权,无权,无权,91.52,24.7,116.21,-1.10%,46%,15%,16%,0.73,0.83,0.64,AA+,4.30%,13
132,水晶转债!,128020,2017-12-12,水晶光电,2273,电子,101,-0.44%,-0.19%,12.04,-1.95%,7.9,0.70%,16,3.7,-24.80%,75.25,34.20%,转股中,4.53年,2.53年,11.40%,8.50%,11.8,2.26%,1.78%,2.17%,0.56%,0.37%,89.17,88.46,6.89,95.34,5.90%,51%,26%,16%,0.32,-1.07,1.76,AA,5.40%,13
133,济川转债!,110038,2017-11-29,济川药业,600566,医药,108.71,0.17%,-0.56%,33.15,-0.96%,1.2,0.20%,40.04,5.56,-17.20%,82.79,31.30%,转股中,3.52年,1.52年,2.30%,1.90%,6.3,0.02%,-0.44%,-0.07%,-3.98%,-4.15%,93.31,91.31,6.86,98.17,10.70%,36%,32%,15%,0.41,-1.81,2.8,AA,5.20%,16
134,嘉澳转债!,113502,2017-11-27,嘉澳环保,603822,城市公用设施,96.51,-0.34%,0.30%,24.75,-0.68%,1.9,1.10%,45.27,4.65,-45.30%,54.67,76.50%,转股中,4.51年,2.51年,10.20%,5.60%,1.9,3.62%,3.06%,3.51%,2.64%,2.38%,87.86,86.08,3.28,89.35,8.00%,58%,38%,17%,0.06,-1.5,1.68,AA-,6.30%,48
135,久立转2!,128019,2017-12-01,久立特材,2318,石油天然气化工,105.8,0.67%,-1.11%,6.97,-0.85%,4.4,0.40%,7.92,2.19,-12.00%,88.01,20.20%,转股中,4.50年,2.50年,17.70%,15.60%,10.4,0.95%,0.52%,0.86%,-0.99%,-1.21%,90.68,89.1,14.08,103.18,2.50%,34%,20%,17%,0.52,-0.29,1.34,AA,5.00%,13
136,时达转债!,128018,2017-12-04,新时达,2527,机械装备制造,96.999,0.01%,1.11%,6.16,2.50%,9.5,1.10%,7.45,1.86,-17.30%,82.68,17.30%,转股中,4.50年,2.50年,23.00%,19.00%,8.8,3.06%,2.59%,2.97%,2.41%,2.16%,90.57,88.97,10.69,99.66,-2.70%,35%,15%,16%,0.45,0.67,0.25,AA,5.10%,48
137,小康转债!,113016,2017-11-21,小康股份,601127,汽车,95.94,0.29%,-0.66%,13.55,-0.95%,6,0.70%,17.2,3.3,-21.20%,78.78,21.80%,转股中,4.50年,2.50年,6.90%,5.40%,8.8,3.32%,2.85%,3.23%,2.84%,2.58%,90.27,88.49,8.92,97.4,-1.50%,40%,14%,16%,0.38,0.43,0.35,AA,5.20%,36
138,隆基转债!,113015,2017-11-20,隆基股份,601012,能源电力,123.71,-2.20%,-1.37%,22.18,-4.40%,49,1.40%,18.76,3.19,18.20%,118.23,4.60%,转股中,4.49年,2.49年,3.50%,4.10%,28,-2.57%,-2.97%,-2.65%,-6.71%,-6.90%,92.51,92.08,33.73,125.81,-1.70%,48%,<2%,16%,0.81,1.07,0.58,AA+,4.20%,15
139,金禾转债!,128017,2017-11-27,金禾实业,2597,石油天然气化工,105.501,0.13%,-0.57%,17.47,-1.30%,2.7,0.40%,22.96,3.25,-23.90%,76.09,38.70%,转股中,4.48年,2.48年,6.10%,4.70%,6,1.02%,0.58%,0.93%,-0.89%,-1.11%,89.92,87.8,8.68,96.47,9.40%,36%,31%,17%,0.34,-1.64,2.43,AA,5.30%,23
