,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
序号,转债名称,转债代码,进展,股票名称,股票代码,行业,转债价格,涨跌,盘中套利,股价,涨跌,转债成交额,转债换手率,转股价格,CP/B,股价/转股价,转股价值,转股溢价率,距离转股日,剩余年限,回售年限,余额/市值,余额/股本,转债余额,税前收益率,税后收益率,加权收益率,税前回售收益,税后回售收益,回售价值,纯债价值,期权价值,内在价值,价值溢价,历史波动,隐含波动,预测波动,弹性,涨修正弹,跌修正弹,信用,折现率,热门度
13,百姓转债,113531,2019-04-22,老百姓,603883,医药,113.36,0.26%,0.35%,60.16,0.89%,31,8.40%,60.59,5.34,-0.70%,99.29,14.20%,4月28天,4.88年,2.88年,1.90%,1.90%,3.3,-0.14%,-0.60%,-0.23%,-3.51%,-3.62%,88.6,90.43,19.37,109.8,3.20%,36%,22%,16%,0.68,-0.33,1.7,AA,4.60%,27
14,精测转债,123025,2019-04-19,精测电子,300567,电子,110.451,3.02%,1.28%,73.85,6.29%,3.1,0.80%,75.88,10.04,-2.70%,97.32,13.50%,4月29天,5.88年,3.88年,3.10%,3.00%,3.8,1.12%,0.58%,1.02%,-1.46%,-1.65%,86.36,89.98,21.8,111.77,-1.20%,72%,17%,17%,0.68,0.32,1.05,AA-,4.80%,23
15,启明转债,128061,2019-04-24,启明星辰,2439,通信互联网,109.8,2.04%,2.27%,26.71,6.75%,57,5.00%,28.33,7.16,-5.70%,94.28,16.50%,4月29天,5.88年,3.88年,4.40%,4.10%,10.5,1.30%,0.75%,1.19%,-1.39%,-1.57%,86.29,90.65,18.33,108.98,0.80%,43%,21%,16%,0.64,-0.03,1.31,AA,4.70%,32
16,大丰转债,113530,2019-04-18,大丰实业,603081,建筑,98.88,0.72%,0.91%,12.95,4.18%,7.1,1.10%,16.88,3.83,-23.30%,76.72,28.90%,4月23天,5.88年,3.88年,12.10%,9.30%,6.3,3.71%,3.04%,3.58%,1.25%,1.05%,84.77,90.98,8.36,99.34,-0.50%,54%,18%,16%,0.39,-0.01,0.8,AA,5.20%,29
17,中装转债,128060,2019-04-15,中装建设,2822,建筑,99,0.96%,0.46%,5.43,2.45%,6.1,1.20%,6.24,1.7,-13.00%,87.02,13.80%,4月29天,5.87年,3.87年,16.10%,14.00%,5.3,2.37%,1.94%,2.28%,1.19%,1.00%,85.91,86.28,16.53,102.81,-3.70%,67%,14%,17%,0.58,0.91,0.29,AA,4.80%,67
18,招路转债,127012,2019-04-30,招商公路,1965,机场高速港口,101.32,0.51%,0.14%,8.24,1.23%,184,3.60%,9.34,1.24,-11.80%,88.22,14.80%,4月21天,5.86年,3.86年,9.80%,8.70%,50,1.15%,0.88%,1.10%,0.18%,0.08%,87.19,86.26,15.13,101.38,-0.10%,37%,16%,15%,0.53,0.57,0.5,AAA,4.00%,73
19,岱勒转债,123024,2019-04-17,岱勒新材,300700,机械装备制造,99.18,1.02%,0.52%,20.76,2.98%,1.6,0.80%,24.9,3.86,-16.60%,83.37,19.00%,4月18天,4.86年,2.86年,12.30%,10.20%,2.1,2.83%,2.31%,2.73%,0.98%,0.84%,87.07,87.9,12.47,100.37,-1.20%,67%,18%,18%,0.52,0.13,0.91,A+,5.40%,19
20,迪森转债,123023,2019-04-16,迪森股份,300335,能源电力,101.2,0.95%,0.84%,6.64,2.95%,7.1,1.20%,7.39,1.93,-10.10%,89.85,12.60%,4月18天,5.86年,4.86年,24.90%,22.40%,6,2.29%,1.81%,2.20%,0.87%,0.65%,83.81,88.13,18.3,106.42,-4.90%,41%,13%,18%,0.61,1.1,0.16,AA,4.80%,36
21,亨通转债,110056,2019-04-16,亨通光电,600487,通信互联网,106.01,2.23%,-0.52%,18.03,3.62%,24,1.30%,21.79,3.22,-17.30%,82.74,28.10%,4月16天,5.86年,3.86年,5.00%,4.20%,17.3,1.44%,0.97%,1.34%,-0.57%,-0.75%,86.83,89.2,11.85,101.05,4.90%,46%,23%,16%,0.47,-0.73,1.7,AA+,4.50%,46
22,通威转债,110054,2019-04-10,通威股份,600438,农业,124.51,3.52%,-1.35%,15.08,2.65%,103,1.70%,12.44,3.17,21.20%,121.22,2.70%,4月13天,5.85年,3.85年,8.50%,10.40%,50,-1.28%,-1.75%,-1.38%,-4.40%,-4.58%,88.46,91.4,38.83,130.24,-4.40%,61%,<2%,16%,0.82,1.63,0.08,AA+,4.20%,21
23,长信转债,123022,2019-04-10,长信科技,300088,通信互联网,106.7,1.14%,0.59%,5.22,3.37%,6.6,0.50%,6.38,2.81,-18.20%,81.82,30.40%,4月14天,5.85年,3.85年,10.20%,8.40%,12.3,1.36%,0.88%,1.26%,-0.69%,-0.87%,85.57,87.25,12.14,99.4,7.30%,79%,28%,16%,0.51,-1.38,2.51,AA,5.00%,10
24,伊力转债,110055,2019-04-04,伊力特,600197,食品饮料,112.4,2.18%,1.31%,17.09,5.10%,22,2.20%,17.6,2.95,-2.90%,97.1,15.80%,4月14天,5.84年,3.84年,11.60%,11.30%,8.8,0.48%,0.00%,0.38%,-1.94%,-2.12%,86.91,89.13,21.12,110.25,1.90%,42%,21%,16%,0.68,-0.16,1.53,AA,4.60%,29
25,苏银转债,110053,2019-04-03,江苏银行,600919,金融,107.65,1.51%,0.04%,7.42,3.06%,433,2.00%,7.9,0.87,-6.10%,93.92,14.60%,4月11天,5.84年,无权,23.30%,21.90%,200,1.82%,1.23%,1.70%,无权,无权,无权,95.41,18.73,114.14,-5.70%,25%,12%,18%,0.51,1.76,-0.61,AAA,4.00%,64
26,浙商转债,113022,2019-03-28,浙商证券,601878,金融,107.51,2.72%,-0.91%,9.39,4.92%,75,2.00%,12.53,3,-25.10%,74.94,43.50%,4月10天,5.84年,无权,11.20%,8.40%,35,0.40%,0.08%,0.34%,无权,无权,无权,87.84,9.77,97.61,10.10%,50%,32%,18%,0.37,-1.48,2.32,AAA,4.00%,35
27,绝味转债,113529,2019-04-02,绝味食品,603517,食品饮料,119.81,1.50%,-0.52%,45.56,1.24%,67,5.60%,40.52,5.19,12.40%,112.44,6.60%,4月7天,5.83年,3.83年,5.40%,6.00%,10,-0.22%,-0.76%,-0.33%,-3.55%,-3.73%,87.44,92.32,30.62,122.93,-2.50%,46%,12%,16%,0.79,0.96,0.63,AA,4.40%,22
28,视源转债,128059,2019-04-02,视源股份,2841,电子,114.5,1.78%,1.18%,75.45,4.13%,15,1.40%,75.71,13.73,-0.30%,99.66,14.90%,4月7天,5.83年,3.83年,1.90%,1.90%,9.4,-0.03%,-0.47%,-0.12%,-2.45%,-2.62%,86.97,88.52,23.23,111.75,2.50%,55%,21%,16%,0.72,-0.2,1.64,AA,4.60%,14
29,中鼎转2,127011,2019-04-04,中鼎股份,887,汽车,107.505,0.94%,0.16%,10.39,2.16%,13,1.00%,11.99,1.73,-13.30%,86.66,24.10%,4月7天,5.83年,3.83年,9.50%,8.20%,12,1.29%,0.80%,1.20%,-0.83%,-1.02%,87.47,90.05,14.65,104.7,2.70%,41%,22%,17%,0.51,-0.24,1.26,AA+,4.50%,18
30,拓邦转债,128058,2019-04-08,拓邦股份,2139,电子,112,2.11%,0.97%,5.81,4.50%,10,1.60%,5.64,2.59,3.00%,103.01,8.70%,4月4天,5.82年,3.82年,9.70%,10.00%,5.7,1.66%,0.98%,1.52%,-1.64%,-1.87%,87.77,95.06,22.62,117.68,-4.80%,59%,11%,16%,0.68,1.26,0.17,AA,4.60%,40
31,博彦转债,128057,2019-04-02,博彦科技,2649,计算机及应用,107.2,1.85%,1.05%,8.97,3.94%,15,2.50%,8.81,1.89,1.80%,101.82,5.30%,4月2天,5.82年,3.82年,12.20%,12.40%,5.8,1.64%,1.09%,1.53%,-0.74%,-0.94%,87.02,90.73,23.62,114.35,-6.30%,74%,9%,16%,0.74,1.53,0.01,AA-,4.70%,50
32,贵广转债,110052,2019-03-29,贵广网络,600996,传媒娱乐,113.28,1.82%,0.24%,8.73,2.95%,58,3.20%,8.13,1.81,7.40%,107.38,5.50%,4月2天,5.82年,3.82年,17.60%,18.90%,16,0.87%,0.29%,0.75%,-2.07%,-2.27%,88.4,93.64,26.32,119.96,-5.60%,42%,9%,16%,0.7,1.69,-0.19,AA+,4.30%,35
33,万信转2,123021,2019-03-25,万达信息,300168,计算机及应用,112.99,2.35%,1.19%,13.92,4.98%,14,1.00%,13.62,4.12,2.20%,102.2,10.60%,3月29天,5.81年,3.81年,7.80%,8.00%,12,0.81%,0.25%,0.70%,-2.13%,-2.31%,87.01,91.62,23.19,114.81,-1.60%,49%,16%,16%,0.71,0.6,0.83,AA,4.60%,21
34,中信转债,113021,2019-03-19,中信银行,601998,金融,105.09,0.66%,-0.17%,5.96,1.36%,117,0.30%,7.45,0.87,-20.00%,80,31.40%,4月2天,5.81年,无权,13.70%,11.00%,400,2.23%,1.64%,2.11%,无权,无权,无权,95.36,9.86,105.22,-0.10%,23%,18%,17%,0.36,0.42,0.31,AAA,4.00%,54
35,富祥转债,123020,2019-03-29,富祥股份,300497,医药,111.1,3.54%,-1.78%,19.02,2.37%,14,3.10%,18.05,3.67,5.40%,105.37,5.40%,4月0天,5.80年,3.80年,9.80%,10.40%,4.2,1.53%,0.89%,1.40%,-1.56%,-1.77%,87.4,93.57,24.82,118.39,-6.20%,64%,<2%,16%,0.74,1.52,0.03,AA-,4.60%,50
36,长城转债,113528,2019-03-20,长城科技,603897,机械装备制造,100.13,1.24%,0.09%,20.98,2.34%,4.8,0.80%,24.18,2.51,-13.20%,86.77,15.40%,4月0天,5.80年,3.80年,16.90%,14.70%,6.3,2.95%,2.38%,2.83%,1.08%,0.86%,86.01,89.18,15.25,104.43,-4.10%,55%,13%,17%,0.57,0.77,0.39,AA-,5.10%,33
37,今飞转债,128056,2019-03-22,今飞凯达,2863,汽车,101.3,1.30%,0.87%,6.19,3.51%,3.6,1.00%,6.8,2.66,-9.00%,91.03,11.30%,3月27天,5.80年,3.80年,15.80%,14.40%,3.7,3.27%,2.60%,3.14%,0.86%,0.63%,86.09,91.52,16.93,108.45,-6.60%,71%,10%,17%,0.62,1.25,0.04,A+,5.10%,49
38,中天转债,110051,2019-03-22,中天科技,600522,通信互联网,106.9,2.11%,0.10%,9.23,3.94%,32,0.80%,10.29,1.62,-10.30%,89.7,19.20%,3月27天,5.80年,3.80年,14.00%,12.60%,39.7,1.18%,0.73%,1.09%,-0.75%,-0.93%,87.51,89.27,15.95,105.22,1.60%,64%,19%,16%,0.56,0.01,1.12,AA+,4.40%,31
39,长青转2,128055,2019-04-03,长青股份,2391,石油天然气化工,117.608,1.30%,-1.86%,9.02,-0.66%,41,3.90%,7.41,0.8,21.70%,121.73,-3.40%,3月26天,5.80年,3.80年,18.80%,22.90%,9.1,-0.32%,-0.79%,-0.41%,-3.08%,-3.27%,88.18,90.94,39.48,130.42,-9.80%,31%,<2%,16%,0.85,2.82,-0.86,AA,4.30%,47
40,中来转债,123019,2019-03-22,中来股份,300393,能源电力,102.03,0.62%,0.78%,17.95,2.69%,11,1.10%,20.41,1.92,-12.10%,87.95,16.00%,3月22天,5.79年,3.79年,23.30%,20.50%,10,3.63%,2.88%,3.48%,0.69%,0.45%,85.97,93.75,15.09,108.84,-6.30%,48%,12%,18%,0.52,1.18,-0.07,AA-,5.20%,56
41,中宠转债,128054,2019-03-14,中宠股份,2891,农业,104.517,0.50%,0.64%,33.68,1.78%,2.6,1.30%,37.97,4.73,-11.30%,88.7,17.80%,3月12天,5.77年,3.77年,5.80%,5.10%,1.9,1.80%,1.30%,1.70%,-0.14%,-0.34%,85.7,87.36,16.2,103.56,0.90%,48%,19%,16%,0.64,-0.26,1.55,A+,5.10%,22
42,尚荣转债,128053,2019-03-07,尚荣医疗,2551,医药,108.612,2.31%,1.49%,5.5,4.76%,24,3.00%,4.94,1.49,11.30%,111.34,-2.40%,3月10天,5.76年,3.76年,19.30%,21.50%,7.5,1.06%,0.58%,0.97%,-1.16%,-1.34%,87.77,90.36,31.03,121.39,-10.50%,42%,<2%,16%,0.8,2.86,-0.98,AA,4.40%,78
43,维格转债,113527,2019-02-19,维格娜丝,603518,服装纺织,101.49,1.73%,-0.10%,13.8,2.83%,10,1.40%,14.96,1.11,-7.80%,92.25,10.00%,2月19天,5.71年,3.71年,30.00%,27.70%,7.5,3.15%,2.50%,3.02%,0.65%,0.44%,86.8,92.64,17.64,110.28,-8.00%,39%,9%,18%,0.58,1.81,-0.52,AA,4.80%,54
44,联泰转债,113526,2019-02-18,联泰环保,603797,城市公用设施,112,2.58%,1.09%,13.84,4.61%,1.3,0.30%,12.31,2.37,12.40%,112.43,-0.40%,2月18天,5.70年,3.70年,13.20%,14.90%,3.9,-0.14%,-0.50%,-0.22%,-2.01%,-2.18%,87.8,87.26,35.41,122.67,-8.70%,50%,<2%,18%,0.8,2.41,-0.62,AA,4.40%,24
45,平银转债,127010,2019-02-18,平安银行,1,金融,119.61,3.02%,-0.19%,12.68,4.28%,418,1.30%,11.77,0.89,7.70%,107.73,11.00%,2月14天,5.70年,无权,11.90%,12.90%,260,-0.24%,-0.79%,-0.35%,无权,无权,无权,94.9,26.73,121.62,-1.70%,30%,14%,16%,0.66,1.05,0.32,AAA,4.00%,55
46,冰轮转债,127009,2019-02-21,冰轮环境,811,机械装备制造,133.02,6.83%,2.54%,8.69,10.00%,173,26.20%,5.52,1.2,57.40%,157.43,-15.50%,2月7天,5.68年,3.68年,9.00%,14.10%,5.1,-2.53%,-2.99%,-2.62%,-6.30%,-6.47%,88.99,92.05,71.54,163.58,-18.70%,45%,<2%,17%,0.94,5.61,-2.7,AA,4.10%,27
47,凯龙转债,128052,2019-01-21,凯龙股份,2783,石油天然气化工,170.599,5.37%,-0.22%,14.92,5.29%,"1,079",191%,6.97,1.6,114%,214.06,-20.30%,46天,5.61年,3.61年,6.60%,14.20%,3.3,-6.83%,-7.26%,-6.91%,-11.90%,-12.10%,89.65,92.84,126.33,219.17,-22.20%,80%,<2%,17%,0.97,6.9,-3.42,AA,4.10%,36
48,溢利转债,123018,2019-01-23,溢多利,300381,医药,110.05,1.16%,0.94%,9.53,2.58%,10,1.40%,8.41,1.69,13.30%,113.32,-2.90%,45天,5.61年,3.61年,17.20%,19.40%,6.7,0.85%,0.36%,0.75%,-1.55%,-1.74%,88.15,90.65,33.06,123.7,-11.00%,77%,<2%,17%,0.81,2.91,-1,AA-,4.50%,44
49,佳都转债!,110050,2019-01-21,佳都科技,600728,计算机及应用,124.25,3.71%,0.85%,10.51,5.10%,50,4.70%,7.95,3.11,32.20%,132.2,-6.00%,44天,5.61年,3.61年,5.10%,6.80%,8.8,-1.50%,-1.95%,-1.59%,-4.70%,-4.87%,88.98,91.1,48.38,139.48,-10.90%,70%,<2%,16%,0.89,3.23,-1.11,AA,4.20%,26
50,海尔转债,110049,2019-01-18,青岛海尔,600690,家电,122.73,3.09%,-0.57%,16.43,3.33%,48,1.30%,14.55,2.31,12.90%,112.92,8.70%,44天,5.60年,3.60年,2.90%,3.20%,30.1,-1.97%,-2.28%,-2.03%,-4.45%,-4.62%,89.37,88.64,33.33,121.97,0.60%,32%,17%,16%,0.76,0.65,0.87,AAA,4.00%,28
51,台华转债,113525,2019-01-11,台华新材,603055,服装纺织,107.2,2.00%,0.18%,10.68,3.49%,1.8,0.30%,11.56,2.48,-7.60%,92.39,16.00%,40天,5.60年,3.60年,9.10%,8.40%,5.3,1.33%,0.84%,1.23%,-0.86%,-1.05%,87.3,89.36,18.26,107.62,-0.40%,46%,18%,17%,0.63,0.2,1.05,AA,4.70%,9
52,奇精转债,113524,2019-01-07,奇精机械,603677,家电,101.29,1.19%,0.31%,13.06,2.75%,3,0.90%,14.76,2.94,-11.50%,88.48,14.50%,39天,5.59年,3.59年,12.90%,11.40%,3.3,2.87%,2.27%,2.75%,0.66%,0.46%,86.85,90.95,15.7,106.64,-5.00%,60%,13%,18%,0.55,1.13,0.02,AA,4.90%,47
53,光华转债!,128051,2019-01-09,光华科技,2741,汽车,100.011,1.12%,-0.05%,13.26,2.31%,1.8,0.70%,17.03,5.22,-22.10%,77.86,28.40%,39天,5.59年,3.59年,5.00%,3.90%,2.5,2.75%,2.21%,2.64%,1.14%,0.92%,85.99,87.27,10.59,97.85,2.20%,37%,21%,17%,0.46,-0.54,1.48,AA-,5.30%,22
54,钧达转债,128050,2018-12-27,钧达股份,2865,汽车,104.41,1.65%,-0.48%,21.38,1.86%,9,2.70%,21.74,3.17,-1.70%,98.34,6.20%,33天,5.58年,3.58年,12.30%,12.10%,3.2,3.21%,2.46%,3.06%,0.01%,-0.22%,87.43,95.47,20.3,115.77,-9.80%,66%,5%,18%,0.63,2.17,-0.72,AA-,4.90%,77
55,伟明转债!,113523,2018-12-26,伟明环保,603568,城市公用设施,109.02,1.89%,1.12%,24.63,4.10%,1.3,0.20%,23.92,5.22,3.00%,102.97,5.90%,33天,5.58年,3.58年,4.00%,4.10%,6.7,1.03%,0.53%,0.93%,-1.31%,-1.50%,88.06,90.46,24.31,114.77,-5.00%,43%,11%,16%,0.73,1.38,0.15,AA,4.50%,21
56,福能转债,110048,2018-12-28,福能股份,600483,能源电力,113.85,2.38%,-0.76%,8.47,2.54%,25,0.80%,8.69,1.18,-2.50%,97.47,16.80%,33天,5.57年,3.57年,21.50%,21.00%,28.3,0.07%,-0.39%,-0.02%,-2.46%,-2.65%,88.62,90.51,20.2,110.71,2.80%,29%,20%,16%,0.64,-0.12,1.4,AA+,4.40%,12
57,华源转债,128049,2018-12-20,华源控股,2787,造纸包装印刷,104.34,1.50%,0.49%,7.45,2.90%,12,2.80%,7.57,1.58,-1.60%,98.41,6.00%,22天,5.55年,3.55年,17.30%,17.00%,4,1.92%,1.40%,1.82%,-0.08%,-0.29%,87.63,89.77,23.04,112.81,-7.50%,74%,9%,18%,0.69,1.79,-0.3,AA-,4.80%,56
58,旭升转债,113522,2018-12-11,旭升股份,603305,汽车,105.26,1.70%,0.35%,24.38,4.64%,6,1.40%,29.86,8.27,-18.40%,81.65,28.90%,16天,5.53年,3.53年,4.30%,3.50%,4.2,2.49%,1.84%,2.36%,-0.38%,-0.58%,86.47,91.76,9.97,101.73,3.50%,63%,22%,16%,0.44,-0.71,1.62,AA,5.10%,21
59,山鹰转债,110047,2018-12-10,山鹰纸业,600567,造纸包装印刷,109,0.92%,0.06%,3.51,1.45%,87,3.50%,3.34,1.15,5.10%,105.09,3.70%,15天,5.53年,3.53年,14.30%,15.00%,23,1.55%,0.96%,1.43%,-1.32%,-1.51%,88.94,94.2,23.7,117.89,-7.50%,30%,<2%,16%,0.68,2.14,-0.61,AA+,4.30%,68
60,寒锐转债,123017,2018-12-24,寒锐钴业,300618,有色金属,103.1,-0.32%,2.05%,67.02,3.17%,3.5,0.80%,81.49,9.27,-17.80%,82.24,25.40%,14天,5.53年,3.53年,3.40%,2.80%,4.4,1.39%,1.01%,1.31%,0.13%,-0.06%,86.25,84.69,13.48,98.17,5.00%,77%,26%,16%,0.55,-0.97,2.12,AA-,5.10%,40
61,圆通转债,110046,2018-12-18,圆通速递,600233,交通运输,116.75,2.32%,-0.29%,12.28,2.68%,125,2.90%,10.89,2.75,12.80%,112.76,3.50%,14天,5.53年,3.53年,10.50%,11.80%,36.5,-0.18%,-0.68%,-0.28%,-3.09%,-3.29%,89.47,92.35,30.86,123.22,-5.20%,60%,<2%,16%,0.76,1.74,-0.12,AA+,4.20%,36
62,桐昆转债!,113020,2018-12-12,桐昆股份,601233,服装纺织,120.06,3.05%,-1.24%,14.03,2.33%,86,1.90%,12.51,1.44,12.20%,112.15,7.10%,11天,5.52年,3.52年,14.90%,16.70%,38,-1.09%,-1.51%,-1.18%,-3.95%,-4.12%,89.04,90.36,31.44,121.8,-1.40%,48%,13%,16%,0.77,0.91,0.66,AA+,4.20%,31
63,特发转债,127008,2018-12-25,特发信息,70,通信互联网,194.59,7.60%,2.24%,14.5,10.00%,"1,466",182%,6.78,1.87,114%,213.86,-9.00%,10天,4.52年,2.52年,4.60%,9.90%,4.2,-11.00%,-11.30%,-11.10%,-14.30%,-14.40%,92.01,93.49,123.7,217.18,-10.40%,61%,<2%,17%,0.98,3.4,-1.08,AA,4.00%,47
64,科森转债!,113521,2018-12-07,科森科技,603626,通信互联网,105.19,1.72%,0.07%,8.86,2.67%,3.8,0.60%,8.95,2.09,-1.00%,98.99,6.30%,10天,5.52年,3.52年,16.60%,16.40%,6.1,1.78%,1.26%,1.67%,-0.30%,-0.51%,88.15,90.49,23.04,113.54,-7.40%,63%,8%,18%,0.67,1.84,-0.37,AA,4.70%,64
65,张行转债,128048,2018-11-29,张家港行,2839,金融,112.3,2.00%,-0.22%,6.49,2.53%,21,0.70%,6.06,1.12,7.10%,107.1,4.90%,4.3天,5.51年,无权,21.30%,22.80%,25,0.33%,-0.14%,0.23%,无权,无权,无权,91.07,28.52,119.59,-6.10%,56%,9%,18%,0.7,1.85,-0.33,AA+,4.30%,27
66,百合转债,113520,2018-11-26,梦百合,603313,其他,124.42,2.50%,-0.52%,24.14,2.24%,21,3.30%,19.03,2.57,26.90%,126.85,-1.90%,2.3天,5.49年,3.49年,8.70%,11.10%,5.1,-1.34%,-1.84%,-1.44%,-4.82%,-5.01%,89.35,92.29,42.88,135.17,-8.00%,42%,<2%,16%,0.88,2.37,-0.44,AA-,4.30%,21
67,洲明转债,123016,2018-12-03,洲明科技,300232,电子,124.599,4.44%,-0.19%,11.88,4.85%,18,2.70%,9.45,3.13,25.70%,125.71,-0.90%,1.3天,5.49年,3.49年,6.10%,7.60%,5.5,-1.35%,-1.85%,-1.45%,-4.80%,-5.01%,89.56,92.34,41.9,134.25,-7.20%,69%,<2%,16%,0.88,2.18,-0.29,AA-,4.30%,22
68,长久转债,113519,2018-11-30,长久物流,603569,交通运输,108.01,1.92%,-0.22%,11.75,2.71%,4.4,0.60%,11.99,2.71,-2.00%,98,10.20%,1.3天,5.49年,3.49年,10.60%,10.40%,7,2.07%,1.41%,1.94%,-1.01%,-1.23%,88.04,93.98,19.67,113.65,-5.00%,52%,11%,17%,0.63,1.19,0.11,AA,4.70%,17
69,光电转债,128047,2018-12-07,中航光电,2179,机械装备制造,117.1,2.27%,1.20%,43.1,4.61%,15,1.00%,40.26,5.25,7.10%,107.05,9.40%,转股中,5.49年,3.49年,3.80%,4.10%,13,-1.15%,-1.48%,-1.22%,-3.35%,-3.52%,89.02,87.91,28.92,116.83,0.20%,34%,19%,16%,0.75,0.56,0.95,AA+,4.20%,10
