,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
序号,转债名称,转债代码,进展,股票名称,股票代码,行业,转债价格,涨跌,盘中套利,股价,涨跌,转债成交额,转债换手率,转股价格,CP/B,股价/转股价,转股价值,转股溢价率,距离转股日,剩余年限,回售年限,余额/市值,余额/股本,转债余额,税前收益率,税后收益率,加权收益率,税前回售收益,税后回售收益,回售价值,纯债价值,期权价值,内在价值,价值溢价,历史波动,隐含波动,预测波动,弹性,涨修正弹,跌修正弹,信用,折现率,热门度
70,光电转债,128047,2018-12-07,中航光电,2179,机械装备制造,116.811,-0.67%,-0.39%,42.43,-1.44%,3.9,0.30%,40.26,5.25,5.40%,105.39,10.80%,转股中,5.48年,3.48年,3.90%,4.10%,13,-1.11%,-1.44%,-1.18%,-3.29%,-3.46%,90.13,89.55,26.48,116.03,0.70%,34%,18%,16%,0.73,0.35,1.12,AA+,3.90%,12
71,利尔转债!,128046,2018-11-09,利尔化学,2258,石油天然气化工,106.55,1.00%,0.01%,14.72,2.22%,4.9,0.50%,18.62,3.34,-20.90%,79.05,34.80%,转股中,5.43年,3.43年,11.00%,8.70%,8.5,1.16%,0.71%,1.07%,-0.73%,-0.94%,87.65,87.98,9.88,97.87,8.90%,41%,29%,16%,0.45,-1.68,2.73,AA,4.90%,18
72,顾家转债,113518,2018-10-09,顾家家居,603816,其他,108.3,-0.64%,-0.42%,44.04,-2.05%,3.9,0.30%,52.2,4.77,-15.60%,84.37,28.40%,转股中,5.33年,3.33年,5.80%,4.90%,11,1.21%,0.68%,1.10%,-1.22%,-1.43%,88.53,90.68,11.68,102.36,5.80%,39%,24%,16%,0.52,-1.2,2.32,AA,4.70%,13
73,机电转债,128045,2018-09-14,中航机电,2013,航空航天,112.419,0.91%,-0.99%,7.15,-0.14%,6.1,0.30%,7.66,3.06,-6.70%,93.34,20.40%,转股中,5.29年,3.29年,8.10%,7.60%,21,-0.42%,-0.77%,-0.49%,-2.38%,-2.57%,91.33,91.01,16.82,107.83,4.30%,54%,21%,16%,0.56,-0.34,1.47,AAA,3.70%,17
74,岭南转债!,128044,2018-09-04,岭南股份,2717,城市公用设施,100.8,0.35%,-0.83%,7.62,-0.91%,1.1,0.20%,8.96,2.08,-15.00%,85.04,18.50%,转股中,5.25年,3.25年,8.40%,7.20%,6.6,2.08%,1.65%,2.00%,0.81%,0.60%,88.73,88.56,12.86,101.42,-0.60%,65%,15%,16%,0.53,0.15,0.91,AA,4.70%,39
75,蓝盾转债!!,123015,2018-09-13,蓝盾股份,300297,计算机及应用,114.115,-1.35%,-1.12%,6.39,-2.59%,2.6,2.20%,5.82,1.52,9.80%,109.79,3.90%,转股中,5.25年,3.25年,1.30%,1.40%,1,-0.14%,-0.60%,-0.23%,-2.76%,-2.97%,92.08,94.42,15.42,109.83,3.90%,38%,51%,16%,0.96,0.21,1.7,AA,3.60%,30
76,曙光转债!,113517,2018-08-23,中科曙光,603019,计算机及应用,120.55,-1.19%,-0.44%,40.29,-2.07%,14,1.00%,36.53,6.34,10.30%,110.29,9.30%,转股中,5.23年,3.23年,3.10%,3.40%,11.2,-1.20%,-1.65%,-1.29%,-4.35%,-4.55%,90.91,92.55,28.28,120.83,-0.20%,53%,16%,16%,0.79,0.42,1.15,AA,4.00%,8
77,东音转债!,128043,2018-08-27,东音股份,2793,机械装备制造,150.4,-2.34%,-1.08%,16.39,-3.70%,88,27.40%,11.13,2.75,47.30%,147.26,2.10%,转股中,5.22年,3.22年,6.40%,9.40%,2.1,-5.02%,-5.51%,-5.12%,-10.20%,-10.40%,91.86,95.79,58.72,154.51,-2.70%,70%,<2%,17%,0.92,1.27,0.6,AA-,3.70%,43
78,苏农转债,113516,2018-08-20,苏农银行,603323,金融,114.5,0.49%,-1.28%,6.73,-1.17%,6.8,0.50%,6.34,0.94,6.20%,106.15,7.90%,转股中,5.22年,无权,11.70%,12.40%,12.9,0.19%,-0.35%,0.08%,无权,无权,无权,94.71,25.53,120.24,-4.80%,48%,10%,18%,0.68,1.39,0.03,AA+,4.00%,32
79,凯发转债!,123014,2018-08-21,凯发电气,300407,能源电力,105.1,-0.02%,0.43%,7.72,0.65%,0.9,0.30%,8.15,2.28,-5.30%,94.72,11.00%,转股中,4.20年,2.20年,14.50%,13.80%,3.2,1.00%,0.57%,0.91%,-1.16%,-1.34%,91.57,90.19,17.6,107.79,-2.50%,64%,16%,18%,0.63,0.62,0.65,A+,4.80%,18
80,凯中转债!,128042,2018-09-03,凯中精密,2823,能源电力,99.927,0.03%,-0.74%,10.53,-1.68%,0.5,0.10%,13.25,3.14,-20.50%,79.47,25.70%,转股中,5.21年,3.21年,13.60%,10.80%,4.2,3.19%,2.58%,3.07%,1.15%,0.92%,88.35,91.69,9.3,100.99,-1.10%,66%,16%,17%,0.42,0.08,0.77,AA,4.90%,53
81,横河转债!,123013,2018-08-20,横河模具,300539,机械装备制造,109.36,-0.22%,-0.92%,9.73,-1.52%,0.8,1.80%,9.26,4.24,5.10%,105.08,4.10%,转股中,5.20年,3.20年,1.80%,1.90%,0.4,1.25%,0.68%,1.14%,-1.31%,-1.57%,90.83,93.82,24.89,118.71,-7.90%,77%,<2%,17%,0.75,1.79,-0.18,A+,4.40%,35
82,高能转债,113515,2018-08-27,高能环境,603588,城市公用设施,111.99,-0.01%,-2.12%,9.73,-2.89%,1.7,0.20%,9.38,2.42,3.70%,103.73,8.00%,转股中,5.20年,3.20年,11.60%,12.00%,7.5,0.23%,-0.24%,0.14%,-2.25%,-2.46%,90.63,92.07,23.55,115.62,-3.10%,67%,9%,16%,0.74,0.91,0.58,AA,4.20%,36
83,万顺转债,123012,2018-08-29,万顺股份,300057,造纸包装印刷,113.145,-0.16%,-1.34%,6.92,-1.98%,0.2,0.10%,6.47,1.09,7.00%,106.96,5.80%,转股中,5.18年,3.18年,4.40%,4.70%,1.7,-0.32%,-0.72%,-0.40%,-2.57%,-2.78%,90.52,90.26,28.54,118.8,-4.80%,41%,<2%,18%,0.76,1.29,0.28,AA-,4.20%,25
84,威帝转债,113514,2018-08-13,威帝股份,603023,汽车,101.43,0.19%,-0.62%,5.49,-0.72%,1.3,0.60%,5.92,3.54,-7.30%,92.74,9.40%,转股中,4.18年,2.18年,10.10%,9.40%,2,2.32%,1.80%,2.22%,0.35%,0.16%,91.43,91.52,15.56,107.08,-5.30%,70%,11%,18%,0.6,1.11,0.13,A+,4.90%,51
85,德尔转债,123011,2018-08-14,德尔股份,300473,汽车,100.8,0.03%,-0.37%,30.78,-0.61%,7.6,1.40%,34.96,1.99,-12.00%,88.04,14.50%,转股中,5.18年,2.68年,17.20%,15.10%,5.6,3.09%,2.46%,2.97%,0.87%,0.64%,90.39,92.53,13.67,106.2,-5.10%,42%,11%,17%,0.55,0.92,0.21,AA-,4.90%,44
86,盛路转债!!,128041,2018-08-14,盛路通信,2446,通信互联网,148.2,0.27%,0.42%,10.27,0.69%,41,30.30%,6.88,1.72,49.30%,149.27,-0.70%,转股中,5.17年,3.17年,1.00%,1.50%,0.9,-4.79%,-5.28%,-4.89%,-10.20%,-10.10%,92.85,97.05,52.22,149.27,-0.70%,53%,<2%,16%,1,1.15,0.86,AA,3.50%,18
87,海澜转债!,110045,2018-07-31,海澜之家,600398,服装纺织,100.41,-0.37%,0.17%,8.97,-0.66%,14,0.50%,12.4,4.13,-27.70%,72.34,38.80%,转股中,5年59天,3年59天,7.40%,5.40%,30,2.15%,1.72%,2.07%,0.72%,0.55%,88.77,89.25,5.83,95.08,5.60%,30%,25%,16%,0.3,-0.99,1.61,AA+,4.60%,42
88,安井转债,113513,2018-07-31,安井食品,603345,食品饮料,130.61,1.07%,-0.27%,46.49,0.89%,17,3.90%,35.46,3.85,31.10%,131.11,-0.40%,转股中,5年58天,3年58天,3.50%,4.50%,3.5,-2.80%,-3.24%,-2.89%,-6.78%,-6.97%,91.64,93.67,44.88,138.55,-5.70%,51%,<2%,16%,0.9,1.88,0.02,AA-,3.80%,23
89,博世转债!,123010,2018-08-14,博世科,300422,城市公用设施,99.752,0.04%,-1.93%,9.96,-4.05%,2.6,0.60%,12.45,3.01,-20.00%,80,24.70%,转股中,5年51天,3年51天,12.10%,9.70%,4.3,2.56%,2.07%,2.46%,1.22%,0.99%,88.22,88.22,10.83,99.06,0.70%,68%,16%,17%,0.47,-0.27,1.2,AA-,5.10%,49
90,湖广转债!,127007,2018-08-01,湖北广电,665,传媒娱乐,110,1.17%,0.80%,8.4,2.82%,37,2.60%,7.92,0.84,6.10%,106.06,3.70%,转股中,5年44天,3年44天,23.20%,24.60%,13.3,0.65%,0.16%,0.55%,-1.68%,-1.92%,91.81,93.59,25.19,118.78,-7.40%,32%,7%,17%,0.7,2.06,-0.5,AA+,4.00%,36
91,广电转债!,110044,2018-07-24,广电网络,600831,传媒娱乐,165.85,4.86%,1.04%,11.03,6.26%,343,255%,6.91,1.3,59.60%,159.62,3.90%,转股中,5年43天,3年43天,1.10%,1.70%,0.8,-7.30%,-7.71%,-7.38%,-13.10%,-13.20%,92.41,94.7,71.11,165.81,0.00%,44%,22%,17%,0.94,0.81,1.07,AA,3.60%,14
92,千禾转债!,113511,2018-07-10,千禾味业,603027,食品饮料,107.99,0.06%,0.45%,24.09,0.79%,4,1.00%,25.85,6.54,-6.80%,93.19,15.90%,转股中,5年36天,3年36天,4.50%,4.20%,3.6,0.93%,0.45%,0.83%,-1.27%,-1.48%,89.68,90.5,16.79,107.28,0.70%,57%,19%,16%,0.65,-0.12,1.42,AA-,4.60%,38
93,再升转债!,113510,2018-07-13,再升科技,603601,城市公用设施,101.6,-0.80%,-0.02%,9.41,-2.18%,1.2,1.00%,11.32,4.52,-16.90%,83.13,22.20%,转股中,5年35天,1年35天,2.20%,1.90%,1.1,2.21%,1.72%,2.11%,-0.34%,-0.52%,94.71,87.27,14.35,101.63,0.00%,65%,18%,17%,0.38,0.12,0.63,AA-,5.40%,39
94,华通转债!,128040,2018-07-13,华通医药,2758,医药,104.44,-0.42%,-0.03%,10.08,-0.79%,9.1,3.90%,11.45,3.97,-12.00%,88.03,18.60%,转股中,5年30天,3年30天,10.50%,9.20%,2.2,1.65%,1.16%,1.55%,-0.19%,-0.42%,89.36,89.85,15.39,105.24,-0.80%,77%,18%,18%,0.58,0.1,1.05,AA-,4.80%,66
95,三力转债!,128039,2018-06-29,三 力 士,2224,机械装备制造,122.4,-2.00%,0.10%,7.19,-2.18%,92,22.60%,5.84,2.08,23.10%,123.12,-0.60%,转股中,5年24天,3年24天,6.70%,8.20%,3.3,-2.02%,-2.39%,-2.09%,-5.14%,-5.32%,91.47,91.51,39.77,131.27,-6.80%,38%,<2%,17%,0.87,2.01,-0.15,AA-,3.90%,26
96,新泉转债!,113509,2018-06-22,新泉股份,603179,汽车,101.5,0.26%,-0.84%,14.47,-1.50%,0.9,0.20%,18.89,2.77,-23.40%,76.6,32.50%,转股中,5年20天,3年20天,13.70%,10.50%,4.5,1.84%,1.42%,1.76%,0.64%,0.42%,88.61,87.17,9.61,96.78,4.90%,55%,24%,17%,0.39,-0.93,1.75,AA,5.00%,27
97,新凤转债!,113508,2018-05-16,新凤鸣,603225,服装纺织,100.56,-0.19%,-0.30%,12.82,-1.31%,14,0.60%,16.83,2.52,-23.80%,76.17,32.00%,转股中,4.95年,2.95年,14.10%,10.70%,21.5,2.39%,1.90%,2.29%,0.87%,0.66%,88.65,88.69,7.76,96.46,4.30%,55%,22%,16%,0.37,-0.88,1.66,AA,5.10%,35
98,天马转债!,113507,2018-05-07,天马科技,603668,农业,129.05,0.98%,0.05%,9.54,1.17%,1.7,1.10%,7.37,2.34,29.40%,129.44,-0.30%,转股中,4.92年,2.92年,3.90%,5.00%,1.2,-2.73%,-3.18%,-2.82%,-6.98%,-7.17%,92.11,94.08,43.33,137.41,-6.10%,53%,<2%,17%,0.88,1.91,-0.04,AA-,3.80%,21
99,金农转债!!,128036,2018-04-02,金新农,2548,农业,159.078,6.06%,0.16%,15.39,6.21%,402,138%,9.62,3.07,60.00%,159.98,-0.60%,转股中,4.82年,2.82年,2.90%,4.70%,1.9,-7.33%,-7.69%,-7.40%,-13.30%,-13.50%,93.39,94.26,65.72,159.98,-0.60%,41%,<2%,17%,1,1.12,0.89,AA-,3.50%,47
100,利欧转债!!,128038,2018-04-19,利欧股份,2131,传媒娱乐,126.52,-2.38%,-0.30%,2.18,-2.68%,41,17.10%,1.72,1.45,26.70%,126.74,-0.20%,转股中,4.86年,2.86年,1.30%,1.60%,1.9,-2.19%,-2.69%,-2.29%,-6.54%,-6.73%,93.18,96.58,30.16,126.74,-0.20%,80%,<2%,16%,1,1.04,0.96,AA,3.50%,47
101,岩土转债!,128037,2018-04-25,中化岩土,2542,建筑,95.46,0.05%,-0.30%,4.83,-1.83%,1,0.20%,8.03,3.87,-39.90%,60.15,58.70%,转股中,4.84年,2.84年,6.90%,4.10%,6,3.58%,3.07%,3.48%,2.69%,2.46%,87.66,86.83,3.06,89.89,6.20%,54%,28%,16%,0.13,-1.19,1.48,AA,5.70%,71
102,敖东转债!,127006,2018-05-11,吉林敖东,623,金融,102.438,-0.16%,-0.15%,16.6,-0.78%,2,0.10%,20.82,1.14,-20.30%,79.73,28.50%,转股中,4.83年,2.83年,12.50%,10.00%,24.1,1.19%,0.86%,1.13%,-0.12%,-0.26%,89.74,88.23,9.37,97.6,5.00%,31%,24%,16%,0.39,-0.78,1.59,AA+,4.40%,49
103,长证转债!,127005,2018-04-11,长江证券,783,金融,116.1,-0.28%,-2.33%,7.54,-4.19%,42,0.70%,7.45,1.57,1.20%,101.21,14.70%,转股中,4.83年,无权,12.00%,12.10%,50,-1.19%,-1.55%,-1.26%,无权,无权,无权,92.39,22.31,114.7,1.20%,33%,18%,18%,0.62,0.29,0.96,AAA,3.70%,34
104,星源转债!,123009,2018-04-10,星源材质,300568,汽车,107.99,-0.01%,-0.97%,24.71,-1.71%,0.8,0.10%,27.49,3.5,-10.10%,89.89,20.10%,转股中,4.81年,2.81年,10.10%,9.10%,4.8,0.45%,0.05%,0.37%,-1.57%,-1.77%,90.3,89.29,15.49,104.78,3.10%,63%,21%,17%,0.57,-0.5,1.66,AA,4.60%,14
105,杭电转债!,113505,2018-03-27,杭电股份,603618,能源电力,101.53,0.80%,-0.80%,6.17,0.00%,3.3,0.40%,7.29,2.38,-15.40%,84.64,20.00%,转股中,4.81年,2.81年,18.30%,15.50%,7.8,2.25%,1.75%,2.15%,0.59%,0.37%,90.05,90.57,11.1,101.66,-0.10%,42%,16%,16%,0.5,0.02,0.98,AA,4.80%,47
106,艾华转债!,113504,2018-03-23,艾华集团,603989,电子,104.99,0.67%,-1.04%,17.97,-0.77%,1.1,0.20%,21.73,4.34,-17.30%,82.7,27.00%,转股中,4.80年,2.80年,9.90%,8.20%,6.9,1.15%,0.72%,1.06%,-0.55%,-0.76%,89.95,88.78,11,99.78,5.20%,40%,23%,16%,0.47,-1,1.99,AA,4.80%,14
107,玲珑转债!,113019,2018-03-22,玲珑轮胎,601966,汽车,108.6,-0.06%,-1.28%,16.61,-3.15%,8.2,0.40%,18.84,2.32,-11.80%,88.16,23.20%,转股中,3.80年,1.80年,10.00%,8.80%,20,1.06%,0.44%,0.94%,-3.27%,-3.44%,93.59,96.27,8.8,105.07,3.40%,34%,20%,16%,0.42,-0.47,1.33,AA+,4.40%,21
108,大族转债!,128035,2018-03-05,大族激光,2008,电子,104.092,-0.34%,-0.19%,34.78,-3.92%,20,0.80%,52.5,7.03,-33.80%,66.25,57.10%,转股中,4.73年,2.73年,6.20%,4.10%,23,0.87%,0.53%,0.80%,0.24%,-0.08%,91.55,87.1,6.53,93.63,11.20%,39%,35%,16%,0.14,-1.98,2.39,AA+,4.80%,31
109,无锡转债!,110043,2018-03-14,无锡银行,600908,金融,106.8,0.09%,-0.48%,6.03,-0.66%,11,0.30%,6.7,1.19,-10.00%,90,18.70%,转股中,4.71年,无权,26.90%,24.20%,30,-0.28%,-0.50%,-0.33%,无权,无权,无权,87.38,16.59,103.97,2.70%,46%,23%,18%,0.58,-0.24,1.41,AA+,4.10%,62
110,江银转债!,128034,2018-02-14,江阴银行,2807,金融,112.2,-0.16%,0.30%,4.98,0.20%,6,0.30%,4.68,0.8,6.40%,106.41,5.40%,转股中,4.70年,无权,16.30%,17.30%,17.6,-0.50%,-0.88%,-0.58%,无权,无权,无权,91.66,25.66,117.33,-4.40%,50%,13%,18%,0.71,1.41,0.08,AA+,3.90%,62
111,常熟转债!!,113018,2018-02-06,常熟银行,601128,金融,128.77,-0.05%,0.05%,7.44,0.00%,37,5.70%,5.76,1,29.20%,129.17,-0.30%,转股中,4.68年,无权,2.70%,3.50%,5.1,-3.43%,-3.79%,-3.50%,无权,无权,无权,93.52,35.65,129.17,-0.30%,42%,<2%,18%,1,1.06,0.94,AA+,3.50%,27
112,道氏转债!,123007,2018-01-26,道氏技术,300409,建筑,110.45,0.90%,-0.86%,14.56,0.07%,1.8,0.50%,15.2,3.02,-4.20%,95.79,15.30%,转股中,4.62年,2.62年,4.50%,4.40%,3,0.31%,-0.17%,0.21%,-2.32%,-2.56%,91.6,91.7,17.23,108.93,1.40%,78%,18%,16%,0.66,-0.15,1.48,AA-,4.50%,17
113,迪龙转债!,128033,2018-01-29,雪迪龙,2658,城市公用设施,100.9,0.70%,-1.14%,7.63,-0.91%,3.1,0.60%,9.03,2.74,-15.50%,84.5,19.40%,转股中,4.62年,2.62年,11.30%,9.50%,5.2,1.98%,1.55%,1.90%,0.77%,0.55%,90.53,89.18,12.16,101.34,-0.40%,38%,16%,17%,0.48,0.16,0.8,AA,4.80%,61
114,吉视转债!,113017,2018-01-15,吉视传媒,601929,传媒娱乐,102.45,1.17%,0.61%,2.59,3.60%,11,0.70%,2.96,1.39,-12.50%,87.5,17.10%,转股中,4.62年,2.62年,19.30%,16.90%,15.6,1.64%,1.21%,1.55%,0.21%,0.00%,91.82,91.28,12.03,103.31,-0.80%,29%,17%,16%,0.49,0.43,0.57,AA+,4.30%,30
115,航电转债,110042,2018-01-15,中航电子,600372,航空航天,116.75,-0.35%,0.67%,15.06,0.47%,27,0.90%,14.23,3.51,5.80%,105.83,10.30%,转股中,4.61年,2.61年,9.00%,9.60%,24,-1.35%,-1.73%,-1.42%,-4.34%,-4.55%,93.55,93.32,23.36,116.68,0.10%,35%,19%,16%,0.68,0.63,0.74,AAA,3.70%,16
116,蒙电转债!,110041,2018-01-09,内蒙华电,600863,能源电力,110.8,0.01%,-1.01%,2.84,-1.73%,0.2,0.00%,2.92,1.49,-2.70%,97.26,13.90%,转股中,4.61年,2.61年,11.30%,11.00%,18.7,0.02%,-0.42%,-0.07%,-2.48%,-2.71%,93.55,94.08,16.89,110.98,-0.20%,23%,16%,16%,0.58,0.56,0.61,AAA,3.70%,21
117,双环转债!,128032,2018-01-25,双环传动,2472,机械装备制造,96.999,-0.43%,0.31%,5.84,-1.35%,1.1,0.10%,9.99,2.02,-41.50%,58.46,65.90%,转股中,4.61年,2.61年,24.90%,14.60%,10,2.98%,2.53%,2.89%,2.31%,2.07%,88.46,85.93,3.86,89.79,8.00%,54%,35%,16%,0.09,-1.51,1.74,AA,5.80%,26
118,天康转债!,128030,2018-01-29,天康生物,2100,农业,129.3,0.74%,5.34%,9.78,7.24%,93,11.00%,8.15,2.46,20.00%,120,7.80%,转股中,4.61年,2.61年,7.00%,8.40%,6.6,-2.97%,-3.45%,-3.07%,-7.83%,-8.03%,92.98,94.9,33.55,128.45,0.70%,35%,27%,16%,0.84,0.42,1.26,AA,3.90%,14
119,太阳转债!,128029,2018-01-16,太阳纸业,2078,造纸包装印刷,105,0.43%,-0.89%,6.58,-2.08%,3.1,0.20%,8.75,1.79,-24.80%,75.2,39.60%,转股中,3.61年,1.61年,7.00%,5.30%,12,0.87%,0.43%,0.78%,-1.92%,-2.08%,93.6,92.03,4.8,96.83,8.40%,38%,30%,16%,0.22,-1.42,1.93,AA+,4.70%,14
120,赣锋转债!,128028,2018-01-19,赣锋锂业,2460,有色金属,99.88,-0.24%,0.11%,23.53,-1.88%,1.8,0.20%,42.58,7.05,-44.70%,55.26,80.70%,转股中,4.60年,2.60年,3.00%,1.70%,9.3,2.11%,1.70%,2.03%,0.96%,0.78%,87.74,84.93,3.94,88.87,12.40%,70%,45%,17%,0.07,-2.2,2.5,AA,5.80%,18
121,铁汉转债!,123004,2018-01-26,铁汉生态,300197,城市公用设施,102.99,0.51%,-1.30%,3.57,-1.38%,4.5,0.90%,3.99,1.47,-10.50%,89.47,15.10%,转股中,4.60年,2.60年,5.70%,5.10%,4.8,1.53%,1.10%,1.45%,0.02%,-0.19%,91.16,90.14,12.97,103.11,-0.10%,68%,14%,15%,0.57,0.15,0.99,AA,4.60%,49
122,崇达转债,128027,2018-01-22,崇达技术,2815,电子,111.481,1.35%,-0.23%,15.16,1.54%,1.2,0.10%,14.75,4.26,2.80%,102.78,8.50%,转股中,4.59年,2.59年,6.00%,6.20%,7.6,-0.14%,-0.57%,-0.22%,-2.75%,-2.97%,92.33,92.1,21.84,113.95,-2.20%,63%,13%,16%,0.72,0.77,0.69,AA,4.20%,12
123,泰晶转债!,113503,2018-01-02,泰晶科技,603738,电子,99.51,-0.08%,0.13%,13.48,0.15%,1.4,0.70%,17.99,4.81,-25.10%,74.93,32.80%,转股中,4.59年,2.59年,10.00%,7.50%,2.2,2.85%,2.31%,2.74%,1.41%,1.17%,90.08,89.97,6.44,96.41,3.20%,63%,22%,16%,0.33,-0.65,1.31,AA,5.20%,35
124,众兴转债!,128026,2018-01-03,众兴菌业,2772,农业,95.531,-0.41%,-0.77%,8.26,-4.29%,5.5,0.60%,11.64,1.71,-29.00%,70.96,34.60%,转股中,4.58年,2.58年,30.30%,21.50%,9.2,3.38%,2.91%,3.29%,2.95%,2.69%,88.97,86.59,6.58,93.17,2.50%,34%,19%,16%,0.28,-0.58,1.14,AA-,5.70%,47
125,蓝思转债!,123003,2018-01-17,蓝思科技,300433,电子,98.501,0.49%,0.14%,7.08,3.36%,14,0.30%,10.46,2.56,-32.30%,67.69,45.50%,转股中,4.57年,2.57年,17.30%,11.70%,48,2.55%,2.12%,2.47%,1.68%,1.45%,90.93,89.7,4.33,94.03,4.80%,87%,27%,16%,0.19,-0.84,1.23,AA+,4.70%,40
126,特一转债!,128025,2017-12-28,特一药业,2728,医药,109.81,-0.53%,-0.16%,16.04,-0.93%,0.5,0.10%,15.45,3.24,3.80%,103.82,5.80%,转股中,4.56年,2.56年,10.50%,10.90%,3.4,0.10%,-0.32%,0.02%,-2.32%,-2.53%,91.96,91.37,23.47,114.84,-4.40%,36%,11%,17%,0.74,1.2,0.31,AA-,4.30%,32
127,宁行转债,128024,2018-01-12,宁波银行,2142,金融,127.48,0.07%,-0.93%,21.91,-1.08%,92,1.10%,18.01,1.34,21.70%,121.65,4.80%,转股中,4.56年,无权,5.70%,6.90%,64.8,-3.43%,-3.77%,-3.50%,无权,无权,无权,92.99,37.1,130.09,-2.00%,31%,13%,18%,0.79,1.16,0.45,AAA,3.60%,42
128,亚太转债!,128023,2017-12-26,亚太股份,2284,汽车,93.239,-0.13%,0.11%,4.95,-0.60%,3,0.30%,10.34,2.94,-52.10%,47.87,94.80%,转股中,4.56年,2.56年,27.40%,13.10%,10,4.35%,3.80%,4.24%,3.87%,3.61%,88.42,87.21,1.9,89.12,4.60%,37%,35%,17%,0.03,-0.89,0.94,AA,5.90%,44
129,众信转债!,128022,2017-12-28,众信旅游,2707,旅游餐饮酒店,100.953,-0.25%,-0.50%,6.1,-2.09%,0.7,0.10%,7.92,3.08,-23.00%,77.02,31.10%,转股中,4.55年,2.55年,13.00%,10.00%,7,2.00%,1.57%,1.91%,0.77%,0.54%,90.13,88.34,8.74,97.08,4.00%,57%,23%,17%,0.36,-0.74,1.48,AA,5.10%,10
130,兄弟转债!,128021,2017-12-27,兄弟科技,2562,医药,105,0.75%,-1.09%,4.73,-0.63%,4,0.70%,5.35,2.25,-11.60%,88.41,18.80%,转股中,4.54年,2.54年,11.80%,10.50%,5.1,1.11%,0.68%,1.02%,-0.70%,-0.91%,91.22,90.1,13.08,103.18,1.80%,68%,18%,16%,0.54,-0.23,1.32,AA,4.60%,25
131,国祯转债!,123002,2017-12-25,国祯环保,300388,城市公用设施,116.5,0.00%,-1.84%,9.5,-2.36%,0.3,0.00%,8.72,2.2,8.90%,108.94,6.90%,转股中,4.53年,2.53年,9.70%,10.60%,5.1,-1.22%,-1.63%,-1.30%,-4.48%,-4.68%,92.66,92.44,25.98,118.41,-1.60%,51%,11%,16%,0.78,0.76,0.81,AA,4.10%,13
132,生益转债!,110040,2017-12-11,生益科技,600183,电子,117.51,-0.42%,-0.57%,12.88,-1.30%,2.2,0.10%,11.62,3.87,10.80%,110.84,6.00%,转股中,4.53年,无权,6.40%,7.10%,17.6,-1.41%,-1.82%,-1.49%,无权,无权,无权,93.23,26.96,120.18,-2.20%,46%,12%,16%,0.76,1,0.55,AA+,3.90%,16
133,水晶转债!,128020,2017-12-12,水晶光电,2273,电子,101.401,0.30%,-0.71%,11.71,-1.43%,2.2,0.20%,16,3.7,-26.80%,73.19,38.50%,转股中,4.51年,2.51年,11.70%,8.50%,11.8,2.18%,1.69%,2.08%,0.41%,0.23%,89.41,88.8,5.89,94.69,7.10%,51%,27%,16%,0.29,-1.32,1.95,AA,5.30%,16
134,济川转债!,110038,2017-11-29,济川药业,600566,医药,108.58,-0.08%,-0.44%,33.39,-1.24%,0.2,0.00%,40.04,5.56,-16.60%,83.39,30.20%,转股中,3.50年,1.50年,2.30%,1.90%,6.3,0.06%,-0.41%,-0.04%,-3.95%,-4.12%,93.72,92.06,6.82,98.89,9.80%,36%,30%,15%,0.42,-1.72,2.71,AA,4.90%,17
135,嘉澳转债!,113502,2017-11-27,嘉澳环保,603822,城市公用设施,96.65,-0.27%,0.19%,24.67,-1.32%,0.8,0.50%,45.27,4.65,-45.50%,54.5,77.40%,转股中,4.49年,2.49年,10.20%,5.60%,1.9,3.60%,3.04%,3.48%,2.60%,2.33%,88.01,86.26,3.17,89.43,8.10%,58%,38%,17%,0.06,-1.52,1.7,AA-,6.30%,49
136,久立转2!,128019,2017-12-01,久立特材,2318,石油天然气化工,106.781,0.27%,-1.24%,7.01,-1.82%,0.4,0.00%,7.92,2.19,-11.50%,88.51,20.60%,转股中,4.49年,2.49年,17.60%,15.60%,10.4,0.74%,0.31%,0.65%,-1.34%,-1.56%,91.39,90.22,13.81,104.03,2.60%,34%,20%,17%,0.53,-0.4,1.47,AA,4.70%,19
137,时达转债!,128018,2017-12-04,新时达,2527,机械装备制造,98.02,-0.11%,-0.27%,5.83,-1.02%,1.6,0.20%,7.45,1.86,-21.70%,78.26,25.30%,转股中,4.48年,2.48年,24.30%,19.00%,8.8,2.83%,2.36%,2.74%,2.02%,1.77%,90.73,89.19,8.37,97.56,0.50%,35%,17%,16%,0.37,-0.07,0.81,AA,5.10%,49
138,小康转债!,113016,2017-11-21,小康股份,601127,汽车,97.47,-0.34%,0.12%,13.5,-0.59%,1.7,0.20%,17.2,3.3,-21.50%,78.49,24.20%,转股中,4.48年,2.48年,6.90%,5.40%,8.8,2.96%,2.49%,2.87%,2.24%,1.98%,90.75,89.22,8.46,97.68,-0.20%,40%,17%,16%,0.38,0.07,0.68,AA,5.10%,34
139,隆基转债!,113015,2017-11-20,隆基股份,601012,能源电力,127.98,1.17%,-0.69%,23.4,0.56%,14,0.40%,18.76,3.19,24.70%,124.73,2.60%,转股中,4.47年,2.47年,3.30%,4.10%,28,-3.33%,-3.73%,-3.41%,-7.95%,-8.14%,93.66,93.97,37.92,131.88,-3.00%,48%,<2%,16%,0.85,1.34,0.41,AA+,3.70%,17
