,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
序号,转债名称,转债代码,进展,股票名称,股票代码,行业,转债价格,涨跌,盘中套利,股价,涨跌,转债成交额,转债换手率,转股价格,CP/B,股价/转股价,转股价值,转股溢价率,距离转股日,剩余年限,回售年限,余额/市值,余额/股本,转债余额,税前收益率,税后收益率,加权收益率,税前回售收益,税后回售收益,回售价值,纯债价值,期权价值,内在价值,价值溢价,历史波动,隐含波动,预测波动,弹性,涨修正弹,跌修正弹,信用,折现率,热门度
41,中来转债,123019,2019-03-22,中来股份,300393,能源电力,101.753,0.38%,-0.14%,17.85,0.45%,4.5,0.40%,20.41,1.92,-12.50%,87.46,16.30%,3月19天,5.78年,3.78年,23.50%,20.50%,10,3.69%,2.93%,3.54%,0.76%,0.52%,86.83,95.08,14.29,109.37,-7.00%,48%,10%,18%,0.52,1.17,-0.07,AA-,4.90%,60
42,中宠转债,128054,2019-03-14,中宠股份,2891,农业,104.2,-0.30%,-0.35%,32.6,-1.09%,0.5,0.20%,37.97,4.73,-14.10%,85.86,21.40%,3月9天,5.76年,3.76年,6.00%,5.10%,1.9,1.85%,1.36%,1.75%,-0.07%,-0.26%,86.33,88.28,14.08,102.36,1.80%,48%,19%,16%,0.6,-0.64,1.88,A+,4.90%,23
43,尚荣转债,128053,2019-03-07,尚荣医疗,2551,医药,107.42,0.24%,-1.25%,5.23,-1.32%,12,1.50%,4.94,1.49,5.90%,105.87,1.50%,3月7天,5.75年,3.75年,20.30%,21.50%,7.5,1.26%,0.78%,1.16%,-0.88%,-1.06%,88.79,91.87,25.85,117.72,-8.70%,43%,<2%,16%,0.76,2.16,-0.49,AA,4.10%,86
44,维格转债,113527,2019-02-19,维格娜丝,603518,服装纺织,101,-0.40%,0.16%,13.7,-0.44%,2.9,0.40%,14.96,1.11,-8.40%,91.58,10.30%,2月16天,5.70年,3.70年,30.20%,27.70%,7.5,3.24%,2.59%,3.11%,0.78%,0.57%,87.68,94.01,16.6,110.6,-8.70%,39%,8%,18%,0.57,1.82,-0.54,AA,4.60%,57
45,联泰转债,113526,2019-02-18,联泰环保,603797,城市公用设施,113.13,-0.56%,0.28%,14.17,-0.35%,0.8,0.20%,12.31,2.37,15.10%,115.11,-1.70%,2月15天,5.69年,3.69年,12.90%,14.90%,3.9,-0.32%,-0.68%,-0.39%,-2.27%,-2.44%,89.23,89.33,36.18,125.52,-9.90%,49%,<2%,18%,0.81,2.63,-0.78,AA,4.00%,27
46,平银转债,127010,2019-02-18,平安银行,1,金融,118.3,0.08%,0.92%,12.49,1.54%,270,0.90%,11.77,0.89,6.10%,106.12,11.50%,2月11天,5.69年,无权,12.10%,12.90%,260,-0.05%,-0.60%,-0.16%,无权,无权,无权,96.59,24.55,121.14,-2.30%,30%,15%,16%,0.65,1.04,0.29,AAA,3.70%,58
47,冰轮转债,127009,2019-02-21,冰轮环境,811,机械装备制造,132,0.75%,-3.69%,8.2,-3.19%,42,6.30%,5.52,1.2,48.60%,148.55,-11.10%,2月4天,5.67年,3.67年,9.50%,14.10%,5.1,-2.40%,-2.86%,-2.49%,-6.12%,-6.29%,90.43,94.22,61.39,155.61,-15.20%,45%,<2%,17%,0.92,4.42,-1.93,AA,3.70%,30
48,凯龙转债,128052,2019-01-21,凯龙股份,2783,石油天然气化工,171.55,1.74%,0.65%,14.59,2.46%,804,143%,6.97,1.6,109%,209.33,-18.00%,43天,5.60年,3.60年,6.80%,14.20%,3.3,-6.93%,-7.37%,-7.02%,-12.10%,-12.20%,91.25,95.27,119.35,214.62,-20.10%,80%,<2%,17%,0.97,6.17,-2.99,AA,3.60%,38
49,溢利转债,123018,2019-01-23,溢多利,300381,医药,110.625,0.03%,-0.36%,9.62,-0.41%,3.4,0.50%,8.41,1.69,14.40%,114.39,-3.30%,42天,5.60年,3.60年,17.00%,19.40%,6.7,0.76%,0.26%,0.66%,-1.69%,-1.88%,89.54,92.74,32.55,125.3,-11.70%,77%,<2%,17%,0.82,2.97,-1.03,AA-,4.00%,47
50,佳都转债!,110050,2019-01-21,佳都科技,600728,计算机及应用,123.68,0.73%,-1.08%,10.16,-0.39%,27,2.50%,7.95,3.11,27.80%,127.8,-3.20%,41天,5.60年,3.60年,5.30%,6.80%,8.8,-1.42%,-1.87%,-1.51%,-4.59%,-4.77%,90.35,93.16,42.87,136.04,-9.10%,42%,<2%,16%,0.88,2.63,-0.65,AA,3.80%,27
51,海尔转债,110049,2019-01-18,青岛海尔,600690,家电,118.41,-0.48%,0.71%,15.79,0.32%,132,3.70%,14.55,2.31,8.50%,108.52,9.10%,41天,5.60年,3.60年,3.00%,3.20%,30.1,-1.33%,-1.65%,-1.39%,-3.54%,-3.71%,90.58,90.38,28.56,118.94,-0.40%,32%,18%,16%,0.73,0.74,0.72,AAA,3.60%,30
52,台华转债,113525,2019-01-11,台华新材,603055,服装纺织,107.2,0.17%,-3.12%,10.65,-4.74%,3.6,0.60%,11.56,2.48,-7.90%,92.13,16.40%,37天,5.59年,3.59年,9.10%,8.40%,5.3,1.34%,0.84%,1.24%,-0.86%,-1.06%,88.3,90.85,17.37,108.22,-0.90%,46%,13%,17%,0.62,0.16,1.09,AA,4.40%,10
53,奇精转债,113524,2019-01-07,奇精机械,603677,家电,101.11,0.31%,0.85%,13.16,2.09%,2.6,0.80%,14.76,2.94,-10.80%,89.16,13.40%,36天,5.58年,3.58年,12.80%,11.40%,3.3,2.91%,2.31%,2.79%,0.71%,0.51%,87.79,92.39,15.49,107.88,-6.30%,60%,12%,18%,0.55,1.27,-0.09,AA,4.60%,49
54,光华转债!,128051,2019-01-09,光华科技,2741,汽车,99.495,-0.17%,-0.06%,13.1,-0.53%,0.5,0.20%,17.03,5.22,-23.10%,76.92,29.30%,36天,5.58年,3.58年,5.10%,3.90%,2.5,2.85%,2.31%,2.74%,1.29%,1.06%,86.59,88.16,9.83,97.99,1.50%,37%,20%,17%,0.45,-0.57,1.48,AA-,5.20%,23
55,钧达转债,128050,2018-12-27,钧达股份,2865,汽车,105.99,2.18%,4.69%,22.84,10.00%,30,8.90%,21.74,3.17,5.10%,105.06,0.90%,30天,5.57年,3.57年,11.50%,12.10%,3.2,2.93%,2.18%,2.78%,-0.40%,-0.63%,88.96,97.92,23.49,121.42,-12.70%,66%,7%,18%,0.69,2.91,-1.21,AA-,4.40%,82
56,伟明转债!,113523,2018-12-26,伟明环保,603568,城市公用设施,110.8,-0.34%,-1.40%,25.07,-2.34%,1.9,0.30%,23.92,5.22,4.80%,104.81,5.70%,30天,5.57年,3.57年,3.90%,4.10%,6.7,0.73%,0.24%,0.63%,-1.75%,-1.94%,89.34,92.39,24.54,116.93,-5.20%,43%,<2%,16%,0.75,1.32,0.22,AA,4.10%,25
57,福能转债,110048,2018-12-28,福能股份,600483,能源电力,111.07,-1.01%,-0.36%,8.2,-2.26%,17,0.50%,8.69,1.18,-5.60%,94.36,17.70%,30天,5.57年,3.57年,22.20%,21.00%,28.3,0.53%,0.06%,0.43%,-1.81%,-2.01%,89.49,91.81,17.51,109.32,1.60%,29%,19%,16%,0.6,-0.08,1.29,AA+,4.10%,12
58,华源转债,128049,2018-12-20,华源控股,2787,造纸包装印刷,105.254,-0.70%,-1.19%,7.55,-2.71%,5.2,1.20%,7.57,1.58,-0.30%,99.74,5.50%,19天,5.54年,3.54年,17.00%,17.00%,4,1.76%,1.24%,1.66%,-0.32%,-0.53%,88.85,91.6,23.04,114.64,-8.20%,75%,<2%,18%,0.7,1.81,-0.3,AA-,4.40%,64
59,旭升转债,113522,2018-12-11,旭升股份,603305,汽车,103.77,-0.84%,-0.04%,23.66,-2.15%,3.6,0.80%,29.86,8.27,-20.80%,79.24,31.00%,13天,5.52年,3.52年,4.40%,3.50%,4.2,2.76%,2.11%,2.63%,0.01%,-0.19%,86.94,92.48,8.59,101.07,2.70%,63%,21%,16%,0.41,-0.73,1.57,AA,5.00%,22
60,山鹰转债,110047,2018-12-10,山鹰纸业,600567,造纸包装印刷,109.17,0.13%,-1.26%,3.47,-1.70%,33,1.30%,3.34,1.15,3.90%,103.89,5.10%,12天,5.52年,3.52年,14.50%,15.00%,23,1.52%,0.93%,1.41%,-1.36%,-1.56%,89.97,95.81,21.89,117.7,-7.20%,30%,<2%,16%,0.66,1.93,-0.46,AA+,4.00%,75
61,寒锐转债,123017,2018-12-24,寒锐钴业,300618,有色金属,103,0.00%,-0.79%,65.4,-1.58%,3.1,0.70%,81.49,9.27,-19.70%,80.26,28.30%,11天,5.52年,3.52年,3.50%,2.80%,4.4,1.41%,1.03%,1.33%,0.16%,-0.03%,86.7,85.32,12.07,97.38,5.80%,77%,23%,16%,0.5,-1.23,2.31,AA-,5.00%,40
62,圆通转债,110046,2018-12-18,圆通速递,600233,交通运输,117.04,0.30%,-0.79%,12.32,-0.65%,42,1.00%,10.89,2.75,13.10%,113.13,3.50%,11天,5.52年,3.52年,10.50%,11.80%,36.5,-0.23%,-0.73%,-0.33%,-3.16%,-3.37%,90.71,94.25,29.91,124.16,-5.70%,60%,<2%,16%,0.76,1.74,-0.12,AA+,3.90%,38
63,桐昆转债!,113020,2018-12-12,桐昆股份,601233,服装纺织,115.96,0.05%,0.83%,13.41,1.21%,65,1.50%,12.51,1.44,7.20%,107.19,8.20%,8天,5.52年,3.52年,15.60%,16.70%,38,-0.46%,-0.89%,-0.54%,-3.04%,-3.22%,90.1,91.94,26.4,118.34,-2.00%,48%,16%,16%,0.73,0.88,0.61,AA+,3.90%,31
64,特发转债,127008,2018-12-25,特发信息,70,通信互联网,207,0.12%,-1.73%,15.65,-1.63%,"1,902",222%,6.78,1.87,131%,230.83,-10.30%,7天,4.51年,2.51年,4.30%,9.90%,4.2,-12.10%,-12.40%,-12.10%,-15.40%,-15.50%,93.22,95.53,138.6,234.13,-11.60%,61%,<2%,17%,0.98,3.71,-1.31,AA,3.50%,49
65,科森转债!,113521,2018-12-07,科森科技,603626,通信互联网,104.22,0.04%,-1.27%,8.51,-1.96%,4.3,0.70%,8.95,2.09,-4.90%,95.08,9.60%,7天,5.51年,3.51年,17.20%,16.40%,6.1,1.96%,1.43%,1.85%,-0.05%,-0.26%,88.89,91.61,19.8,111.41,-6.50%,64%,8%,18%,0.63,1.42,-0.08,AA,4.40%,68
66,张行转债,128048,2018-11-29,张家港行,2839,金融,112.2,-0.09%,-0.02%,6.35,-0.16%,9,0.30%,6.06,1.12,4.80%,104.79,7.10%,1.3天,5.50年,无权,21.80%,22.80%,25,0.34%,-0.13%,0.25%,无权,无权,无权,92.62,25.93,118.55,-5.40%,55%,11%,18%,0.68,1.51,-0.07,AA+,4.00%,30
67,百合转债,113520,2018-11-26,梦百合,603313,其他,124.55,0.65%,-0.84%,23.88,-0.21%,38,6.10%,18.96,2.56,25.90%,125.95,-1.10%,转股中,5.49年,3.49年,8.80%,11.10%,5.1,-1.36%,-1.86%,-1.46%,-4.86%,-5.05%,90.72,94.39,40.49,134.88,-7.70%,42%,<2%,16%,0.88,2.21,-0.31,AA-,3.90%,22
68,洲明转债,123016,2018-12-03,洲明科技,300232,电子,124.989,2.28%,0.31%,11.81,2.96%,7.1,1.00%,9.45,3.13,25.00%,124.97,0.00%,转股中,5.48年,3.48年,6.10%,7.60%,5.5,-1.41%,-1.91%,-1.51%,-4.89%,-5.10%,90.93,94.43,39.68,134.11,-6.80%,69%,<2%,16%,0.87,1.99,-0.13,AA-,3.90%,23
69,长久转债,113519,2018-11-30,长久物流,603569,交通运输,107.66,0.52%,-1.57%,11.68,-1.68%,3,0.40%,11.99,2.71,-2.60%,97.41,10.50%,转股中,5.48年,3.48年,10.70%,10.40%,7,2.13%,1.47%,2.00%,-0.93%,-1.14%,89,95.5,18.54,114.04,-5.60%,53%,9%,17%,0.62,1.18,0.12,AA,4.40%,19
