,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
序号,转债名称,转债代码,进展,股票名称,股票代码,行业,转债价格,涨跌,盘中套利,股价,涨跌,转债成交额,转债换手率,转股价格,P/B,股价/转股价,转股价值,转股溢价率,距离转股日,剩余年限,回售年限,余额/市值,余额/股本,转债余额,税前收益率,税后收益率,加权收益率,税前回售收益,税后回售收益,回售价值,纯债价值,期权价值,内在价值,价值溢价,历史波动,隐含波动,预测波动,弹性,涨修正弹,跌修正弹,信用,折现率,热门度
140,隆基转债!,113015,2017-11-20,隆基股份,601012,能源电力,130.13,-0.32%,0.79%,24.03,0.54%,37,1.00%,18.76,4.08,28.10%,128.09,1.60%,转股中,4.43年,2.43年,3.20%,4.10%,28,-3.73%,-4.13%,-3.81%,-8.66%,-8.85%,92.01,91.1,43.72,134.82,-3.50%,49%,<2%,16%,0.85,1.53,0.23,AA+,4.50%,12
141,金禾转债!,128017,2017-11-27,金禾实业,2597,石油天然气化工,108,0.36%,-0.60%,17.9,-0.72%,1.7,0.30%,22.96,2.54,-22.00%,77.96,38.50%,转股中,4.43年,2.43年,6.00%,4.70%,6,0.49%,0.05%,0.40%,-1.81%,-2.03%,90.9,89.24,9.76,99,9.10%,36%,32%,17%,0.34,-1.51,2.28,AA,5.00%,15
142,林洋转债!,113014,2017-11-13,林洋能源,601222,能源电力,96.9,-0.03%,0.00%,4.63,-0.86%,22,0.70%,8.76,0.87,-47.10%,52.85,83.30%,转股中,4.41年,2.41年,36.70%,19.40%,30,3.15%,2.67%,3.05%,2.53%,2.27%,91.18,89.73,2.29,92.03,5.30%,83%,34%,16%,0.03,-0.98,1.05,AA,5.00%,24
143,雨虹转债!,128016,2017-10-20,东方雨虹,2271,建筑,107.8,-0.09%,0.16%,20.14,0.15%,16,0.80%,22.63,3.94,-11.00%,89,21.10%,转股中,4.33年,2.33年,6.10%,5.40%,18.4,0.54%,0.10%,0.45%,-1.81%,-2.04%,92.43,91.52,13.43,104.94,2.70%,51%,21%,16%,0.48,-0.19,1.15,AA+,4.50%,14
144,国君转债!,113013,2017-07-24,国泰君安,601211,金融,112.84,-0.27%,0.20%,16.6,-0.18%,11,0.10%,19.67,1.24,-15.60%,84.39,33.70%,转股中,4年38天,无权,4.70%,4.00%,70,-0.68%,-1.12%,-0.76%,无权,无权,无权,93.8,10.03,103.83,8.70%,27%,29%,17%,0.4,-1.28,2.15,AAA,4.00%,21
145,久其转债!,128015,2017-07-18,久其软件,2279,计算机及应用,96.649,-0.02%,-0.40%,7.41,-1.33%,13,1.70%,9.48,5.77,-21.80%,78.16,23.60%,转股中,4年9天,2年9天,14.80%,11.60%,7.8,3.88%,3.28%,3.76%,3.00%,2.71%,92.69,92.65,7.99,100.64,-4.00%,70%,12%,17%,0.32,0.94,-0.25,AA,5.00%,53
146,模塑转债!,127004,2017-08-16,模塑科技,700,汽车,94.069,0.10%,-0.07%,3.82,0.79%,5,0.70%,7.72,1.41,-50.50%,49.48,90.10%,转股中,4年3.8天,2年3.8天,26.00%,12.80%,8.2,5.27%,4.54%,5.12%,4.54%,4.20%,93.19,95,0.47,95.47,-1.50%,52%,<2%,17%,0.03,0.3,-0.23,AA,5.00%,88
147,永东转债!,128014,2017-07-18,永东股份,2753,石油天然气化工,96.82,0.21%,-0.33%,9.02,-0.77%,0.7,0.20%,13.53,2.13,-33.30%,66.67,45.20%,转股中,3.89年,1.89年,11.20%,7.50%,3.4,3.96%,3.35%,3.84%,2.98%,2.70%,91.28,89.93,4.79,94.72,2.20%,54%,23%,17%,0.16,-0.41,0.72,AA-,6.00%,57
148,骆驼转债!,113012,2017-07-18,骆驼股份,601311,汽车,104.37,-0.34%,1.51%,12.2,2.35%,11,2.00%,13.44,1.76,-9.20%,90.77,15.00%,转股中,3.82年,1.82年,4.80%,4.40%,5.1,1.11%,0.67%,1.02%,-0.89%,-1.14%,93.13,90.6,14.51,105.11,-0.70%,36%,16%,16%,0.5,0.44,0.56,AA,5.00%,22
149,光大转债,113011,2017-07-18,光大银行,601818,金融,108.78,0.35%,0.06%,3.92,0.77%,143,0.40%,4.13,0.69,-5.10%,94.92,14.60%,转股中,3.80年,无权,14.60%,13.80%,300,0.13%,-0.33%,0.04%,无权,无权,无权,94.43,14.31,108.75,0.00%,19%,17%,16%,0.53,0.49,0.59,AAA,4.00%,28
150,洪涛转债!,128013,2016-08-23,洪涛股份,2325,建筑,97.191,-0.02%,0.02%,3.28,0.61%,6,0.50%,9.98,1.31,-67.10%,32.87,196%,转股中,3.17年,1.17年,29.30%,9.60%,12,4.78%,4.01%,4.62%,4.34%,3.90%,96.38,96.55,0.43,96.99,0.20%,35%,35%,16%,0,-0.04,0.04,AA,5.00%,76
151,海印转债!,127003,2016-07-01,海印股份,861,商业零售,101.656,-0.07%,0.07%,2.64,0.00%,2.9,0.30%,3.03,1.78,-12.90%,87.13,16.70%,转股中,3年9天,1年9天,19.30%,16.80%,11.1,4.04%,3.14%,3.86%,0.95%,0.48%,97.04,98.94,7.61,106.55,-4.60%,25%,9%,16%,0.35,1.18,-0.41,AA,5.00%,100
152,辉丰转债!,128012,2016-05-17,辉丰股份,2496,石油天然气化工,97.151,0.00%,0.00%,3.12,-0.64%,3.7,0.50%,7.71,1.48,-59.50%,40.47,140%,转股中,2.90年,0.90年,17.90%,7.30%,8.4,2.96%,2.57%,2.88%,6.91%,6.08%,96.58,85.88,11.66,97.54,-0.40%,86%,<2%,17%,0,0.08,-0.08,A+,7.50%,80
153,顺昌转债!,128010,2016-02-23,澳洋顺昌,2245,交通运输,100.672,-0.32%,0.33%,4.79,0.63%,3.6,0.70%,9.26,2.35,-48.30%,51.73,94.60%,转股中,2.65年,0.65年,10.80%,5.60%,5.1,3.88%,3.07%,3.72%,1.46%,1.00%,97.89,97.91,0.6,98.51,2.20%,43%,38%,17%,0,-0.43,0.42,AA,5.00%,23
154,广汽转债!,113009,2016-02-04,广汽集团,601238,汽车,106.4,-0.21%,0.62%,11.09,3.26%,10,0.40%,14.74,1.43,-24.80%,75.24,41.40%,转股中,2.65年,0.65年,2.20%,1.70%,25.5,0.93%,0.29%,0.80%,-5.33%,-5.73%,98.55,98.39,1.97,100.36,6.00%,35%,31%,15%,0.13,-1,1.27,AAA,4.00%,8
155,九州转债!,110034,2016-01-29,九州通,600998,医药,103.3,-0.02%,0.06%,13.38,0.90%,13,0.80%,18.42,1.61,-27.40%,72.64,42.20%,转股中,2.63年,0.63年,6.00%,4.30%,15,2.58%,1.83%,2.43%,0.61%,-0.32%,100.22,98.44,2.09,100.53,2.80%,26%,26%,15%,0.05,-0.46,0.54,AA+,4.50%,15
156,国贸转债!,110033,2016-01-19,厦门国贸,600755,交通运输,110.14,-0.06%,-0.09%,8.2,-0.36%,3.1,0.20%,8.61,1.16,-4.80%,95.24,15.60%,转股中,2.60年,0.60年,9.80%,9.30%,14.6,0.34%,-0.45%,0.18%,-10.30%,-10.70%,98.66,100.46,8.51,108.97,1.10%,34%,18%,15%,0.43,0.2,0.66,AAA,4.00%,13
157,蓝标转债!,123001,2016-01-18,蓝色光标,300058,传媒娱乐,107.279,-1.75%,1.05%,4.17,-1.42%,12,6.70%,4.31,1.28,-3.20%,96.75,10.90%,转股中,2.56年,0.56年,1.60%,1.50%,1.6,1.47%,0.65%,1.31%,-7.02%,-7.48%,98.29,98.45,12.13,110.59,-3.00%,40%,13%,17%,0.5,0.98,0.06,AA,5.00%,42
158,航信转债!,110031,2015-06-30,航天信息,600271,计算机及应用,109.44,-0.37%,0.37%,23.3,0.22%,0.9,0.00%,42.38,3.88,-45.00%,54.98,99.10%,转股中,2年13天,13天,5.50%,3.00%,24,0.26%,-0.66%,0.07%,-37.90%,-39.50%,100.95,101.71,0.05,101.76,7.50%,53%,53%,17%,0.01,-1.4,1.44,AAA,4.00%,10
159,电气转债!,113008,2015-02-16,上海电气,601727,能源电力,115.9,-0.22%,0.61%,5.36,0.75%,16,0.30%,5.19,1.36,3.30%,103.28,12.20%,转股中,1.68年,回售中,5.60%,5.70%,44.7,-4.08%,-4.94%,-4.26%,回售中,回售中,103,102.06,9.87,111.94,3.50%,49%,26%,16%,0.53,-0.12,1.18,AAA,3.50%,16
160,格力转债!!,110030,2015-01-13,格力地产,600185,地产,105,-0.10%,0.10%,4.55,0.00%,3.5,0.80%,6.94,1.19,-34.40%,65.56,60.20%,转股中,0.57年,回售中,4.50%,3.00%,4.3,1.66%,-0.33%,1.26%,回售中,回售中,103,103.64,0,103.64,1.30%,70%,56%,16%,0,-0.26,0.25,AA,4.00%,9
