,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
序号,转债名称,转债代码,进展,股票名称,股票代码,行业,转债价格,涨跌,盘中套利,股价,涨跌,转债成交额,转债换手率,转股价格,CP/B,股价/转股价,转股价值,转股溢价率,距离转股日,剩余年限,回售年限,余额/市值,余额/股本,转债余额,税前收益率,税后收益率,加权收益率,税前回售收益,税后回售收益,回售价值,纯债价值,期权价值,内在价值,价值溢价,历史波动,隐含波动,预测波动,弹性,涨修正弹,跌修正弹,信用,折现率,热门度
70,长久转债,113519,2018-11-30,长久物流,603569,交通运输,109.5,0.83%,-0.12%,12,1.10%,6.5,0.80%,11.99,2.71,0.10%,100.08,9.40%,转股中,5.48年,3.48年,10.40%,10.40%,7,1.81%,1.15%,1.68%,-1.39%,-1.61%,89.21,95.82,20.1,115.92,-5.50%,53%,11%,17%,0.65,1.23,0.12,AA,4.40%,18
71,光电转债,128047,2018-12-07,中航光电,2179,机械装备制造,118,0.51%,-0.32%,43.41,0.25%,2.7,0.20%,40.26,5.25,7.80%,107.82,9.40%,转股中,5.47年,3.47年,3.80%,4.10%,13,-1.30%,-1.63%,-1.36%,-3.56%,-3.74%,90.26,89.72,28.33,118.05,0.00%,34%,17%,16%,0.76,0.51,1,AA+,3.90%,12
72,利尔转债!,128046,2018-11-09,利尔化学,2258,石油天然气化工,109.42,2.05%,-0.34%,15.4,3.36%,8.7,0.90%,18.62,3.34,-17.30%,82.71,32.30%,转股中,5.42年,3.42年,10.60%,8.70%,8.5,0.66%,0.21%,0.57%,-1.47%,-1.67%,88.09,88.64,11.68,100.32,9.10%,41%,29%,16%,0.51,-1.73,2.91,AA,4.70%,15
73,顾家转债,113518,2018-10-09,顾家家居,603816,其他,110,-0.18%,-0.03%,44.75,-0.40%,6.1,0.50%,52.2,4.77,-14.30%,85.73,28.30%,转股中,5.32年,3.32年,5.70%,4.90%,11,0.91%,0.39%,0.80%,-1.66%,-1.87%,88.66,90.87,12.35,103.22,6.60%,39%,26%,16%,0.53,-1.32,2.48,AA,4.70%,10
74,机电转债,128045,2018-09-14,中航机电,2013,航空航天,112.66,0.32%,0.33%,7.33,1.10%,4.1,0.20%,7.66,3.06,-4.30%,95.69,17.70%,转股中,5.28年,3.28年,7.90%,7.60%,21,-0.46%,-0.81%,-0.53%,-2.45%,-2.64%,91.4,91.1,18.31,109.4,3.00%,54%,21%,16%,0.59,-0.07,1.25,AAA,3.70%,15
75,岭南转债!,128044,2018-09-04,岭南股份,2717,城市公用设施,102.249,0.25%,-0.04%,7.78,0.39%,1.5,0.20%,8.96,2.08,-13.20%,86.83,17.80%,转股中,5.24年,3.24年,8.30%,7.20%,6.6,1.80%,1.37%,1.72%,0.39%,0.18%,88.96,88.9,13.67,102.57,-0.30%,65%,16%,16%,0.56,0.11,1,AA,4.60%,37
76,蓝盾转债!!,123015,2018-09-13,蓝盾股份,300297,计算机及应用,116.25,0.31%,0.90%,6.59,1.23%,1.5,1.30%,5.82,1.52,13.20%,113.23,2.70%,转股中,5.24年,3.24年,1.20%,1.40%,1,-0.50%,-0.95%,-0.59%,-3.30%,-3.50%,92.35,94.83,18.41,113.23,2.70%,38%,60%,16%,0.99,0.45,1.51,AA,3.50%,29
77,曙光转债!,113517,2018-08-23,中科曙光,603019,计算机及应用,121.03,-0.21%,-0.90%,40.12,-1.43%,8.8,0.60%,36.53,6.34,9.80%,109.83,10.20%,转股中,5.22年,3.22年,3.10%,3.40%,11.2,-1.28%,-1.73%,-1.37%,-4.47%,-4.67%,90.9,92.53,27.91,120.44,0.50%,53%,17%,16%,0.78,0.27,1.29,AA,4.00%,6
78,东音转债!,128043,2018-08-27,东音股份,2793,机械装备制造,161.15,5.00%,1.02%,18.08,6.35%,291,87.10%,11.13,2.75,62.40%,162.44,-0.80%,转股中,5.21年,3.21年,5.80%,9.40%,2.1,-6.30%,-6.77%,-6.39%,-12.00%,-12.20%,92.08,96.14,72.7,168.83,-4.60%,70%,<2%,17%,0.95,1.79,0.18,AA-,3.70%,38
79,苏农转债,113516,2018-08-20,苏农银行,603323,金融,115.27,0.10%,-0.10%,6.79,0.00%,0.1,0.00%,6.34,0.94,7.10%,107.1,7.60%,转股中,5.21年,无权,11.60%,12.40%,12.9,0.06%,-0.48%,-0.05%,无权,无权,无权,94.78,26.16,120.94,-4.70%,48%,12%,18%,0.68,1.39,0.04,AA+,4.00%,29
80,凯发转债!,123014,2018-08-21,凯发电气,300407,能源电力,106.4,0.47%,-0.47%,7.77,0.00%,0.1,0.00%,8.15,2.28,-4.70%,95.34,11.60%,转股中,4.20年,2.20年,14.40%,13.80%,3.2,0.70%,0.27%,0.61%,-1.68%,-1.86%,91.64,90.3,17.9,108.21,-1.70%,64%,16%,18%,0.64,0.46,0.81,A+,4.80%,18
81,凯中转债!,128042,2018-09-03,凯中精密,2823,能源电力,100.492,0.12%,-0.24%,10.6,-0.28%,2.3,0.50%,13.25,3.14,-20.00%,80,25.60%,转股中,5.20年,3.20年,13.50%,10.80%,4.2,3.08%,2.47%,2.96%,0.98%,0.75%,88.43,91.8,9.49,101.29,-0.80%,66%,17%,17%,0.43,0.03,0.83,AA,4.90%,51
82,横河转债!,123013,2018-08-20,横河模具,300539,机械装备制造,112.577,-0.09%,0.17%,9.95,0.10%,0.9,2.00%,9.26,4.24,7.50%,107.45,4.80%,转股中,5.19年,3.19年,1.70%,1.90%,0.4,0.68%,0.11%,0.56%,-2.17%,-2.43%,91.02,94.11,26.46,120.57,-6.60%,77%,<2%,17%,0.77,1.56,0.05,A+,4.30%,31
83,高能转债,113515,2018-08-27,高能环境,603588,城市公用设施,115.82,1.60%,-1.52%,10.04,0.10%,3.1,0.40%,9.38,2.42,7.00%,107.04,8.20%,转股中,5.19年,3.19年,11.20%,12.00%,7.5,-0.43%,-0.89%,-0.52%,-3.24%,-3.45%,90.85,92.4,25.77,118.17,-2.00%,67%,12%,16%,0.76,0.74,0.79,AA,4.10%,35
84,万顺转债,123012,2018-08-29,万顺股份,300057,造纸包装印刷,115,-1.37%,1.24%,5.88,-0.17%,1.1,0.60%,5.36,0.9,9.70%,109.7,4.80%,转股中,5.18年,3.18年,4.30%,4.80%,1.7,-0.64%,-1.04%,-0.72%,-3.05%,-3.26%,90.73,90.56,30.56,121.12,-5.10%,41%,13%,18%,0.78,1.38,0.24,AA-,4.20%,23
85,威帝转债,113514,2018-08-13,威帝股份,603023,汽车,103.57,0.30%,0.74%,5.68,1.61%,1.2,0.60%,5.92,3.54,-4.10%,95.95,7.90%,转股中,4.18年,2.18年,9.80%,9.40%,2,1.81%,1.29%,1.71%,-0.55%,-0.74%,91.79,92.14,17.23,109.37,-5.30%,70%,12%,18%,0.64,1.19,0.15,A+,4.70%,50
86,德尔转债,123011,2018-08-14,德尔股份,300473,汽车,102,0.10%,-0.28%,31.06,-0.32%,3,0.50%,34.96,1.99,-11.20%,88.84,14.80%,转股中,5.17年,2.67年,17.00%,15.10%,5.6,2.85%,2.23%,2.73%,0.45%,0.22%,90.49,92.69,14.03,106.72,-4.40%,42%,12%,17%,0.56,0.8,0.35,AA-,4.80%,46
87,盛路转债!!,128041,2018-08-14,盛路通信,2446,通信互联网,150.499,-0.46%,-0.30%,10.36,-0.77%,16,11.60%,6.88,1.72,50.60%,150.58,-0.10%,转股中,5.17年,3.17年,1.00%,1.50%,0.9,-5.09%,-5.58%,-5.19%,-10.40%,-10.60%,92.86,97.07,53.51,150.58,-0.10%,53%,<2%,16%,1,1.01,0.99,AA,3.50%,14
88,海澜转债!,110045,2018-07-31,海澜之家,600398,服装纺织,101.8,0.86%,-0.21%,9.06,1.91%,18,0.60%,12.02,4,-24.60%,75.37,35.10%,转股中,5年57天,3年57天,7.40%,5.60%,30,1.88%,1.45%,1.79%,0.30%,0.13%,88.97,89.55,7.05,96.6,5.40%,30%,25%,16%,0.34,-0.96,1.68,AA+,4.50%,42
89,安井转债,113513,2018-07-31,安井食品,603345,食品饮料,132,-1.89%,-0.41%,46.75,-2.54%,18,4.10%,35.46,3.85,31.80%,131.84,0.10%,转股中,5年56天,3年56天,3.30%,4.40%,3.4,-3.01%,-3.44%,-3.09%,-7.09%,-7.28%,91.67,93.72,45.47,139.19,-5.20%,51%,<2%,16%,0.9,1.76,0.12,AA-,3.80%,23
90,博世转债!,123010,2018-08-14,博世科,300422,城市公用设施,101.006,0.04%,-0.04%,10.29,0.00%,2.8,0.70%,12.45,3.01,-17.30%,82.65,22.20%,转股中,5年49天,3年49天,11.70%,9.70%,4.3,2.31%,1.82%,2.21%,0.84%,0.61%,88.55,88.72,12.08,100.8,0.20%,68%,18%,17%,0.5,-0.16,1.17,AA-,5.00%,49
91,湖广转债!,127007,2018-08-01,湖北广电,665,传媒娱乐,112.6,-0.56%,-1.17%,8.77,-2.34%,12,0.80%,7.92,0.84,10.70%,110.73,1.70%,转股中,5年42天,3年42天,22.20%,24.60%,13.3,0.18%,-0.31%,0.08%,-2.39%,-2.62%,92,93.88,28.58,122.46,-8.10%,32%,<2%,17%,0.74,2.28,-0.61,AA+,3.90%,36
92,广电转债!,110044,2018-07-24,广电网络,600831,传媒娱乐,166.39,-2.69%,-0.16%,10.88,-3.03%,152,108%,6.91,1.3,57.50%,157.45,5.70%,转股中,5年41天,3年41天,1.10%,1.70%,0.8,-7.37%,-7.78%,-7.45%,-13.20%,-13.30%,92.41,94.7,69.04,163.74,1.60%,44%,25%,17%,0.94,0.48,1.4,AA,3.60%,14
93,千禾转债!,113511,2018-07-10,千禾味业,603027,食品饮料,110.45,1.09%,0.20%,25.16,1.86%,17,4.20%,25.85,6.54,-2.70%,97.33,13.50%,转股中,5年34天,3年34天,4.30%,4.20%,3.6,0.48%,0.01%,0.38%,-1.96%,-2.17%,90.09,91.12,19.14,110.26,0.20%,57%,18%,16%,0.69,0.07,1.31,AA-,4.40%,38
94,再升转债!,113510,2018-07-13,再升科技,603601,城市公用设施,102.56,0.07%,-0.15%,9.5,-0.21%,0.5,0.50%,11.32,4.52,-16.10%,83.92,22.20%,转股中,5年33天,1年33天,2.20%,1.90%,1.1,2.02%,1.53%,1.92%,-1.08%,-1.26%,94.79,87.49,14.59,102.07,0.50%,65%,19%,17%,0.39,0.03,0.75,AA-,5.30%,37
95,华通转债!,128040,2018-07-13,华通医药,2758,医药,106.45,-0.14%,-0.03%,10.34,-0.29%,9.3,3.90%,11.45,3.97,-9.70%,90.31,17.90%,转股中,5年28天,3年28天,10.20%,9.20%,2.2,1.26%,0.78%,1.16%,-0.78%,-1.01%,89.57,90.17,16.7,106.87,-0.40%,77%,19%,18%,0.6,0.03,1.16,AA-,4.70%,65
96,三力转债!,128039,2018-06-29,三 力 士,2224,机械装备制造,133.46,2.35%,0.15%,7.87,2.74%,421,105%,5.84,2.08,34.80%,134.76,-1.00%,转股中,5年22天,3年22天,5.70%,7.60%,3.1,-3.71%,-4.07%,-3.78%,-7.68%,-7.85%,91.82,92.03,49.62,141.65,-5.80%,38%,<2%,17%,0.91,1.93,-0.01,AA-,3.80%,22
97,新泉转债!,113509,2018-06-22,新泉股份,603179,汽车,103,0.82%,-0.30%,14.9,1.22%,1.2,0.20%,18.89,2.77,-21.10%,78.88,30.60%,转股中,5年18天,3年18天,13.30%,10.50%,4.5,1.54%,1.12%,1.46%,0.18%,-0.04%,88.9,87.59,10.61,98.2,4.90%,55%,25%,17%,0.43,-0.96,1.86,AA,4.90%,27
98,新凤转债!,113508,2018-05-16,新凤鸣,603225,服装纺织,102.07,0.65%,-0.47%,13.02,0.46%,8.5,0.40%,16.83,2.52,-22.60%,77.36,31.90%,转股中,4.95年,2.95年,13.90%,10.70%,21.5,2.08%,1.59%,1.98%,0.39%,0.18%,88.79,88.91,8.2,97.1,5.10%,55%,24%,16%,0.39,-1.02,1.84,AA,5.00%,32
99,天马转债!,113507,2018-05-07,天马科技,603668,农业,133.82,-0.62%,-0.10%,9.89,-0.80%,12,7.90%,7.37,2.34,34.20%,134.19,-0.30%,转股中,4.92年,2.92年,3.70%,5.00%,1.2,-3.46%,-3.90%,-3.55%,-8.09%,-8.27%,92.26,94.3,47.29,141.59,-5.50%,53%,<2%,17%,0.9,1.84,0.05,AA-,3.80%,19
100,金农转债!!,128036,2018-04-02,金新农,2548,农业,157.015,-1.50%,-1.60%,15.01,-3.10%,241,81.90%,9.62,3.07,56.00%,156.03,0.60%,转股中,4.81年,2.81年,2.90%,4.60%,1.9,-7.08%,-7.45%,-7.16%,-13.00%,-13.10%,93.41,94.27,61.75,156.03,0.60%,41%,<2%,17%,1,0.87,1.13,AA-,3.50%,45
101,利欧转债!!,128038,2018-04-19,利欧股份,2131,传媒娱乐,126.8,-0.56%,0.10%,2.19,-0.45%,23,9.60%,1.72,1.45,27.30%,127.33,-0.40%,转股中,4.85年,2.85年,1.30%,1.60%,1.9,-2.24%,-2.74%,-2.34%,-6.62%,-6.81%,93.2,96.6,30.73,127.33,-0.40%,80%,<2%,16%,1,1.09,0.92,AA,3.50%,46
102,岩土转债!,128037,2018-04-25,中化岩土,2542,建筑,96.31,0.52%,-0.37%,4.94,1.02%,3.3,0.60%,8.03,3.87,-38.50%,61.52,56.60%,转股中,4.83年,2.83年,6.70%,4.10%,6,3.39%,2.88%,3.29%,2.38%,2.16%,87.78,87.01,3.32,90.32,6.60%,54%,30%,16%,0.15,-1.29,1.63,AA,5.60%,72
103,敖东转债!,127006,2018-05-11,吉林敖东,623,金融,102.851,-0.02%,0.24%,16.96,0.53%,1.5,0.10%,20.82,1.14,-18.50%,81.46,26.30%,转股中,4.83年,2.83年,12.20%,9.90%,24.1,1.11%,0.78%,1.04%,-0.26%,-0.39%,89.88,88.43,10.13,98.56,4.40%,31%,24%,16%,0.42,-0.69,1.55,AA+,4.40%,46
104,长证转债!,127005,2018-04-11,长江证券,783,金融,116.7,-0.26%,0.17%,7.68,-0.13%,22,0.40%,7.45,1.57,3.10%,103.09,13.20%,转股中,4.82年,无权,11.80%,12.10%,50,-1.30%,-1.66%,-1.37%,无权,无权,无权,92.45,23.57,116.02,0.60%,33%,21%,18%,0.64,0.46,0.83,AAA,3.70%,33
105,星源转债!,123009,2018-04-10,星源材质,300568,汽车,110.263,0.60%,0.27%,25.56,1.43%,3.6,0.70%,27.49,3.5,-7.00%,92.98,18.60%,转股中,4.81年,2.81年,9.80%,9.10%,4.8,0.01%,-0.39%,-0.07%,-2.27%,-2.46%,90.56,89.7,17.2,106.89,3.20%,63%,23%,17%,0.61,-0.47,1.71,AA,4.50%,15
106,杭电转债!,113505,2018-03-27,杭电股份,603618,能源电力,104.01,0.49%,-0.66%,6.27,-0.32%,10,1.30%,7.29,2.38,-14.00%,86.01,20.90%,转股中,4.81年,2.81年,18.00%,15.50%,7.8,1.73%,1.24%,1.63%,-0.23%,-0.45%,90.2,90.79,11.74,102.53,1.40%,42%,18%,16%,0.52,-0.27,1.31,AA,4.70%,46
107,艾华转债!,113504,2018-03-23,艾华集团,603989,电子,105.53,-0.18%,1.10%,18.57,1.81%,3.6,0.50%,21.73,4.34,-14.50%,85.46,23.50%,转股中,4.80年,2.80年,9.50%,8.20%,6.9,1.04%,0.62%,0.96%,-0.72%,-0.94%,90.18,89.14,12.26,101.4,4.10%,40%,24%,16%,0.51,-0.72,1.76,AA,4.70%,14
108,玲珑转债!,113019,2018-03-22,玲珑轮胎,601966,汽车,110.25,0.16%,0.53%,17.12,1.48%,14,0.60%,18.84,2.32,-9.10%,90.87,21.30%,转股中,3.79年,1.79年,9.70%,8.80%,20,0.66%,0.04%,0.53%,-4.03%,-4.19%,93.73,96.52,10.01,106.53,3.50%,34%,23%,16%,0.47,-0.44,1.39,AA+,4.30%,19
109,大族转债!,128035,2018-03-05,大族激光,2008,电子,104.15,0.05%,-0.08%,34.99,-0.23%,5.6,0.20%,52.5,7.03,-33.40%,66.65,56.30%,转股中,4.73年,2.73年,6.20%,4.10%,23,0.86%,0.52%,0.79%,0.22%,-0.10%,91.6,87.15,6.26,93.41,11.50%,39%,37%,16%,0.14,-1.96,2.38,AA+,4.80%,29
110,无锡转债!,110043,2018-03-14,无锡银行,600908,金融,107.25,-0.09%,0.09%,6.1,0.00%,4.8,0.20%,6.7,1.19,-9.00%,91.04,17.80%,转股中,4.71年,无权,26.60%,24.20%,30,-0.37%,-0.59%,-0.42%,无权,无权,无权,87.48,17.17,104.64,2.50%,46%,23%,18%,0.6,-0.17,1.37,AA+,4.10%,58
111,江银转债!,128034,2018-02-14,江阴银行,2807,金融,112.6,-0.29%,0.01%,5.01,-0.40%,7.7,0.40%,4.68,0.8,7.10%,107.05,5.20%,转股中,4.70年,无权,16.20%,17.30%,17.6,-0.58%,-0.96%,-0.66%,无权,无权,无权,91.72,26.13,117.85,-4.50%,50%,12%,18%,0.72,1.43,0.07,AA+,3.90%,59
112,常熟转债!!,113018,2018-02-06,常熟银行,601128,金融,131.63,0.47%,-0.08%,7.59,0.40%,24,5.10%,5.76,1,31.80%,131.77,-0.10%,转股中,4.68年,无权,1.90%,2.50%,3.6,-3.89%,-4.25%,-3.96%,无权,无权,无权,93.54,38.23,131.77,-0.10%,42%,<2%,18%,1,1.02,0.98,AA+,3.50%,26
113,道氏转债!,123007,2018-01-26,道氏技术,300409,建筑,110.45,-1.03%,1.08%,14.73,0.07%,7.8,2.30%,15.2,3.02,-3.10%,96.91,14.00%,转股中,4.62年,2.62年,4.50%,4.40%,3,0.31%,-0.17%,0.21%,-2.33%,-2.56%,91.71,91.86,17.84,109.7,0.70%,78%,20%,16%,0.67,0.02,1.32,AA-,4.50%,18
114,迪龙转债!,128033,2018-01-29,雪迪龙,2658,城市公用设施,102.256,0.82%,0.42%,7.92,2.33%,0.8,0.20%,9.03,2.74,-12.30%,87.71,16.60%,转股中,4.61年,2.61年,10.90%,9.50%,5.2,1.68%,1.26%,1.60%,0.28%,0.07%,90.85,89.69,13.71,103.4,-1.10%,38%,17%,17%,0.53,0.32,0.74,AA,4.70%,62
115,吉视转债!,113017,2018-01-15,吉视传媒,601929,传媒娱乐,103.59,-0.01%,-0.74%,2.58,-1.53%,6.3,0.40%,2.96,1.39,-12.80%,87.16,18.80%,转股中,4.61年,2.61年,19.40%,16.90%,15.6,1.39%,0.97%,1.31%,-0.19%,-0.40%,91.82,91.27,11.83,103.1,0.50%,29%,17%,16%,0.49,0.16,0.82,AA+,4.30%,29
116,航电转债,110042,2018-01-15,中航电子,600372,航空航天,117.82,0.26%,0.39%,15.3,0.92%,37,1.30%,14.23,3.51,7.50%,107.52,9.60%,转股中,4.61年,2.61年,8.90%,9.60%,24,-1.55%,-1.93%,-1.62%,-4.66%,-4.87%,93.59,93.37,24.65,118.02,-0.20%,35%,18%,16%,0.7,0.68,0.72,AAA,3.70%,15
117,蒙电转债!,110041,2018-01-09,内蒙华电,600863,能源电力,111.96,0.15%,-0.15%,2.9,0.00%,3.6,0.20%,2.92,1.49,-0.70%,99.32,12.70%,转股中,4.60年,2.60年,11.10%,11.00%,18.7,-0.21%,-0.65%,-0.30%,-2.86%,-3.08%,93.59,94.15,18.29,112.44,-0.40%,23%,17%,16%,0.6,0.62,0.6,AAA,3.70%,19
118,双环转债!,128032,2018-01-25,双环传动,2472,机械装备制造,96.785,-0.22%,0.60%,6.11,3.21%,3.9,0.40%,9.99,2.02,-38.80%,61.16,58.20%,转股中,4.61年,2.61年,23.80%,14.60%,10,3.04%,2.58%,2.95%,2.39%,2.15%,88.66,86.23,4.13,90.36,7.10%,54%,34%,16%,0.12,-1.34,1.61,AA,5.70%,24
119,天康转债!,128030,2018-01-29,天康生物,2100,农业,129.02,-0.94%,-0.32%,9.94,-1.49%,35,4.10%,8.15,2.46,22.00%,121.96,5.80%,转股中,4.60年,2.60年,6.90%,8.40%,6.6,-2.93%,-3.41%,-3.02%,-7.77%,-7.98%,93.07,95.03,35.15,130.18,-0.90%,35%,15%,16%,0.85,0.75,0.95,AA,3.90%,14
120,太阳转债!,128029,2018-01-16,太阳纸业,2078,造纸包装印刷,104.373,-0.92%,0.88%,6.84,-0.15%,2.5,0.20%,8.75,1.79,-21.80%,78.17,33.50%,转股中,3.60年,1.60年,6.80%,5.30%,12,1.04%,0.60%,0.95%,-1.59%,-1.75%,93.74,92.27,5.73,98,6.50%,38%,30%,16%,0.27,-1.1,1.67,AA+,4.60%,12
121,赣锋转债!,128028,2018-01-19,赣锋锂业,2460,有色金属,100.609,0.68%,-0.38%,24.67,3.26%,5.6,0.60%,42.58,7.05,-42.10%,57.94,73.60%,转股中,4.60年,2.60年,2.90%,1.70%,9.3,1.95%,1.54%,1.87%,0.70%,0.51%,87.91,85.19,4.22,89.42,12.50%,70%,45%,17%,0.09,-2.24,2.61,AA,5.80%,18
122,铁汉转债!,123004,2018-01-26,铁汉生态,300197,城市公用设施,104.19,0.59%,-0.59%,3.59,0.00%,8.2,1.70%,3.99,1.47,-10.00%,89.97,15.80%,转股中,4.59年,2.59年,5.60%,5.10%,4.8,1.27%,0.85%,1.19%,-0.40%,-0.62%,91.22,90.23,13.24,103.47,0.70%,68%,16%,15%,0.58,-0.01,1.16,AA,4.60%,49
123,崇达转债,128027,2018-01-22,崇达技术,2815,电子,113.181,0.97%,-2.23%,14.89,-1.78%,6.4,0.70%,14.75,4.26,0.90%,100.95,12.10%,转股中,4.58年,2.58年,6.10%,6.20%,7.6,-0.47%,-0.90%,-0.56%,-3.29%,-3.51%,92.24,91.94,20.62,112.55,0.60%,63%,15%,16%,0.7,0.16,1.24,AA,4.20%,12
124,泰晶转债!,113503,2018-01-02,泰晶科技,603738,电子,99.59,0.06%,-0.37%,13.36,-0.96%,0.4,0.20%,17.99,4.81,-25.70%,74.26,34.10%,转股中,4.58年,2.58年,10.10%,7.50%,2.2,2.83%,2.30%,2.73%,1.39%,1.14%,90.05,89.9,6.16,96.06,3.70%,63%,22%,16%,0.32,-0.73,1.38,AA,5.20%,35
125,众兴转债!,128026,2018-01-03,众兴菌业,2772,农业,97.689,0.61%,-0.61%,8.82,0.00%,14,1.60%,11.64,1.71,-24.20%,75.77,28.90%,转股中,4.58年,2.58年,28.40%,21.50%,9.2,2.87%,2.41%,2.78%,2.11%,1.86%,89.55,87.5,8.11,95.61,2.20%,34%,20%,16%,0.36,-0.51,1.23,AA-,5.40%,46
126,蓝思转债!,123003,2018-01-17,蓝思科技,300433,电子,98.72,0.00%,-0.14%,7.14,-0.70%,8.2,0.20%,10.46,2.56,-31.70%,68.26,44.60%,转股中,4.56年,2.56年,17.10%,11.70%,48,2.51%,2.07%,2.42%,1.60%,1.37%,90.98,89.76,4.47,94.24,4.80%,87%,26%,16%,0.19,-0.84,1.24,AA+,4.70%,41
127,特一转债!,128025,2017-12-28,特一药业,2728,医药,111.9,0.91%,0.12%,16.41,1.36%,0.8,0.20%,15.45,3.24,6.20%,106.21,5.40%,转股中,4.56年,2.56年,10.30%,10.90%,3.4,-0.32%,-0.74%,-0.40%,-3.00%,-3.21%,92.15,91.67,25,116.67,-4.10%,36%,11%,17%,0.76,1.19,0.37,AA-,4.20%,32
128,宁行转债,128024,2018-01-12,宁波银行,2142,金融,127.8,-0.47%,0.83%,22.69,0.44%,96,1.20%,18.01,1.34,26.00%,125.99,1.40%,转股中,4.55年,无权,5.50%,6.90%,64.8,-3.48%,-3.83%,-3.55%,无权,无权,无权,93.05,40.73,133.78,-4.50%,31%,<2%,18%,0.81,1.74,-0.02,AAA,3.60%,40
129,亚太转债!,128023,2017-12-26,亚太股份,2284,汽车,93.98,0.40%,-0.43%,5.22,-0.76%,6.5,0.70%,10.34,2.94,-49.50%,50.48,86.20%,转股中,4.55年,2.55年,26.00%,13.10%,10,4.17%,3.63%,4.06%,3.57%,3.32%,88.52,87.37,2.01,89.38,5.10%,37%,33%,17%,0.04,-0.98,1.07,AA,5.90%,44
130,众信转债!,128022,2017-12-28,众信旅游,2707,旅游餐饮酒店,103.103,0.25%,-0.63%,6.32,-0.94%,0.3,0.00%,7.92,3.08,-20.20%,79.8,29.20%,转股中,4.54年,2.54年,12.50%,10.00%,7,1.52%,1.09%,1.44%,-0.02%,-0.24%,90.43,88.81,9.84,98.65,4.50%,57%,24%,17%,0.41,-0.84,1.69,AA,5.00%,10
131,兄弟转债!,128021,2017-12-27,兄弟科技,2562,医药,105.63,0.11%,0.13%,4.91,0.41%,7.7,1.40%,5.35,2.25,-8.20%,91.78,15.10%,转股中,4.54年,2.54年,11.40%,10.50%,5.1,0.98%,0.55%,0.89%,-0.92%,-1.14%,91.52,90.57,14.97,105.53,0.10%,68%,17%,16%,0.59,0.12,1.06,AA,4.50%,23
132,国祯转债!,123002,2017-12-25,国祯环保,300388,城市公用设施,117.693,-0.18%,0.26%,9.59,0.10%,0.4,0.10%,8.72,2.2,10.00%,109.98,7.00%,转股中,4.52年,2.52年,9.60%,10.60%,5.1,-1.45%,-1.86%,-1.53%,-4.85%,-5.06%,92.73,92.53,26.73,119.27,-1.30%,51%,15%,16%,0.79,0.71,0.87,AA,4.00%,13
133,生益转债!,110040,2017-12-11,生益科技,600183,电子,120.38,0.38%,-1.72%,12.76,-1.77%,8.3,0.40%,11.62,3.87,9.80%,109.81,9.60%,转股中,4.52年,无权,6.50%,7.10%,17.6,-1.95%,-2.35%,-2.03%,无权,无权,无权,93.19,26.15,119.35,0.90%,46%,16%,16%,0.75,0.35,1.15,AA+,3.90%,13
134,水晶转债!,128020,2017-12-12,水晶光电,2273,电子,103.201,0.20%,-0.33%,11.97,-0.42%,6,0.50%,16,3.7,-25.20%,74.81,37.90%,转股中,4.51年,2.51年,11.40%,8.50%,11.8,1.78%,1.29%,1.68%,-0.25%,-0.43%,89.59,89.09,6.42,95.51,8.10%,51%,29%,16%,0.32,-1.51,2.23,AA,5.20%,14
135,济川转债!,110038,2017-11-29,济川药业,600566,医药,109.8,-0.68%,0.52%,34.53,-0.35%,0.5,0.10%,40.04,5.56,-13.80%,86.24,27.30%,转股中,3.49年,1.49年,2.20%,1.90%,6.3,-0.26%,-0.73%,-0.36%,-4.61%,-4.78%,93.9,92.41,8.13,100.55,9.20%,36%,31%,15%,0.46,-1.61,2.67,AA,4.80%,17
136,嘉澳转债!,113502,2017-11-27,嘉澳环保,603822,城市公用设施,97.72,0.57%,-0.54%,25.39,0.36%,0.7,0.40%,45.27,4.65,-43.90%,56.09,74.20%,转股中,4.49年,2.49年,9.90%,5.60%,1.9,3.34%,2.79%,3.23%,2.17%,1.91%,88.13,86.44,3.35,89.79,8.80%,58%,38%,17%,0.08,-1.66,1.89,AA-,6.30%,47
137,久立转2!,128019,2017-12-01,久立特材,2318,石油天然气化工,109.4,0.44%,-0.28%,7.17,0.28%,0.6,0.10%,7.92,2.19,-9.50%,90.53,20.80%,转股中,4.48年,2.48年,17.20%,15.60%,10.4,0.19%,-0.24%,0.10%,-2.25%,-2.47%,91.6,90.55,14.87,105.42,3.80%,34%,23%,17%,0.56,-0.62,1.77,AA,4.60%,19
138,时达转债!,128018,2017-12-04,新时达,2527,机械装备制造,98.364,-0.25%,0.13%,5.87,-0.34%,5.9,0.70%,7.45,1.86,-21.20%,78.79,24.80%,转股中,4.47年,2.47年,24.20%,19.00%,8.8,2.75%,2.28%,2.66%,1.89%,1.63%,90.8,89.28,8.55,97.84,0.50%,35%,18%,16%,0.38,-0.07,0.83,AA,5.00%,49
139,小康转债!,113016,2017-11-21,小康股份,601127,汽车,98.33,0.46%,-0.43%,13.52,0.07%,3.1,0.40%,17.2,3.3,-21.40%,78.6,25.10%,转股中,4.47年,2.47年,6.90%,5.40%,8.8,2.76%,2.29%,2.67%,1.90%,1.65%,90.78,89.26,8.48,97.74,0.60%,40%,17%,16%,0.38,-0.09,0.84,AA,5.10%,32
