,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
序号,转债名称,转债代码,进展,股票名称,股票代码,行业,转债价格,涨跌,盘中套利,股价,涨跌,转债成交额,转债换手率,转股价格,CP/B,股价/转股价,转股价值,转股溢价率,距离转股日,剩余年限,回售年限,余额/市值,余额/股本,转债余额,税前收益率,税后收益率,加权收益率,税前回售收益,税后回售收益,回售价值,纯债价值,期权价值,内在价值,价值溢价,历史波动,隐含波动,预测波动,弹性,涨修正弹,跌修正弹,信用,折现率,热门度
11,参林转债,113533,2019-04-24,大参林,603233,医药,119.7,0.27%,-0.55%,57.12,-0.33%,22,1.80%,48.05,5.96,18.90%,118.88,0.70%,4月26天,5.88年,3.88年,4.40%,5.20%,10,-0.96%,-1.36%,-1.04%,-3.51%,-3.68%,89.03,90.88,37,127.88,-6.40%,46%,<2%,16%,0.85,1.88,-0.08,AA,3.90%,50
12,海环转债,113532,2019-04-24,海峡环保,603817,城市公用设施,103.13,0.30%,-0.30%,7.22,0.00%,2.2,0.50%,7.8,2.26,-7.40%,92.56,11.40%,4月25天,5.88年,3.88年,14.20%,13.10%,4.6,1.64%,1.22%,1.56%,0.16%,-0.02%,87.35,88.38,19.2,107.58,-4.10%,50%,12%,17%,0.64,0.89,0.42,AA,4.40%,33
13,亚药转债,128062,2019-04-24,亚太药业,2370,医药,108.155,0.39%,0.86%,17.25,1.71%,28,2.70%,16.3,3.4,5.80%,105.83,2.20%,4月24天,5.88年,3.88年,10.40%,11.00%,9.7,1.83%,1.23%,1.71%,-1.07%,-1.24%,87.93,94.81,24.01,118.82,-9.00%,59%,<2%,16%,0.73,2.13,-0.51,AA,4.20%,72
14,现代转债,110057,2019-04-30,现代制药,600420,医药,108.25,0.33%,0.93%,9.56,2.14%,36,2.00%,10.09,1.52,-5.30%,94.75,14.30%,4月24天,5.88年,3.88年,16.00%,15.20%,16.2,0.43%,0.09%,0.37%,-1.11%,-1.28%,89.44,89.96,18.85,108.8,-0.50%,48%,18%,16%,0.59,0.62,0.57,AAA,3.70%,42
15,百姓转债,113531,2019-04-22,老百姓,603883,医药,115.5,1.32%,1.50%,62.31,3.92%,6,1.60%,60.59,5.34,2.80%,102.84,12.30%,4月23天,4.87年,2.87年,1.80%,1.90%,3.3,-0.53%,-0.99%,-0.62%,-4.12%,-4.23%,89.78,92.32,20.89,113.21,2.00%,36%,22%,16%,0.72,-0.17,1.62,AA,4.20%,28
16,精测转债,123025,2019-04-19,精测电子,300567,电子,109.35,-0.54%,-0.94%,69.9,-2.31%,1.1,0.30%,75.88,10.04,-7.90%,92.12,18.70%,4月24天,5.87年,3.87年,3.30%,3.00%,3.8,1.30%,0.76%,1.19%,-1.22%,-1.41%,87.12,91.09,17.75,108.84,0.50%,73%,18%,17%,0.64,-0.26,1.55,AA-,4.60%,26
17,启明转债,128061,2019-04-24,启明星辰,2439,通信互联网,110.441,0.22%,-1.16%,25.28,-1.63%,6.3,0.50%,28.33,7.16,-10.80%,89.23,23.80%,4月24天,5.86年,3.86年,4.60%,4.10%,10.5,1.20%,0.65%,1.09%,-1.54%,-1.72%,86.89,91.54,14.64,106.18,4.00%,43%,20%,16%,0.58,-0.86,2.06,AA,4.60%,35
18,大丰转债,113530,2019-04-18,大丰实业,603081,建筑,99.97,0.21%,-0.74%,13.33,-1.26%,6.8,1.10%,16.88,3.83,-21.00%,78.97,26.60%,4月18天,5.86年,3.86年,11.80%,9.30%,6.3,3.52%,2.85%,3.39%,0.97%,0.78%,85.69,92.39,9,101.39,-1.40%,54%,14%,16%,0.42,0.03,0.81,AA,5.00%,28
19,中装转债,128060,2019-04-15,中装建设,2822,建筑,100.233,0.13%,-0.13%,5.5,0.00%,3.6,0.70%,6.24,1.7,-11.90%,88.14,13.70%,4月24天,5.86年,3.86年,15.90%,14.00%,5.3,2.15%,1.73%,2.07%,0.88%,0.69%,87.09,87.98,16.47,104.44,-4.00%,67%,12%,17%,0.6,0.82,0.4,AA,4.50%,63
20,招路转债,127012,2019-04-30,招商公路,1965,机场高速港口,101.74,0.28%,0.24%,8.23,0.98%,117,2.30%,9.34,1.24,-11.90%,88.12,15.50%,4月16天,5.85年,3.85年,9.80%,8.70%,50,1.08%,0.81%,1.03%,0.08%,-0.02%,88.12,87.58,14.37,101.94,-0.20%,37%,16%,15%,0.53,0.47,0.59,AAA,3.70%,76
21,岱勒转债,123024,2019-04-17,岱勒新材,300700,机械装备制造,99.501,0.42%,0.27%,21.13,1.29%,2,0.90%,24.9,3.86,-15.10%,84.86,17.30%,4月13天,4.85年,2.85年,12.10%,10.20%,2.1,2.77%,2.25%,2.66%,0.88%,0.74%,87.87,89.16,12.77,101.93,-2.40%,67%,16%,18%,0.53,0.27,0.79,A+,5.20%,21
22,迪森转债,123023,2019-04-16,迪森股份,300335,能源电力,101.85,-0.03%,0.21%,6.71,0.30%,4.1,0.70%,7.39,1.93,-9.20%,90.8,12.20%,4月13天,5.84年,4.84年,24.60%,22.40%,6,2.19%,1.70%,2.09%,0.74%,0.52%,85.15,89.76,18.15,107.92,-5.60%,41%,12%,18%,0.61,1.11,0.16,AA,4.50%,36
23,亨通转债,110056,2019-04-16,亨通光电,600487,通信互联网,97.12,-1.43%,0.82%,16.01,-1.54%,63,3.70%,21.79,3.22,-26.50%,73.47,32.20%,4月11天,5.84年,3.84年,5.70%,4.20%,17.3,3.00%,2.52%,2.91%,1.64%,1.46%,85.31,86.94,7.9,94.83,2.40%,46%,21%,16%,0.4,-0.69,1.5,AA+,5.00%,51
24,通威转债,110054,2019-04-10,通威股份,600438,农业,133.68,-0.67%,-1.25%,16.18,-2.24%,75,1.10%,12.44,3.17,30.10%,130.06,2.80%,4月8天,5.84年,3.84年,8.00%,10.40%,50,-2.50%,-2.96%,-2.60%,-6.12%,-6.29%,90.12,93.86,44.74,138.59,-3.50%,61%,<2%,16%,0.86,1.42,0.35,AA+,3.70%,19
25,长信转债,123022,2019-04-10,长信科技,300088,通信互联网,105.6,0.02%,0.27%,5.19,0.58%,1.8,0.10%,6.38,2.81,-18.70%,81.35,29.80%,4月9天,5.84年,3.84年,10.30%,8.40%,12.3,1.54%,1.07%,1.45%,-0.43%,-0.62%,86.4,88.45,11.39,99.84,5.80%,79%,25%,16%,0.51,-1.24,2.33,AA,4.70%,13
26,伊力转债,110055,2019-04-04,伊力特,600197,食品饮料,115.96,0.62%,-0.45%,17.7,0.23%,30,3.00%,17.6,2.95,0.60%,100.57,15.30%,4月9天,5.83年,3.83年,11.20%,11.30%,8.8,-0.07%,-0.54%,-0.16%,-2.71%,-2.90%,88.38,91.28,22.41,113.69,2.00%,42%,19%,16%,0.72,-0.25,1.69,AA,4.20%,29
27,苏银转债,110053,2019-04-03,江苏银行,600919,金融,107.81,-0.38%,0.11%,7.43,-0.54%,264,1.20%,7.9,0.87,-5.90%,94.05,14.60%,4月6天,5.83年,无权,23.30%,21.90%,200,1.80%,1.20%,1.68%,无权,无权,无权,96.8,18.18,114.98,-6.20%,25%,11%,18%,0.51,1.75,-0.59,AAA,3.70%,64
28,浙商转债,113022,2019-03-28,浙商证券,601878,金融,106.9,-0.50%,0.47%,9.16,-0.11%,19,0.50%,12.53,3,-26.90%,73.1,46.20%,4月5天,5.82年,无权,11.50%,8.40%,35,0.50%,0.18%,0.44%,无权,无权,无权,88.72,8.55,97.27,9.90%,50%,33%,18%,0.34,-1.56,2.35,AAA,3.80%,33
29,绝味转债,113529,2019-04-02,绝味食品,603517,食品饮料,122.3,-0.25%,0.25%,48.2,0.00%,23,1.90%,40.52,5.19,19.00%,118.95,2.80%,4月2天,5.82年,3.82年,5.10%,6.00%,10,-0.58%,-1.12%,-0.69%,-4.07%,-4.24%,89.17,94.94,34.23,129.17,-5.30%,46%,<2%,16%,0.83,1.53,0.19,AA,3.90%,21
30,视源转债,128059,2019-04-02,视源股份,2841,电子,116.02,0.55%,-0.54%,78.7,0.03%,7.6,0.70%,75.71,13.73,3.90%,103.95,11.60%,4月2天,5.82年,3.82年,1.80%,1.90%,9.4,-0.26%,-0.70%,-0.35%,-2.78%,-2.95%,88.49,90.74,25.16,115.91,0.10%,55%,16%,16%,0.75,0.18,1.31,AA,4.10%,15
31,中鼎转2,127011,2019-04-04,中鼎股份,887,汽车,108.408,0.41%,1.29%,10.55,3.23%,2.1,0.20%,11.99,1.73,-12.00%,87.99,23.20%,4月2天,5.81年,3.81年,9.30%,8.20%,12,1.15%,0.66%,1.05%,-1.04%,-1.23%,88.46,91.49,14.84,106.33,2.00%,42%,22%,17%,0.53,-0.23,1.28,AA+,4.20%,21
32,拓邦转债,128058,2019-04-08,拓邦股份,2139,电子,113.9,1.00%,-0.41%,5.88,0.86%,3,0.50%,5.64,2.59,4.30%,104.26,9.30%,3月29天,5.81年,3.81年,9.60%,10.00%,5.7,1.36%,0.68%,1.23%,-2.07%,-2.30%,89.05,97.05,22.37,119.42,-4.60%,59%,10%,16%,0.7,1.09,0.33,AA,4.30%,38
33,博彦转债,128057,2019-04-02,博彦科技,2649,计算机及应用,115,6.48%,1.62%,9.86,10.00%,174,27.10%,8.81,1.89,11.90%,111.92,2.80%,3月27天,5.80年,3.80年,11.10%,12.40%,5.8,0.39%,-0.14%,0.29%,-2.50%,-2.69%,88.99,93.69,29.47,123.16,-6.60%,74%,8%,16%,0.81,1.69,0.01,AA-,4.10%,50
34,贵广转债,110052,2019-03-29,贵广网络,600996,传媒娱乐,115.6,-0.85%,-0.89%,9.04,-2.38%,32,1.70%,8.13,1.81,11.20%,111.19,4.00%,3月27天,5.80年,3.80年,17.00%,18.90%,16,0.51%,-0.06%,0.40%,-2.58%,-2.78%,89.78,95.73,27.89,123.62,-6.50%,43%,<2%,16%,0.73,1.85,-0.27,AA+,3.90%,33
35,万信转2,123021,2019-03-25,万达信息,300168,计算机及应用,112.776,-0.37%,-0.03%,13.78,-0.58%,5,0.40%,13.62,4.12,1.20%,101.17,11.50%,3月24天,5.80年,3.80年,7.90%,8.00%,12,0.84%,0.29%,0.73%,-2.09%,-2.27%,88.14,93.34,21.46,114.8,-1.80%,49%,15%,16%,0.7,0.48,0.92,AA,4.30%,23
36,中信转债,113021,2019-03-19,中信银行,601998,金融,105,-0.29%,0.35%,5.9,0.17%,47,0.10%,7.45,0.87,-20.80%,79.19,32.60%,3月27天,5.80年,无权,13.90%,11.00%,400,2.25%,1.66%,2.13%,无权,无权,无权,96.32,9.14,105.46,-0.40%,23%,18%,17%,0.35,0.36,0.35,AAA,3.80%,53
37,富祥转债,123020,2019-03-29,富祥股份,300497,医药,110.91,0.71%,-0.24%,18.96,0.64%,4.9,1.10%,18.05,3.67,5.00%,105.04,5.60%,3月25天,5.79年,3.79年,9.90%,10.40%,4.2,1.56%,0.93%,1.43%,-1.53%,-1.74%,88.64,95.48,23.46,118.94,-6.80%,64%,7%,16%,0.74,1.51,0.04,AA-,4.30%,53
38,长城转债,113528,2019-03-20,长城科技,603897,机械装备制造,100.85,0.44%,0.25%,21.05,1.20%,2,0.30%,24.18,2.51,-12.90%,87.06,15.80%,3月25天,5.79年,3.79年,16.90%,14.70%,6.3,2.83%,2.25%,2.71%,0.90%,0.68%,87.02,90.67,14.76,105.43,-4.30%,55%,13%,17%,0.57,0.67,0.49,AA-,4.80%,33
39,今飞转债,128056,2019-03-22,今飞凯达,2863,汽车,102.185,0.18%,-0.88%,6.28,-1.10%,3.6,1.00%,6.8,2.66,-7.60%,92.35,10.60%,3月22天,5.79年,3.79年,15.60%,14.40%,3.7,3.12%,2.45%,2.99%,0.64%,0.40%,87.31,93.38,16.95,110.33,-7.40%,71%,7%,17%,0.63,1.28,0.05,A+,4.80%,47
40,中天转债,110051,2019-03-22,中天科技,600522,通信互联网,106.69,0.67%,0.45%,9.28,1.98%,22,0.50%,10.29,1.62,-9.80%,90.18,18.30%,3月22天,5.79年,3.79年,13.90%,12.60%,39.7,1.22%,0.77%,1.13%,-0.70%,-0.88%,88.52,90.74,15.58,106.32,0.30%,64%,18%,16%,0.57,0.12,1.02,AA+,4.10%,32
41,长青转2,128055,2019-04-03,长青股份,2391,石油天然气化工,122.35,-0.37%,4.04%,9.91,4.10%,560,50.10%,7.41,0.8,33.70%,133.74,-8.50%,3月21天,5.78年,3.78年,17.10%,22.90%,9.1,-1.01%,-1.48%,-1.10%,-4.07%,-4.25%,90.03,93.69,47.99,141.67,-13.60%,41%,<2%,16%,0.9,3.88,-1.59,AA,3.80%,49
42,中来转债,123019,2019-03-22,中来股份,300393,能源电力,103.927,0.27%,-0.59%,18.14,-0.60%,5.2,0.50%,20.41,1.92,-11.10%,88.88,16.90%,3月17天,5.78年,3.78年,23.10%,20.50%,10,3.30%,2.55%,3.15%,0.22%,-0.02%,86.97,95.3,14.99,110.3,-5.80%,48%,11%,18%,0.53,0.93,0.17,AA-,4.90%,59
43,中宠转债,128054,2019-03-14,中宠股份,2891,农业,106.89,2.04%,1.59%,35.03,5.32%,1.6,0.80%,37.97,4.73,-7.70%,92.26,15.90%,3月7天,5.75年,3.75年,5.50%,5.10%,1.9,1.40%,0.90%,1.30%,-0.72%,-0.91%,87.26,89.65,17.51,107.16,-0.30%,48%,19%,16%,0.68,-0.15,1.52,A+,4.60%,23
44,尚荣转债,128053,2019-03-07,尚荣医疗,2551,医药,109.53,0.30%,0.73%,5.37,1.32%,11,1.30%,4.94,1.49,8.70%,108.7,0.80%,3月5天,5.75年,3.75年,19.80%,21.50%,7.5,0.91%,0.43%,0.82%,-1.38%,-1.56%,88.98,92.15,27.78,119.93,-8.70%,43%,<2%,16%,0.78,2.22,-0.49,AA,4.10%,81
45,维格转债,113527,2019-02-19,维格娜丝,603518,服装纺织,102.41,0.57%,-0.23%,13.91,0.58%,5,0.60%,14.96,1.11,-7.00%,92.98,10.10%,2月14天,5.69年,3.69年,29.80%,27.70%,7.5,2.99%,2.34%,2.86%,0.41%,0.21%,87.84,94.24,17.4,111.64,-8.30%,39%,8%,18%,0.59,1.73,-0.43,AA,4.50%,55
46,联泰转债,113526,2019-02-18,联泰环保,603797,城市公用设施,113.92,0.36%,0.27%,14.32,0.77%,1.2,0.30%,12.31,2.37,16.30%,116.33,-2.10%,2月13天,5.69年,3.69年,12.80%,14.90%,3.9,-0.45%,-0.80%,-0.52%,-2.45%,-2.63%,89.29,89.41,37.11,126.52,-10.00%,49%,<2%,18%,0.81,2.68,-0.81,AA,4.00%,26
47,平银转债,127010,2019-02-18,平安银行,1,金融,119.369,0.31%,-0.68%,12.85,-0.54%,225,0.70%,11.77,0.89,9.20%,109.18,9.30%,2月9天,5.68年,无权,11.80%,12.90%,260,-0.21%,-0.76%,-0.32%,无权,无权,无权,96.68,26.7,123.38,-3.20%,30%,11%,16%,0.68,1.3,0.11,AAA,3.70%,55
48,冰轮转债,127009,2019-02-21,冰轮环境,811,机械装备制造,136.62,-1.00%,0.05%,8.76,-1.02%,41,5.80%,5.52,1.2,58.70%,158.7,-13.90%,2月2天,5.66年,3.66年,8.90%,14.10%,5.1,-3.00%,-3.46%,-3.09%,-6.98%,-7.15%,90.59,94.46,70.66,165.12,-17.30%,45%,<2%,17%,0.94,5.12,-2.38,AA,3.70%,29
49,凯龙转债,128052,2019-01-21,凯龙股份,2783,石油天然气化工,175.79,-2.82%,-1.72%,14.68,-4.68%,315,53.50%,6.97,1.6,111%,210.62,-16.50%,41天,5.60年,3.60年,6.70%,14.20%,3.3,-7.35%,-7.78%,-7.44%,-12.60%,-12.80%,91.27,95.29,120.6,215.89,-18.60%,80%,<2%,17%,0.97,5.69,-2.7,AA,3.60%,37
50,溢利转债,123018,2019-01-23,溢多利,300381,医药,113.032,1.05%,-0.79%,9.75,0.31%,7.4,1.00%,8.41,1.69,15.90%,115.93,-2.50%,40天,5.60年,3.60年,16.80%,19.40%,6.7,0.36%,-0.13%,0.26%,-2.26%,-2.45%,89.64,92.9,33.71,126.6,-10.70%,77%,<2%,17%,0.83,2.74,-0.83,AA-,4.00%,45
51,佳都转债!,110050,2019-01-21,佳都科技,600728,计算机及应用,129.03,1.76%,-0.03%,10.55,1.93%,70,6.30%,7.95,3.11,32.70%,132.7,-2.80%,39天,5.59年,3.59年,5.10%,6.80%,8.8,-2.18%,-2.62%,-2.27%,-5.67%,-5.85%,90.47,93.35,47.04,140.38,-8.10%,42%,<2%,16%,0.9,2.45,-0.48,AA,3.80%,28
52,海尔转债,110049,2019-01-18,青岛海尔,600690,家电,120.93,1.02%,-0.51%,16.38,0.68%,49,1.30%,14.55,2.31,12.60%,112.58,7.40%,39天,5.59年,3.59年,2.90%,3.20%,30.1,-1.71%,-2.03%,-1.77%,-4.09%,-4.25%,90.64,90.47,31.76,122.23,-1.10%,32%,15%,16%,0.75,0.9,0.62,AAA,3.60%,29
53,台华转债,113525,2019-01-11,台华新材,603055,服装纺织,110.95,-0.86%,-1.45%,11.32,-3.41%,1.4,0.20%,11.56,2.48,-2.10%,97.92,13.30%,35天,5.59年,3.59年,8.50%,8.40%,5.3,0.70%,0.21%,0.60%,-1.78%,-1.97%,88.72,91.48,20.8,112.28,-1.20%,46%,14%,17%,0.67,0.35,1,AA,4.30%,8
54,奇精转债,113524,2019-01-07,奇精机械,603677,家电,102.48,-0.05%,-0.20%,13.16,-0.45%,0.8,0.20%,14.76,2.94,-10.80%,89.16,14.90%,34天,5.58年,3.58年,12.80%,11.40%,3.3,2.66%,2.06%,2.54%,0.35%,0.15%,87.81,92.41,15.47,107.88,-5.00%,60%,12%,18%,0.55,0.98,0.17,AA,4.60%,46
55,光华转债!,128051,2019-01-09,光华科技,2741,汽车,99.855,-0.15%,-0.12%,13.24,-0.60%,1.3,0.50%,17.03,5.22,-22.30%,77.75,28.40%,34天,5.58年,3.58年,5.00%,3.90%,2.5,2.78%,2.25%,2.68%,1.19%,0.96%,86.73,88.35,10.14,98.49,1.40%,37%,20%,17%,0.46,-0.53,1.46,AA-,5.10%,22
56,钧达转债,128050,2018-12-27,钧达股份,2865,汽车,108.284,0.77%,-0.95%,22.95,-0.26%,23,6.60%,21.74,3.17,5.60%,105.57,2.60%,28天,5.57年,3.57年,11.50%,12.10%,3.2,2.53%,1.78%,2.38%,-0.98%,-1.20%,89.02,98.02,23.81,121.83,-11.10%,66%,<2%,18%,0.69,2.5,-0.89,AA-,4.40%,82
57,伟明转债!,113523,2018-12-26,伟明环保,603568,城市公用设施,112,0.18%,1.96%,25.91,2.78%,28,3.70%,23.92,5.22,8.30%,108.32,3.40%,28天,5.57年,3.57年,3.80%,4.10%,6.7,0.53%,0.04%,0.43%,-2.03%,-2.22%,89.56,92.73,26.93,119.66,-6.40%,43%,10%,16%,0.77,1.68,-0.05,AA,4.10%,22
58,福能转债,110048,2018-12-28,福能股份,600483,能源电力,112.81,0.45%,0.39%,8.37,1.33%,2.6,0.10%,8.69,1.18,-3.70%,96.32,17.10%,28天,5.56年,3.56年,21.80%,21.00%,28.3,0.24%,-0.22%,0.15%,-2.23%,-2.42%,89.61,91.99,18.67,110.65,1.90%,29%,21%,16%,0.62,-0.1,1.35,AA+,4.10%,12
59,华源转债,128049,2018-12-20,华源控股,2787,造纸包装印刷,106.8,0.28%,1.23%,7.88,2.07%,18,4.20%,7.57,1.58,4.10%,104.1,2.60%,17天,5.53年,3.53年,16.30%,17.00%,4,1.49%,0.97%,1.38%,-0.71%,-0.92%,89.17,92.07,25.98,118.05,-9.50%,75%,<2%,18%,0.73,2.2,-0.56,AA-,4.30%,59
60,旭升转债,113522,2018-12-11,旭升股份,603305,汽车,104.98,0.48%,0.84%,24.77,2.87%,4.7,1.10%,29.86,8.27,-17.00%,82.95,26.60%,11天,5.52年,3.52年,4.20%,3.50%,4.2,2.55%,1.89%,2.41%,-0.31%,-0.51%,87.33,93.09,10.11,103.19,1.70%,63%,21%,16%,0.46,-0.49,1.42,AA,4.80%,23
61,山鹰转债,110047,2018-12-10,山鹰纸业,600567,造纸包装印刷,110.3,0.15%,-0.35%,3.55,-0.28%,44,1.70%,3.34,1.15,6.30%,106.29,3.80%,10天,5.52年,3.52年,14.10%,15.00%,23,1.33%,0.74%,1.21%,-1.64%,-1.84%,90.1,96.01,23.53,119.54,-7.70%,30%,<2%,16%,0.69,2.06,-0.52,AA+,4.00%,67
62,寒锐转债,123017,2018-12-24,寒锐钴业,300618,有色金属,104.7,1.16%,0.63%,68.33,3.23%,19,4.20%,81.49,9.27,-16.10%,83.85,24.90%,9天,5.51年,3.51年,3.40%,2.80%,4.4,1.10%,0.72%,1.03%,-0.29%,-0.48%,87.2,86.04,13.73,99.77,4.90%,77%,24%,16%,0.55,-1.04,2.21,AA-,4.80%,41
63,圆通转债,110046,2018-12-18,圆通速递,600233,交通运输,119.48,-0.43%,0.00%,12.71,-0.55%,32,0.70%,10.89,2.75,16.70%,116.71,2.40%,9天,5.51年,3.51年,10.20%,11.80%,36.5,-0.61%,-1.11%,-0.71%,-3.72%,-3.92%,90.84,94.43,32.69,127.12,-6.00%,60%,<2%,16%,0.79,1.84,-0.16,AA+,3.80%,36
64,桐昆转债!,113020,2018-12-12,桐昆股份,601233,服装纺织,119.06,0.22%,0.56%,13.94,1.01%,96,2.10%,12.51,1.44,11.40%,111.43,6.80%,6.3天,5.51年,3.51年,15.00%,16.70%,38,-0.94%,-1.37%,-1.03%,-3.74%,-3.92%,90.28,92.2,29.61,121.81,-2.30%,48%,15%,16%,0.77,0.97,0.58,AA+,3.80%,29
65,特发转债,127008,2018-12-25,特发信息,70,通信互联网,215.8,-0.28%,-2.49%,13.12,-2.81%,566,62.00%,5.61,1.55,134%,233.87,-7.70%,5.3天,4.50年,2.50年,5.10%,11.90%,4.2,-12.80%,-13.10%,-12.80%,-16.10%,-16.20%,93.24,95.55,141.61,237.17,-9.00%,61%,<2%,17%,0.99,3.04,-0.8,AA,3.50%,50
66,科森转债!,113521,2018-12-07,科森科技,603626,通信互联网,107.08,0.95%,1.83%,9,4.05%,8.3,1.30%,8.95,2.09,0.60%,100.56,6.50%,5.3天,5.50年,3.50年,16.30%,16.40%,6.1,1.45%,0.93%,1.34%,-0.79%,-1.00%,89.36,92.31,23.21,115.53,-7.30%,64%,11%,18%,0.69,1.7,-0.23,AA,4.30%,62
67,张行转债,128048,2018-11-29,张家港行,2839,金融,113.75,0.22%,-0.11%,6.4,0.16%,11,0.40%,6.06,1.12,5.60%,105.61,7.70%,转股中,5.49年,无权,21.60%,22.80%,25,0.09%,-0.38%,0.00%,无权,无权,无权,92.69,26.48,119.17,-4.50%,55%,12%,18%,0.69,1.34,0.09,AA+,4.00%,27
68,百合转债,113520,2018-11-26,梦百合,603313,其他,125.74,0.63%,-0.19%,23.9,0.50%,9.5,1.60%,18.96,2.56,26.10%,126.05,-0.20%,转股中,5.48年,3.48年,8.00%,10.10%,4.6,-1.54%,-2.03%,-1.64%,-5.12%,-5.31%,90.75,94.41,40.56,134.97,-6.80%,42%,<2%,16%,0.88,2.01,-0.14,AA-,3.90%,19
69,洲明转债,123016,2018-12-03,洲明科技,300232,电子,123.68,-1.21%,-0.04%,11.44,-1.46%,3.7,0.50%,9.45,3.13,21.10%,121.06,2.20%,转股中,5.48年,3.48年,6.30%,7.60%,5.5,-1.22%,-1.72%,-1.32%,-4.62%,-4.83%,90.79,94.2,36.48,130.67,-5.40%,69%,<2%,16%,0.86,1.6,0.17,AA-,3.90%,23
