,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
序号,转债名称,转债代码,进展,股票名称,股票代码,行业,转债价格,涨跌,盘中套利,股价,涨跌,转债成交额,转债换手率,转股价格,CP/B,股价/转股价,转股价值,转股溢价率,距离转股日,剩余年限,回售年限,余额/市值,余额/股本,转债余额,税前收益率,税后收益率,加权收益率,税前回售收益,税后回售收益,回售价值,纯债价值,期权价值,内在价值,价值溢价,历史波动,隐含波动,预测波动,弹性,涨修正弹,跌修正弹,信用,折现率,热门度
69,百合转债,113520,2018-11-26,梦百合,603313,其他,126.86,-2.50%,-0.77%,24.14,-3.75%,17,2.90%,18.96,2.56,27.30%,127.32,-0.40%,转股中,5.46年,3.46年,7.80%,9.90%,4.5,-1.70%,-2.20%,-1.80%,-5.38%,-5.57%,84.42,84.76,51.38,136.14,-6.80%,42%,<2%,16%,0.87,2.06,-0.2,AA-,6.00%,18
70,洲明转债,123016,2018-12-03,洲明科技,300232,电子,117,-1.71%,-3.60%,10.57,-6.71%,7.5,1.20%,9.45,3.13,11.90%,111.85,4.60%,转股中,5.46年,3.46年,6.80%,7.60%,5.5,-0.19%,-0.71%,-0.30%,-3.16%,-3.37%,84.68,84.88,38.14,123.02,-4.90%,69%,<2%,16%,0.79,1.4,0.24,AA-,6.00%,20
71,长久转债,113519,2018-11-30,长久物流,603569,交通运输,106.37,-1.51%,0.13%,11.19,-2.61%,2.5,0.30%,11.99,2.71,-6.70%,93.33,14.00%,转股中,5.46年,3.46年,11.20%,10.40%,7,2.38%,1.71%,2.24%,-0.60%,-0.82%,87.42,92.92,19.14,112.07,-5.10%,52%,11%,17%,0.53,1.26,-0.14,AA,5.00%,15
72,光电转债,128047,2018-12-07,中航光电,2179,机械装备制造,117.88,-0.10%,-2.46%,33.42,-3.47%,5.8,0.40%,30.87,4.02,8.30%,108.26,8.90%,转股中,5.45年,3.45年,3.80%,4.10%,13,-1.28%,-1.61%,-1.35%,-3.56%,-3.73%,88.37,86.9,31.66,118.57,-0.60%,38%,12%,16%,0.74,0.7,0.79,AA+,4.50%,9
73,利尔转债!,128046,2018-11-09,利尔化学,2258,石油天然气化工,102.7,-0.44%,-0.85%,13.82,-3.76%,4,0.50%,18.62,3.34,-25.80%,74.22,38.40%,转股中,5.40年,3.40年,11.80%,8.70%,8.5,1.87%,1.41%,1.78%,0.30%,0.09%,87.38,87.52,9.36,96.88,6.00%,40%,24%,16%,0.34,-1.11,1.84,AA,5.00%,12
74,顾家转债,113518,2018-10-09,顾家家居,603816,其他,104.61,-0.39%,-1.19%,41.95,-3.92%,1.6,0.10%,52.2,4.77,-19.60%,80.36,30.20%,转股中,5.31年,3.31年,6.10%,4.90%,11,1.89%,1.36%,1.78%,-0.23%,-0.44%,87.79,89.48,11.64,101.12,3.50%,39%,20%,16%,0.4,-0.57,1.39,AA,5.00%,13
75,机电转债,128045,2018-09-14,中航机电,2013,航空航天,112,-0.42%,-0.56%,7.04,-1.81%,5.9,0.20%,7.66,3.06,-8.10%,91.91,21.90%,转股中,5.26年,3.26年,8.30%,7.60%,21,-0.35%,-0.70%,-0.42%,-2.29%,-2.48%,90.58,89.83,17.11,106.95,4.70%,54%,23%,16%,0.54,-0.46,1.56,AAA,4.00%,14
76,岭南转债!,128044,2018-09-04,岭南股份,2717,城市公用设施,100,-0.18%,-0.11%,7.17,-0.69%,0.4,0.10%,8.96,2.08,-20.00%,80.02,25.00%,转股中,5.23年,3.23年,9.00%,7.20%,6.6,2.25%,1.81%,2.16%,1.06%,0.85%,87.93,87.31,12.16,99.47,0.50%,65%,17%,16%,0.41,0.03,0.79,AA,5.00%,33
77,蓝盾转债!!,123015,2018-09-13,蓝盾股份,300297,计算机及应用,113.506,-1.41%,-1.02%,6.31,-2.62%,3.6,3.10%,5.82,1.52,8.40%,108.42,4.70%,转股中,5.22年,3.22年,1.30%,1.40%,1,-0.04%,-0.50%,-0.13%,-2.63%,-2.84%,88.14,88.29,20.21,108.5,4.60%,38%,56%,16%,0.93,0.06,1.79,AA,5.00%,27
78,曙光转债!,113517,2018-08-23,中科曙光,603019,计算机及应用,122,-1.91%,-2.78%,39.86,-6.32%,15,1.10%,36.53,6.34,9.10%,109.12,11.80%,转股中,5.20年,3.20年,3.10%,3.40%,11.2,-1.44%,-1.89%,-1.53%,-4.73%,-4.93%,88.22,88.37,31.74,120.11,1.60%,53%,15%,16%,0.74,0.17,1.31,AA,5.00%,7
79,东音转债!!,128043,2018-08-27,东音股份,2793,机械装备制造,143.04,-6.06%,0.41%,15.7,-5.65%,109,35.80%,11.13,2.75,41.10%,141.06,1.40%,转股中,5.19年,3.19年,6.50%,9.20%,2.1,-4.11%,-4.60%,-4.21%,-9.18%,-9.36%,85.56,85.9,55.16,141.06,1.40%,69%,99%,17%,1,0.71,1.28,AA-,6.00%,32
80,苏农转债,113516,2018-08-20,苏农银行,603323,金融,109.5,-0.45%,-0.08%,6.02,-0.99%,1.2,0.10%,6.34,0.94,-5.00%,94.95,15.30%,转股中,5.19年,无权,13.10%,12.40%,12.9,1.07%,0.53%,0.96%,无权,无权,无权,92.46,20.18,112.64,-2.80%,48%,15%,18%,0.54,0.92,0.21,AA+,4.50%,27
81,凯发转债!,123014,2018-08-21,凯发电气,300407,能源电力,103,-1.11%,-1.15%,7.44,-3.75%,1.3,0.40%,8.15,2.28,-8.70%,91.29,12.80%,转股中,4.18年,2.18年,15.10%,13.80%,3.2,1.50%,1.06%,1.41%,-0.31%,-0.50%,86.41,81.34,23.87,105.21,-2.10%,64%,14%,18%,0.6,0.38,0.83,A+,7.50%,16
82,凯中转债!,128042,2018-09-03,凯中精密,2823,能源电力,97.8,-1.71%,1.01%,9.71,-2.41%,4.8,1.20%,13.25,3.14,-26.70%,73.28,33.50%,转股中,5.18年,3.18年,14.70%,10.80%,4.2,3.64%,3.02%,3.52%,1.81%,1.58%,88.3,91.56,8.05,99.6,-1.80%,66%,17%,17%,0.29,0.4,0.2,AA,5.00%,48
83,横河转债!,123013,2018-08-20,横河模具,300539,机械装备制造,106.9,-1.04%,-2.26%,9.14,-4.59%,0.8,1.90%,9.26,4.24,-1.30%,98.7,8.30%,转股中,5.17年,3.17年,1.90%,1.90%,0.4,1.72%,1.14%,1.60%,-0.64%,-0.91%,82.5,80.95,32.54,113.48,-5.80%,76%,<2%,17%,0.72,1.14,0.33,A+,7.50%,28
84,高能转债,113515,2018-08-27,XD高能环,603588,城市公用设施,112.01,-0.88%,-0.03%,9.58,-1.34%,3.7,0.40%,9.33,2.4,2.70%,102.68,9.10%,转股中,5.17年,3.17年,11.60%,11.90%,7.5,0.23%,-0.24%,0.13%,-2.28%,-2.49%,88.35,88.5,26.72,115.22,-2.80%,67%,13%,16%,0.69,0.96,0.44,AA,5.00%,29
85,万顺转债,123012,2018-08-29,万顺新材,300057,造纸包装印刷,109.006,-1.36%,0.34%,5.62,-1.40%,0.3,0.20%,5.36,0.9,4.90%,104.85,4.00%,转股中,5年57天,3年57天,4.50%,4.80%,1.7,0.41%,0.01%,0.33%,-1.48%,-1.69%,85.71,82.96,34.32,117.28,-7.10%,41%,<2%,18%,0.73,1.84,-0.27,AA-,6.00%,22
86,威帝转债,113514,2018-08-13,威帝股份,603023,汽车,100.74,-0.47%,-0.51%,5.43,-1.63%,1,0.50%,5.92,3.54,-8.30%,91.72,9.80%,转股中,4年57天,2年57天,10.20%,9.40%,2,2.51%,1.98%,2.40%,0.65%,0.45%,86.53,82.94,23.24,106.18,-5.10%,70%,11%,18%,0.6,1,0.24,A+,7.50%,46
87,德尔转债,123011,2018-08-14,德尔股份,300473,汽车,98.671,-0.78%,-0.71%,29.3,-3.11%,1.3,0.20%,34.96,1.99,-16.20%,83.81,17.70%,转股中,5年55天,2.66年,18.00%,15.10%,5.6,3.55%,2.91%,3.42%,1.66%,1.42%,87.8,87.72,16.33,104.05,-5.20%,41%,10%,17%,0.48,0.97,0.03,AA-,6.00%,44
88,盛路转债!!,128041,2018-08-14,盛路通信,2446,通信互联网,143.071,-4.49%,-1.00%,9.83,-5.48%,17,12.50%,6.88,1.72,42.90%,142.88,0.10%,转股中,5年54天,3年54天,1.00%,1.50%,0.9,-4.15%,-4.65%,-4.25%,-9.27%,-9.46%,88.65,90.35,52.52,142.88,0.10%,53%,<2%,16%,1,0.97,1.03,AA,5.00%,13
89,海澜转债!,110045,2018-07-31,海澜之家,600398,服装纺织,101.61,0.01%,-0.74%,8.58,-2.72%,2.1,0.10%,12.02,4,-28.60%,71.38,42.30%,转股中,5年50天,3年50天,7.80%,5.60%,30,1.93%,1.49%,1.84%,0.36%,0.19%,89.01,89.57,6.24,95.81,6.00%,30%,25%,16%,0.27,-1.02,1.59,AA+,4.50%,38
90,安井转债,113513,2018-07-31,安井食品,603345,食品饮料,126.91,-1.67%,0.28%,45.25,-1.59%,18,4.40%,35.46,3.85,27.60%,127.61,-0.50%,转股中,5年49天,3年49天,3.20%,4.10%,3.2,-2.26%,-2.70%,-2.35%,-6.01%,-6.20%,85.63,84.36,51.13,135.49,-6.30%,51%,<2%,16%,0.88,2,-0.13,AA-,6.00%,20
91,博世转债!,123010,2018-08-14,博世科,300422,城市公用设施,100.3,-0.18%,-0.87%,9.57,-2.64%,2.3,0.50%,12.45,3.01,-23.10%,76.87,30.50%,转股中,5年42天,3年42天,12.60%,9.70%,4.3,2.46%,1.97%,2.36%,1.06%,0.83%,85.92,84.64,13.06,97.7,2.70%,68%,20%,17%,0.4,-0.56,1.36,AA-,6.00%,48
92,湖广转债!,127007,2018-08-01,湖北广电,665,传媒娱乐,109.85,-1.04%,-1.49%,8.04,-3.94%,4.4,0.30%,7.92,0.84,1.50%,101.52,8.20%,转股中,5年35天,3年35天,24.20%,24.60%,13.3,0.68%,0.19%,0.58%,-1.66%,-1.89%,90.35,91.26,24.46,115.72,-5.10%,32%,7%,17%,0.64,1.52,-0.16,AA+,4.50%,33
93,广电转债!,110044,2018-07-24,广电网络,600831,传媒娱乐,161.03,-4.85%,-1.38%,9.96,-6.92%,172,126%,6.91,1.3,44.10%,144.14,11.70%,转股中,5年34天,3年34天,1.20%,1.70%,0.8,-6.79%,-7.20%,-6.87%,-12.40%,-12.60%,88.7,88.84,62.42,151.26,6.50%,43%,32%,17%,0.9,-0.48,2.31,AA,5.00%,13
94,千禾转债!,113511,2018-07-10,DR千禾味,603027,食品饮料,106.06,-0.92%,0.19%,17.47,-1.13%,7,1.80%,18.31,4.63,-4.60%,95.41,11.20%,转股中,5年27天,3年27天,6.20%,6.00%,3.6,1.30%,0.82%,1.20%,-0.73%,-0.94%,85.93,84.65,24.49,109.14,-2.80%,57%,13%,16%,0.65,0.72,0.6,AA-,6.00%,36
95,再升转债!,113510,2018-07-13,DR再升科,603601,城市公用设施,101.54,-0.35%,-0.46%,6.8,-2.72%,0,0.00%,8.59,3.43,-20.80%,79.16,28.30%,转股中,5年26天,1年26天,3.10%,2.50%,1.1,2.23%,1.74%,2.13%,-0.30%,-0.48%,94.14,84.86,15.2,100.06,1.50%,65%,19%,17%,0.3,-0.16,0.76,AA-,6.00%,35
96,华通转债!,128040,2018-07-13,华通医药,2758,医药,103.001,-0.79%,-0.55%,9.6,-2.74%,4.1,1.80%,11.45,3.97,-16.20%,83.84,22.90%,转股中,5年21天,3年21天,11.00%,9.20%,2.2,1.94%,1.45%,1.84%,0.24%,0.01%,86.21,84.93,17.87,102.8,0.20%,77%,19%,18%,0.49,-0.05,1.03,AA-,6.00%,61
97,三力转债!,128039,2018-06-29,三 力 士,2224,机械装备制造,114.111,-7.42%,0.33%,6.55,-8.90%,43,12.90%,5.84,2.08,12.20%,112.16,1.70%,转股中,5年15天,3年15天,6.30%,7.00%,2.8,-0.63%,-1.01%,-0.71%,-3.07%,-3.26%,85.89,82.92,39.06,121.98,-6.50%,38%,<2%,17%,0.8,1.82,-0.12,AA-,6.00%,20
98,新泉转债!,113509,2018-06-22,新泉股份,603179,汽车,100.3,-0.43%,-0.74%,13.01,-4.69%,0.3,0.10%,18.89,2.77,-31.10%,68.87,45.60%,转股中,5年11天,3年11天,15.20%,10.50%,4.5,2.10%,1.67%,2.01%,1.03%,0.80%,88.77,87.36,7.28,94.64,6.00%,55%,26%,17%,0.25,-1.04,1.57,AA,5.00%,24
99,新凤转债!,113508,2018-05-16,新凤鸣,603225,服装纺织,99.93,-0.28%,-0.36%,12.17,-2.25%,5.2,0.20%,16.83,2.52,-27.70%,72.31,38.20%,转股中,4.93年,2.93年,14.80%,10.70%,21.5,2.53%,2.04%,2.44%,1.09%,0.87%,88.94,89.09,7.12,96.2,3.90%,55%,22%,16%,0.28,-0.68,1.25,AA,5.00%,29
100,天马转债!,113507,2018-05-07,天马科技,603668,农业,134.43,-2.13%,-0.07%,9.85,-2.48%,1.3,0.90%,7.37,2.34,33.60%,133.65,0.60%,转股中,4.90年,2.90年,3.30%,4.50%,1,-3.56%,-4.01%,-3.65%,-8.27%,-8.46%,86.63,85.34,55.77,141.12,-4.70%,53%,<2%,17%,0.89,1.69,0.15,AA-,6.00%,18
101,金农转债!!,128036,2018-04-02,金新农,2548,农业,130.3,-5.66%,-0.26%,12.56,-5.92%,128,52.70%,9.62,3.07,30.60%,130.56,-0.20%,转股中,4.80年,2.80年,3.40%,4.50%,1.8,-3.36%,-3.76%,-3.44%,-7.57%,-7.77%,87.15,84.34,46.22,130.56,-0.20%,41%,<2%,17%,1,1.04,0.96,AA-,6.00%,40
102,利欧转债!!,128038,2018-04-19,利欧股份,2131,传媒娱乐,119.255,-2.33%,0.42%,2.05,-1.91%,11,5.10%,1.72,1.45,19.20%,119.19,0.10%,转股中,4.83年,2.83年,1.40%,1.60%,1.9,-0.98%,-1.49%,-1.08%,-4.71%,-4.91%,89.35,90.29,28.89,119.19,0.10%,80%,67%,16%,1,0.99,1.01,AA,5.00%,44
103,岩土转债!,128037,2018-04-25,中化岩土,2542,建筑,95,-0.31%,0.24%,4.69,-0.64%,6.6,1.20%,8.03,3.87,-41.60%,58.41,62.70%,转股中,4.81年,2.81年,7.10%,4.10%,6,3.70%,3.19%,3.60%,2.88%,2.65%,89.44,89.59,2.29,91.88,3.40%,53%,26%,16%,0.11,-0.64,0.85,AA,5.00%,69
104,敖东转债!,127006,2018-05-11,吉林敖东,623,金融,101,-0.02%,-0.32%,16.17,-0.98%,1.9,0.10%,20.82,1.14,-22.30%,77.67,30.00%,转股中,4.81年,2.81年,12.80%,9.90%,24.1,1.50%,1.16%,1.43%,0.36%,0.22%,89.61,87.97,9.23,97.2,3.90%,31%,22%,16%,0.34,-0.53,1.22,AA+,4.50%,45
105,长证转债!,127005,2018-04-11,长江证券,783,金融,115.2,-0.12%,-0.20%,7.1,-0.56%,58,1.00%,7.45,1.57,-4.70%,95.3,20.90%,转股中,4.80年,无权,12.70%,12.10%,50,-1.03%,-1.40%,-1.10%,无权,无权,无权,91.17,19.38,110.55,4.20%,33%,25%,18%,0.57,-0.33,1.47,AAA,4.00%,32
106,星源转债!,123009,2018-04-10,星源材质,300568,汽车,106.79,-0.21%,-1.33%,23.83,-3.13%,1,0.20%,27.49,3.5,-13.30%,86.69,23.20%,转股中,4.79年,2.79年,10.50%,9.10%,4.8,0.69%,0.29%,0.61%,-1.21%,-1.41%,89.31,87.68,15.76,103.43,3.20%,63%,20%,17%,0.49,-0.39,1.38,AA,5.00%,13
107,杭电转债!,113505,2018-03-27,杭电股份,603618,能源电力,100.62,-0.47%,-1.34%,5.8,-4.76%,0.5,0.10%,7.29,2.38,-20.40%,79.56,26.50%,转股中,4.79年,2.79年,19.50%,15.50%,7.8,2.46%,1.95%,2.36%,0.90%,0.68%,89.54,89.69,10.24,99.93,0.70%,42%,16%,16%,0.38,-0.02,0.78,AA,5.00%,42
108,艾华转债!,113504,2018-03-23,艾华集团,603989,电子,103.71,-0.29%,-0.67%,18.15,-2.16%,0.2,0.00%,21.73,4.34,-16.50%,83.53,24.20%,转股中,4.78年,2.78年,9.80%,8.20%,6.9,1.42%,0.99%,1.33%,-0.14%,-0.35%,89.59,88.16,13.15,101.3,2.40%,40%,19%,16%,0.44,-0.29,1.19,AA,5.00%,12
109,玲珑转债!,113019,2018-03-22,玲珑轮胎,601966,汽车,108.8,-0.96%,0.34%,16.81,-1.47%,6.6,0.30%,18.84,2.32,-10.80%,89.23,21.90%,转股中,3.77年,1.77年,9.90%,8.80%,20,1.02%,0.39%,0.90%,-3.41%,-3.58%,93.45,95.9,10.34,106.24,2.40%,34%,21%,16%,0.42,-0.21,1.05,AA+,4.50%,18
110,大族转债!,128035,2018-03-05,大族激光,2008,电子,105.093,0.29%,-0.63%,32.43,-4.28%,22,0.90%,52.5,7.03,-38.20%,61.77,70.10%,转股中,4.71年,2.71年,6.60%,4.10%,23,0.67%,0.33%,0.60%,-0.10%,-0.42%,92.4,88.35,5.4,93.76,12.10%,39%,38%,16%,0.08,-2.11,2.41,AA+,4.50%,29
111,无锡转债!,110043,2018-03-14,无锡银行,600908,金融,103.83,-0.51%,-0.09%,5.64,-1.23%,4,0.10%,6.7,1.19,-15.80%,84.18,23.30%,转股中,4.69年,无权,28.80%,24.20%,30,0.33%,0.10%,0.28%,无权,无权,无权,86.03,14.71,100.74,3.10%,46%,24%,18%,0.49,-0.31,1.29,AA+,4.50%,59
112,江银转债!,128034,2018-02-14,江阴银行,2807,金融,109.001,-0.73%,-0.32%,4.6,-1.71%,11,0.60%,4.68,0.8,-1.70%,98.29,10.90%,转股中,4.68年,无权,17.60%,17.30%,17.6,0.12%,-0.26%,0.04%,无权,无权,无权,89.49,22.23,111.72,-2.40%,50%,15%,18%,0.61,0.94,0.32,AA+,4.50%,56
113,道氏转债!,123007,2018-01-26,道氏技术,300409,建筑,106.88,-0.32%,-0.44%,13.58,-1.38%,0.1,0.00%,15.2,3.02,-10.70%,89.34,19.60%,转股中,4.60年,2.60年,4.90%,4.40%,3,1.04%,0.56%,0.95%,-1.17%,-1.41%,88.24,86.17,18.46,104.63,2.20%,77%,20%,16%,0.55,-0.31,1.42,AA-,6.00%,18
114,迪龙转债!,128033,2018-01-29,雪迪龙,2658,城市公用设施,99.1,-1.10%,-0.59%,7.26,-4.22%,1.8,0.30%,8.93,2.71,-18.70%,81.3,21.90%,转股中,4.60年,2.60年,11.80%,9.60%,5.2,2.40%,1.97%,2.31%,1.44%,1.21%,90.15,88.51,12.09,100.6,-1.50%,38%,15%,17%,0.4,0.47,0.35,AA,5.00%,58
115,吉视转债!,113017,2018-01-15,吉视传媒,601929,传媒娱乐,101,-0.74%,-0.35%,2.42,-2.81%,3.9,0.20%,2.96,1.39,-18.20%,81.76,23.50%,转股中,4.60年,2.60年,20.70%,16.90%,15.6,1.97%,1.54%,1.88%,0.74%,0.52%,91.34,90.44,10.3,100.73,0.30%,29%,17%,16%,0.39,0.19,0.59,AA+,4.50%,29
116,航电转债,110042,2018-01-15,中航电子,600372,航空航天,117.45,-0.12%,-1.41%,14.84,-2.30%,6.9,0.20%,14.23,3.51,4.30%,104.29,12.60%,转股中,4.59年,2.59年,9.20%,9.60%,24,-1.48%,-1.87%,-1.56%,-4.58%,-4.80%,92.79,92.04,23.48,115.52,1.70%,35%,18%,16%,0.67,0.28,1.05,AAA,4.00%,14
117,蒙电转债!,110041,2018-01-09,内蒙华电,600863,能源电力,109.8,-0.37%,-0.02%,2.78,-0.71%,6.5,0.30%,2.92,1.49,-4.80%,95.21,15.30%,转股中,4.58年,2.58年,11.60%,11.00%,18.7,0.22%,-0.22%,0.13%,-2.18%,-2.41%,92.92,93,16.63,109.63,0.20%,23%,17%,16%,0.55,0.46,0.65,AAA,4.00%,18
118,双环转债!,128032,2018-01-25,双环传动,2472,机械装备制造,95.9,-0.27%,0.13%,5.71,-1.89%,5.3,0.60%,9.99,2.02,-42.80%,57.16,67.80%,转股中,4.59年,2.59年,25.50%,14.60%,10,3.26%,2.80%,3.17%,2.76%,2.51%,90.4,88.96,2.92,91.89,4.40%,54%,29%,16%,0.07,-0.81,0.95,AA,5.00%,24
119,天康转债!,128030,2018-01-29,天康生物,2100,农业,122.115,-1.32%,-2.52%,8.6,-5.49%,1.5,0.20%,8.15,2.46,5.50%,105.52,15.70%,转股中,4.58年,2.58年,8.00%,8.40%,6.6,-1.75%,-2.24%,-1.85%,-5.95%,-6.16%,90.43,90.6,26.38,116.97,4.40%,35%,20%,16%,0.7,-0.41,1.83,AA,5.00%,13
120,太阳转债!,128029,2018-01-16,太阳纸业,2078,造纸包装印刷,104,-0.50%,0.64%,6.64,0.61%,1.6,0.10%,8.65,1.77,-23.20%,76.76,35.50%,转股中,3.58年,1.58年,7.00%,5.40%,12,1.15%,0.71%,1.06%,-1.40%,-1.57%,93.97,92.65,5.48,98.14,6.00%,38%,29%,16%,0.23,-0.96,1.44,AA+,4.50%,11
121,赣锋转债!,128028,2018-01-19,赣锋锂业,2460,有色金属,98.71,-1.29%,1.11%,23.26,-2.92%,1.6,0.20%,42.58,7.05,-45.40%,54.63,80.70%,转股中,4.58年,2.58年,3.00%,1.70%,9.3,2.39%,1.98%,2.31%,1.41%,1.22%,89.78,88.13,2.93,91.06,8.40%,70%,40%,17%,0.06,-1.53,1.7,AA,5.00%,16
122,铁汉转债!,123004,2018-01-26,铁汉生态,300197,城市公用设施,100.95,-0.58%,-0.65%,3.35,-2.90%,3.3,0.70%,3.99,1.47,-16.00%,83.96,20.20%,转股中,4.57年,2.57年,6.00%,5.10%,4.8,1.99%,1.56%,1.91%,0.76%,0.54%,90.26,88.62,11.95,100.57,0.40%,68%,15%,15%,0.42,0.11,0.74,AA,5.00%,46
123,崇达转债,128027,2018-01-22,崇达技术,2815,电子,109.63,-0.23%,-0.95%,14.25,-1.93%,0.4,0.00%,14.75,4.26,-3.40%,96.61,13.50%,转股中,4.56年,2.56年,6.40%,6.20%,7.6,0.24%,-0.20%,0.15%,-2.17%,-2.40%,90.52,89.08,20.64,109.72,-0.10%,63%,16%,16%,0.61,0.4,0.83,AA,5.00%,11
124,泰晶转债!,113503,2018-01-02,泰晶科技,603738,电子,101.53,-2.31%,-2.25%,15.42,-9.98%,27,12.10%,17.99,4.81,-14.30%,85.71,18.50%,转股中,4.56年,2.56年,8.80%,7.50%,2.2,2.40%,1.87%,2.29%,0.68%,0.43%,90.62,90.78,12.96,103.75,-2.10%,63%,10%,16%,0.46,0.6,0.33,AA,5.00%,38
125,众兴转债!,128026,2018-01-03,众兴菌业,2772,农业,95.88,-1.16%,-0.85%,8.22,-7.54%,3.1,0.30%,11.54,1.7,-28.80%,71.23,34.60%,转股中,4.56年,2.56年,30.40%,21.70%,9.2,3.31%,2.84%,3.22%,2.84%,2.58%,88.35,85.52,8.56,94.08,1.90%,34%,17%,16%,0.27,-0.4,0.93,AA-,6.00%,46
126,蓝思转债!,123003,2018-01-17,蓝思科技,300433,电子,97.5,-0.10%,0.08%,7.01,-0.14%,21,0.50%,10.46,2.56,-33.00%,67.02,45.50%,转股中,4.54年,2.54年,17.40%,11.70%,48,2.80%,2.36%,2.72%,2.08%,1.85%,91.55,90.64,4.22,94.86,2.80%,87%,23%,16%,0.17,-0.43,0.77,AA+,4.50%,38
127,特一转债!,128025,2017-12-28,特一药业,2728,医药,108.757,-0.08%,-0.19%,15.65,-0.38%,1,0.30%,15.45,3.24,1.30%,101.29,7.40%,转股中,4.54年,2.54年,10.80%,10.90%,3.4,0.32%,-0.11%,0.23%,-1.99%,-2.20%,88.14,85.1,28,113.1,-3.80%,36%,12%,17%,0.69,1.08,0.35,AA-,6.00%,29
128,宁行转债,128024,2018-01-12,宁波银行,2142,金融,127.8,-0.81%,-0.77%,22.66,-1.95%,96,1.20%,18.01,1.34,25.80%,125.82,1.60%,转股中,4.54年,无权,5.40%,6.80%,64.8,-3.50%,-3.85%,-3.57%,无权,无权,无权,91.5,42.14,133.64,-4.40%,31%,<2%,18%,0.81,1.71,0,AAA,4.00%,35
129,亚太转债!,128023,2017-12-26,亚太股份,2284,汽车,92.198,-0.92%,0.87%,4.88,-2.01%,7,0.80%,10.34,2.94,-52.80%,47.2,95.40%,转股中,4.53年,2.53年,27.80%,13.10%,10,4.64%,4.09%,4.53%,4.34%,4.08%,90.65,90.82,0.93,91.74,0.50%,37%,27%,17%,0.03,-0.08,0.13,AA,5.00%,42
130,众信转债!,128022,2017-12-28,众信旅游,2707,旅游餐饮酒店,100.898,0.50%,-1.05%,5.98,-1.81%,3.6,0.50%,7.92,3.08,-24.50%,75.51,33.60%,转股中,4.52年,2.52年,13.20%,10.00%,7,2.03%,1.59%,1.94%,0.79%,0.57%,90.47,88.82,9.06,97.88,3.10%,56%,21%,17%,0.3,-0.49,1.1,AA,5.00%,11
131,兄弟转债!,128021,2017-12-27,兄弟科技,2562,医药,103.164,-0.37%,-0.13%,4.64,-1.07%,2.2,0.40%,5.35,2.25,-13.30%,86.73,18.90%,转股中,4.52年,2.52年,12.10%,10.50%,5.1,1.52%,1.09%,1.43%,-0.04%,-0.26%,90.5,88.86,14.11,102.96,0.20%,68%,17%,16%,0.47,0.21,0.74,AA,5.00%,22
132,国祯转债!,123002,2017-12-25,国祯环保,300388,城市公用设施,115.8,0.01%,-1.13%,8.93,-1.65%,0.3,0.00%,8.72,2.2,2.40%,102.41,13.10%,转股中,4.51年,2.51年,10.30%,10.60%,5.1,-1.09%,-1.51%,-1.18%,-4.30%,-4.51%,90.55,88.9,24.72,113.62,1.90%,51%,19%,16%,0.68,0.05,1.3,AA,5.00%,11
133,生益转债!,110040,2017-12-11,生益科技,600183,电子,121.2,-1.30%,-0.24%,13.75,-1.93%,43,2.00%,11.62,3.87,18.30%,118.33,2.40%,转股中,4.51年,无权,6.00%,7.10%,17.6,-2.11%,-2.51%,-2.19%,无权,无权,无权,90.8,35.61,126.41,-4.10%,46%,<2%,16%,0.8,1.58,0.09,AA+,4.50%,11
134,水晶转债!,128020,2017-12-12,水晶光电,2273,电子,99.57,-0.43%,-0.10%,11.06,-2.56%,4.7,0.40%,16,3.7,-30.90%,69.12,44.00%,转股中,4.49年,2.49年,12.40%,8.50%,11.8,2.62%,2.12%,2.52%,1.11%,0.92%,90.16,89.97,4.92,94.89,4.90%,51%,25%,16%,0.21,-0.88,1.3,AA,5.00%,15
135,济川转债!,110038,2017-11-29,济川药业,600566,医药,107,-0.40%,-0.18%,32.6,-1.69%,1.8,0.30%,40.04,5.56,-18.60%,81.42,31.40%,转股中,3.47年,1.47年,2.40%,1.90%,6.3,0.49%,0.01%,0.39%,-3.14%,-3.32%,93.75,92.02,7.11,99.13,7.90%,36%,29%,15%,0.34,-1.33,2.09,AA,5.00%,18
136,嘉澳转债!,113502,2017-11-27,嘉澳环保,603822,城市公用设施,96,-0.39%,0.41%,23.89,0.38%,0.2,0.10%,45.04,4.63,-47.00%,53.04,81.00%,转股中,4.47年,2.47年,10.60%,5.60%,1.9,3.78%,3.22%,3.66%,2.89%,2.62%,88.82,87.51,2.83,90.34,6.30%,57%,37%,17%,0.05,-1.17,1.3,AA-,6.00%,46
137,久立转2!,128019,2017-12-01,久立特材,2318,石油天然气化工,106.1,0.19%,-1.01%,6.95,-1.70%,3,0.30%,7.92,2.19,-12.20%,87.75,20.90%,转股中,4.46年,2.46年,17.80%,15.60%,10.4,0.89%,0.46%,0.80%,-1.11%,-1.34%,90.75,89.09,15.26,104.35,1.70%,34%,19%,17%,0.48,-0.07,1.04,AA,5.00%,22
