,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
序号,转债名称,转债代码,进展,股票名称,股票代码,行业,转债价格,涨跌,盘中套利,股价,涨跌,转债成交额,转债换手率,转股价格,CP/B,股价/转股价,转股价值,转股溢价率,距离转股日,剩余年限,回售年限,余额/市值,余额/股本,转债余额,税前收益率,税后收益率,加权收益率,税前回售收益,税后回售收益,回售价值,纯债价值,期权价值,内在价值,价值溢价,历史波动,隐含波动,预测波动,弹性,涨修正弹,跌修正弹,信用,折现率,热门度
13,海环转债,113532,2019-04-24,海峡环保,603817,城市公用设施,100.75,-0.35%,-0.12%,6.78,-0.88%,1.6,0.30%,7.8,2.26,-13.10%,86.92,15.90%,4月17天,5.86年,3.86年,15.10%,13.10%,4.6,2.06%,1.64%,1.98%,0.75%,0.56%,85.46,85.6,18.87,104.47,-3.60%,50%,13%,17%,0.53,0.91,0.19,AA,5.00%,30
14,亚药转债,128062,2019-04-24,亚太药业,2370,医药,105.69,-0.02%,0.33%,16.83,0.48%,20,1.90%,16.3,3.4,3.30%,103.25,2.40%,4月16天,5.86年,3.86年,10.70%,11.00%,9.7,2.24%,1.64%,2.12%,-0.50%,-0.67%,85.27,90.67,26.61,117.28,-9.90%,59%,<2%,16%,0.65,2.54,-0.98,AA,5.00%,67
15,现代转债,110057,2019-04-30,现代制药,600420,医药,106.6,0.21%,-0.03%,9.06,0.33%,7.9,0.50%,10.09,1.52,-10.20%,89.79,18.70%,4月16天,5.86年,3.86年,16.90%,15.20%,16.2,0.70%,0.35%,0.63%,-0.74%,-0.90%,88.5,88.57,17.06,105.63,0.90%,48%,18%,16%,0.54,0.23,0.84,AAA,4.00%,38
16,百姓转债,113531,2019-04-22,老百姓,603883,医药,111.5,1.36%,0.32%,60.55,2.63%,5.5,1.50%,60.59,5.34,-0.10%,99.93,11.60%,4月15天,4.85年,2.85年,1.90%,1.90%,3.3,0.20%,-0.27%,0.11%,-3.02%,-3.13%,87.82,89.07,22.35,111.42,0.10%,36%,18%,16%,0.64,0.35,0.94,AA,5.00%,24
17,精测转债,123025,2019-04-19,精测电子,300567,电子,107.4,0.09%,-1.03%,61.27,-1.95%,0.8,0.20%,75.88,10.04,-19.30%,80.75,33.00%,4月16天,5.85年,3.85年,3.70%,3.00%,3.8,1.63%,1.08%,1.52%,-0.78%,-0.97%,82.65,84.39,17.06,101.46,5.90%,72%,24%,17%,0.48,-1.28,2.33,AA-,6.00%,26
18,启明转债,128061,2019-04-24,启明星辰,2439,通信互联网,108.42,-0.53%,-1.00%,23.79,-3.37%,12,1.00%,28.33,7.16,-16.00%,83.97,29.10%,4月16天,5.84年,3.84年,4.90%,4.10%,10.5,1.53%,0.97%,1.42%,-1.09%,-1.27%,85.53,89.43,14.57,104,4.20%,42%,21%,16%,0.46,-0.75,1.69,AA,5.00%,37
19,大丰转债!,113530,2019-04-18,大丰实业,603081,建筑,97.62,-0.26%,0.56%,12.05,1.18%,2.4,0.40%,16.88,3.83,-28.60%,71.39,36.70%,4月10天,5.84年,3.84年,13.00%,9.30%,6.3,3.97%,3.29%,3.83%,1.59%,1.39%,85.62,92.24,7.33,99.57,-2.00%,54%,15%,16%,0.26,0.35,0.18,AA,5.00%,28
20,中装转债!,128060,2019-04-15,中装建设,2822,建筑,98.637,0.34%,-0.82%,5.34,-0.93%,3.9,0.80%,6.24,1.7,-14.40%,85.58,15.30%,4月16天,5.84年,3.84年,16.40%,14.00%,5.3,2.45%,2.02%,2.36%,1.29%,1.10%,85.54,85.68,17.86,103.54,-4.70%,67%,11%,17%,0.52,1.17,-0.07,AA,5.00%,60
21,招路转债,127012,2019-04-30,招商公路,1965,机场高速港口,101,0.00%,-0.18%,7.88,-0.38%,41,0.80%,9.34,1.24,-15.60%,84.37,19.70%,4月8天,5.83年,3.83年,10.30%,8.70%,50,1.22%,0.94%,1.16%,0.26%,0.16%,87.31,86.38,13.27,99.65,1.40%,37%,17%,15%,0.47,0.13,0.82,AAA,4.00%,77
22,岱勒转债,123024,2019-04-17,岱勒新材,300700,机械装备制造,98.4,-0.31%,0.79%,19.33,1.10%,0.4,0.20%,24.9,3.86,-22.40%,77.63,26.80%,4月5天,4.83年,2.83年,13.20%,10.20%,2.1,3.02%,2.50%,2.92%,1.26%,1.12%,82.37,80.35,16.26,96.61,1.90%,67%,23%,18%,0.44,-0.64,1.55,A+,7.50%,21
23,迪森转债,123023,2019-04-16,迪森股份,300335,能源电力,99.346,0.00%,-0.07%,6.18,-0.16%,1.8,0.30%,7.39,1.93,-16.40%,83.63,18.80%,4月5天,5.82年,4.82年,26.80%,22.40%,6,2.64%,2.15%,2.54%,1.26%,1.03%,83.11,87.26,16.8,104.06,-4.50%,40%,13%,18%,0.47,1.04,-0.05,AA,5.00%,36
24,亨通转债!,110056,2019-04-16,亨通光电,600487,通信互联网,96.98,-0.30%,-0.30%,15.5,-1.77%,10,0.60%,21.79,3.22,-28.90%,71.13,36.30%,4月3天,5.82年,3.82年,5.90%,4.20%,17.3,3.04%,2.55%,2.94%,1.68%,1.50%,83.84,84.75,9.65,94.4,2.70%,46%,20%,16%,0.34,-0.63,1.31,AA+,5.50%,53
25,通威转债,110054,2019-04-10,通威股份,600438,农业,124.6,-0.40%,-0.13%,14.53,-0.68%,28,0.40%,12.44,3.17,16.80%,116.8,6.70%,4月0天,5.82年,3.82年,8.90%,10.40%,50,-1.31%,-1.77%,-1.40%,-4.46%,-4.64%,87.54,89.97,37.33,127.29,-2.10%,61%,13%,16%,0.77,1.03,0.54,AA+,4.50%,15
26,长信转债!,123022,2019-04-10,长信科技,300088,通信互联网,103.6,-0.38%,-0.48%,4.99,-2.16%,2.9,0.20%,6.38,2.81,-21.80%,78.21,32.50%,4月1天,5.82年,3.82年,10.70%,8.40%,12.3,1.89%,1.41%,1.79%,0.05%,-0.14%,85.63,87.28,12.02,99.3,4.30%,79%,22%,16%,0.4,-0.78,1.61,AA,5.00%,16
27,伊力转债,110055,2019-04-04,伊力特,600197,食品饮料,112.67,0.55%,0.07%,16.77,1.02%,2.9,0.30%,17.6,2.95,-4.70%,95.28,18.20%,4月1天,5.81年,3.81年,11.80%,11.30%,8.8,0.44%,-0.04%,0.34%,-2.02%,-2.20%,85.85,87.5,22.87,110.37,2.10%,42%,20%,16%,0.61,-0.18,1.4,AA,5.00%,27
28,苏银转债,110053,2019-04-03,江苏银行,600919,金融,107.08,0.21%,0.34%,7.34,1.10%,151,0.70%,7.9,0.87,-7.10%,92.91,15.20%,3月28天,5.81年,无权,23.60%,21.90%,200,1.93%,1.33%,1.81%,无权,无权,无权,95.55,18.73,114.28,-6.30%,25%,11%,18%,0.5,1.75,-0.61,AAA,4.00%,62
29,浙商转债!,113022,2019-03-28,浙商证券,601878,金融,106.64,-0.04%,0.11%,8.81,0.23%,7.5,0.20%,12.53,3,-29.70%,70.31,51.70%,3月27天,5.80年,无权,11.90%,8.40%,35,0.55%,0.22%,0.48%,无权,无权,无权,87.96,8.11,96.07,11.00%,50%,35%,18%,0.3,-1.79,2.53,AAA,4.00%,33
30,绝味转债,113529,2019-04-02,绝味食品,603517,食品饮料,118.8,-0.83%,-0.07%,45.5,-1.22%,11,0.90%,40.52,5.19,12.30%,112.29,5.80%,3月24天,5.80年,3.80年,5.40%,6.00%,10,-0.07%,-0.62%,-0.18%,-3.38%,-3.55%,85.71,89.62,34.22,123.84,-4.10%,46%,11%,16%,0.74,1.32,0.21,AA,5.00%,16
31,视源转债,128059,2019-04-02,视源股份,2841,电子,112.517,-0.60%,0.44%,74.43,-0.25%,3,0.30%,75.71,13.73,-1.70%,98.31,14.50%,3月24天,5.80年,3.80年,1.90%,1.90%,9.4,0.28%,-0.17%,0.19%,-2.03%,-2.21%,85.71,86.61,25.34,111.95,0.50%,55%,18%,16%,0.65,0.22,1.09,AA,5.00%,14
32,中鼎转2,127011,2019-04-04,中鼎股份,887,汽车,107.422,-0.07%,0.12%,9.7,0.10%,14,1.10%,11.99,1.73,-19.10%,80.9,32.80%,3月24天,5.79年,3.79年,10.10%,8.20%,12,1.32%,0.82%,1.22%,-0.82%,-1.01%,87.58,90.15,12.76,102.9,4.40%,41%,24%,17%,0.42,-0.68,1.53,AA+,4.50%,21
33,拓邦转债,128058,2019-04-08,拓邦股份,2139,电子,111.2,0.09%,0.02%,5.65,0.18%,0.8,0.10%,5.64,2.59,0.20%,100.18,11.00%,3月21天,5.79年,3.79年,10.00%,10.00%,5.7,1.80%,1.11%,1.66%,-1.48%,-1.71%,86.71,93.34,23.84,117.17,-5.10%,59%,10%,16%,0.6,1.31,-0.04,AA,5.00%,36
34,博彦转债,128057,2019-04-02,博彦科技,2649,计算机及应用,105.8,-1.82%,-1.55%,8.77,-4.88%,19,3.10%,8.81,1.89,-0.50%,99.55,6.30%,3月19天,5.78年,3.78年,12.50%,12.40%,5.8,1.88%,1.33%,1.77%,-0.41%,-0.61%,82.94,84.57,29.01,113.58,-6.80%,75%,<2%,16%,0.69,1.58,-0.11,AA-,6.00%,52
35,贵广转债,110052,2019-03-29,贵广网络,600996,传媒娱乐,113.84,-0.14%,-1.72%,8.5,-2.86%,16,0.90%,8.13,1.81,4.60%,104.55,8.90%,3月19天,5.78年,3.78年,18.10%,18.90%,16,0.79%,0.21%,0.67%,-2.21%,-2.41%,87.87,92.77,26.1,118.86,-4.20%,43%,8%,16%,0.65,1.33,0.04,AA+,4.50%,31
36,万信转2,123021,2019-03-25,万达信息,300168,计算机及应用,110.6,0.00%,-0.45%,13.08,-0.76%,3.7,0.30%,13.62,4.12,-4.00%,96.04,15.20%,3月16天,5.78年,3.78年,8.30%,8.00%,12,1.19%,0.63%,1.08%,-1.61%,-1.79%,85.79,89.71,22.12,111.82,-1.10%,48%,15%,16%,0.6,0.42,0.77,AA,5.00%,22
37,中信转债,113021,2019-03-19,中信银行,601998,金融,104.69,0.42%,-0.25%,5.82,0.52%,59,0.10%,7.45,0.87,-21.90%,78.12,34.00%,3月19天,5.78年,无权,14.00%,11.00%,400,2.32%,1.72%,2.20%,无权,无权,无权,95.5,9.45,104.95,-0.20%,23%,17%,17%,0.33,0.31,0.36,AAA,4.00%,49
38,富祥转债,123020,2019-03-29,富祥股份,300497,医药,107.412,-0.31%,-0.52%,17.45,-1.30%,8.2,1.80%,18.05,3.67,-3.30%,96.68,11.10%,3月17天,5.77年,3.77年,10.70%,10.40%,4.2,2.15%,1.50%,2.02%,-0.72%,-0.94%,83.28,87.18,25.78,112.96,-4.90%,64%,10%,16%,0.64,1.01,0.3,AA-,6.00%,43
39,长城转债,113528,2019-03-20,长城科技,603897,机械装备制造,98.83,-0.20%,0.58%,20.43,0.74%,2.5,0.40%,24.18,2.51,-15.50%,84.49,17.00%,3月17天,5.77年,3.77年,17.40%,14.70%,6.3,3.21%,2.63%,3.09%,1.43%,1.20%,83.27,85.02,19.18,104.2,-5.20%,55%,12%,17%,0.51,0.91,0.15,AA-,6.00%,34
40,今飞转债,128056,2019-03-22,今飞凯达,2863,汽车,100.204,-0.27%,0.27%,5.99,0.00%,1.7,0.50%,6.78,2.66,-11.70%,88.35,13.40%,3月14天,5.77年,3.77年,16.30%,14.40%,3.7,3.49%,2.82%,3.36%,1.15%,0.91%,79.13,80.94,26.24,107.18,-6.50%,70%,10%,17%,0.61,0.88,0.37,A+,7.50%,44
41,中天转债,110051,2019-03-22,中天科技,600522,通信互联网,100.16,-1.09%,0.50%,8.83,-1.23%,122,3.10%,10.29,1.62,-14.20%,85.81,16.70%,3月14天,5.77年,3.77年,14.60%,12.60%,39.7,2.36%,1.90%,2.27%,0.92%,0.73%,87.45,89.11,14.98,104.08,-3.80%,64%,13%,16%,0.48,1.04,-0.03,AA+,4.50%,36
42,长青转2,128055,2019-04-03,长青股份,2391,石油天然气化工,113.15,0.01%,-0.91%,7.68,-1.29%,20,2.00%,7.41,0.8,3.60%,103.64,9.20%,3月13天,5.76年,3.76年,22.10%,22.90%,9.1,0.36%,-0.12%,0.27%,-2.14%,-2.33%,86.04,87.69,28.88,116.57,-2.90%,42%,12%,16%,0.7,0.96,0.46,AA,5.00%,43
43,中来转债,123019,2019-03-22,中来股份,300393,能源电力,101.4,0.17%,-0.65%,16.71,-1.12%,4.8,0.50%,20.41,1.92,-18.10%,81.87,23.90%,3月9天,5.76年,3.76年,25.10%,20.50%,10,3.77%,3.01%,3.62%,0.86%,0.62%,83.62,89.98,16.37,106.34,-4.60%,48%,12%,18%,0.43,0.78,0.12,AA-,6.00%,55
44,中宠转债,128054,2019-03-14,中宠股份,2891,农业,103.502,0.00%,0.53%,33.43,0.81%,0.2,0.10%,37.97,4.73,-12.00%,88.04,17.60%,2月29天,5.73年,3.73年,5.80%,5.10%,1.9,1.99%,1.48%,1.89%,0.11%,-0.09%,78.63,77.02,26.66,103.69,-0.20%,48%,17%,16%,0.65,-0.31,1.63,A+,7.50%,22
45,尚荣转债,128053,2019-03-07,尚荣医疗,2551,医药,106.104,0.00%,-0.67%,5.07,-0.98%,3.2,0.40%,4.94,1.49,2.60%,102.63,3.40%,2月27天,5.73年,3.73年,21.00%,21.50%,7.5,1.49%,1.00%,1.39%,-0.57%,-0.76%,86,87.65,27.96,115.61,-8.20%,42%,<2%,16%,0.69,2.16,-0.61,AA,5.00%,77
46,维格转债,113527,2019-02-19,维格娜丝,603518,服装纺织,99.5,0.02%,0.76%,13.4,1.59%,14,1.90%,14.96,1.11,-10.40%,89.57,11.10%,2月6天,5.67年,3.67年,30.90%,27.70%,7.5,3.54%,2.88%,3.40%,1.18%,0.97%,86.46,92.04,18.31,110.35,-9.80%,38%,7%,18%,0.49,2.33,-1.11,AA,5.00%,56
47,联泰转债,113526,2019-02-18,联泰环保,603797,城市公用设施,108.7,-0.04%,0.82%,13.33,1.06%,1.2,0.30%,12.31,2.37,8.30%,108.29,0.40%,2月5天,5.67年,3.67年,13.70%,14.90%,3.9,0.39%,0.03%,0.32%,-1.26%,-1.43%,86.06,84.69,35.45,120.14,-9.50%,49%,<2%,18%,0.73,2.61,-0.9,AA,5.00%,27
48,平银转债,127010,2019-02-18,平安银行,1,金融,117.15,-0.21%,0.52%,12.35,0.49%,119,0.40%,11.77,0.89,4.90%,104.93,11.60%,2月1天,5.66年,无权,12.30%,12.90%,260,0.13%,-0.43%,0.02%,无权,无权,无权,95.03,25.24,120.27,-2.60%,30%,14%,16%,0.64,1.08,0.24,AAA,4.00%,49
49,冰轮转债,127009,2019-02-21,冰轮环境,811,机械装备制造,135.9,1.42%,-0.55%,8.53,0.95%,116,17.00%,5.52,1.2,54.50%,154.53,-12.10%,54天,5.64年,3.64年,9.10%,14.10%,5.1,-2.92%,-3.38%,-3.01%,-6.89%,-7.06%,86.36,88.02,73.16,161.18,-15.70%,45%,<2%,17%,0.92,4.69,-2.12,AA,5.00%,30
50,凯龙转债,128052,2019-01-21,凯龙股份,2783,石油天然气化工,172.191,3.23%,-1.34%,13.45,1.97%,"1,059",189%,6.97,1.6,93.00%,192.97,-10.80%,33天,5.58年,3.58年,7.30%,14.20%,3.3,-7.03%,-7.46%,-7.12%,-12.20%,-12.40%,86.82,88.49,109.99,198.48,-13.20%,80%,<2%,17%,0.96,4.11,-1.65,AA,5.00%,33
51,溢利转债,123018,2019-01-23,溢多利,300381,医药,109.58,-0.38%,-0.36%,9.62,-0.93%,2.6,0.40%,8.41,1.69,14.40%,114.39,-4.20%,32天,5.57年,3.57年,17.00%,19.40%,6.7,0.93%,0.44%,0.83%,-1.45%,-1.64%,83.66,83.86,41.52,125.38,-12.60%,77%,<2%,17%,0.8,3.28,-1.3,AA-,6.00%,43
52,佳都转债!,110050,2019-01-21,佳都科技,600728,计算机及应用,122.2,-0.65%,-0.78%,9.91,-1.69%,7.5,0.70%,7.89,3.09,25.60%,125.6,-2.70%,31天,5.57年,3.57年,5.50%,6.90%,8.8,-1.21%,-1.66%,-1.30%,-4.31%,-4.49%,86.66,87.56,46.62,134.19,-8.90%,43%,<2%,16%,0.85,2.67,-0.74,AA,5.00%,26
53,海尔转债,110049,2019-01-18,青岛海尔,600690,家电,118.13,-0.30%,0.35%,16.12,0.06%,37,1.00%,14.55,2.31,10.80%,110.79,6.60%,31天,5.57年,3.57年,2.90%,3.20%,30.1,-1.29%,-1.62%,-1.36%,-3.50%,-3.67%,89.5,88.76,32.02,120.78,-2.20%,32%,14%,16%,0.74,1.12,0.4,AAA,4.00%,24
54,台华转债,113525,2019-01-11,台华新材,603055,服装纺织,105,-0.04%,0.19%,10.39,0.29%,2.5,0.40%,11.56,2.48,-10.10%,89.88,16.80%,27天,5.57年,3.57年,9.30%,8.40%,5.3,1.73%,1.22%,1.63%,-0.31%,-0.51%,86.68,88.35,19.11,107.46,-2.30%,47%,15%,17%,0.54,0.65,0.45,AA,5.00%,7
55,奇精转债,113524,2019-01-07,奇精机械,603677,家电,99.24,-0.31%,-0.66%,12.38,-2.21%,1.6,0.50%,14.76,2.94,-16.10%,83.88,18.30%,26天,5.56年,3.56年,13.80%,11.50%,3.3,3.27%,2.67%,3.15%,1.23%,1.02%,86.71,90.67,15.21,105.88,-6.30%,60%,10%,18%,0.44,1.4,-0.43,AA,5.00%,49
56,光华转债!,128051,2019-01-09,光华科技,2741,汽车,97,0.00%,0.14%,11.85,0.42%,0.6,0.20%,17.03,5.22,-30.40%,69.58,39.40%,26天,5.56年,3.56年,5.60%,3.90%,2.5,3.34%,2.80%,3.24%,2.00%,1.76%,84.2,84.53,10.04,94.57,2.60%,37%,22%,17%,0.33,-0.69,1.36,AA-,6.00%,20
57,钧达转债,128050,2018-12-27,钧达股份,2865,汽车,101.74,-1.03%,0.25%,19.28,-1.58%,3.4,1.00%,21.74,3.17,-11.30%,88.68,14.70%,20天,5.55年,3.55年,13.60%,12.10%,3.2,3.73%,2.96%,3.58%,0.72%,0.48%,84.37,90.49,19.87,110.35,-7.80%,66%,9%,18%,0.49,1.54,-0.44,AA-,6.00%,77
58,伟明转债!,113523,2018-12-26,伟明环保,603568,城市公用设施,109.8,0.29%,1.36%,18.77,2.29%,7,1.00%,17.47,3.82,7.40%,107.44,2.20%,20天,5.55年,3.55年,3.80%,4.10%,6.7,0.90%,0.40%,0.80%,-1.52%,-1.71%,86.76,88.43,30.9,119.33,-8.00%,47%,<2%,16%,0.72,2.19,-0.58,AA,5.00%,21
59,福能转债,110048,2018-12-28,福能股份,600483,能源电力,110.15,-0.46%,-0.15%,7.94,-1.12%,9.8,0.30%,8.69,1.18,-8.60%,91.37,20.60%,20天,5.54年,3.54年,23.00%,21.00%,28.3,0.68%,0.21%,0.59%,-1.61%,-1.80%,88.33,90,17.8,107.81,2.20%,29%,20%,16%,0.54,-0.13,1.21,AA+,4.50%,9
60,华源转债,128049,2018-12-20,华源控股,2787,造纸包装印刷,104.139,0.13%,-0.13%,7.3,0.00%,1,0.20%,7.57,1.58,-3.60%,96.43,8.00%,9天,5.51年,3.51年,17.60%,17.00%,4,1.97%,1.45%,1.86%,-0.03%,-0.24%,84.18,84.51,27.85,112.36,-7.30%,74%,8%,18%,0.64,1.65,-0.26,AA-,6.00%,58
61,旭升转债!,113522,2018-12-11,旭升股份,603305,汽车,101.01,-0.29%,0.05%,21.57,-0.87%,2.3,0.50%,29.6,8.19,-27.10%,72.87,38.60%,3.3天,5.50年,3.50年,4.90%,3.50%,4.2,3.29%,2.63%,3.16%,0.75%,0.55%,86.97,92.47,7.35,99.81,1.20%,63%,19%,16%,0.27,-0.25,0.78,AA,5.00%,24
62,山鹰转债,110047,2018-12-10,山鹰纸业,600567,造纸包装印刷,107.32,-0.59%,0.77%,3.4,0.29%,50,2.00%,3.34,1.15,1.80%,101.8,5.40%,2.3天,5.49年,3.49年,14.80%,15.00%,23,1.85%,1.25%,1.73%,-0.91%,-1.11%,88.53,93.48,22.97,116.45,-7.80%,30%,7%,16%,0.62,2.16,-0.74,AA+,4.50%,63
63,寒锐转债,123017,2018-12-24,寒锐钴业,300618,有色金属,100.755,-0.25%,-0.02%,61.22,-0.70%,1.3,0.30%,81.49,9.27,-24.90%,75.13,34.10%,1.3天,5.49年,3.49年,3.70%,2.80%,4.4,1.83%,1.44%,1.75%,0.77%,0.58%,83.87,81.17,13.6,94.77,6.30%,76%,25%,16%,0.4,-1.27,2.14,AA-,6.00%,38
64,圆通转债,110046,2018-12-18,圆通速递,600233,交通运输,116.5,-0.26%,-0.10%,12.12,-0.49%,14,0.30%,10.89,2.75,11.30%,111.29,4.70%,1.3天,5.49年,3.49年,10.60%,11.80%,36.5,-0.14%,-0.65%,-0.24%,-3.06%,-3.27%,88.79,91.26,31.55,122.81,-5.10%,60%,<2%,16%,0.73,1.67,-0.13,AA+,4.50%,33
65,桐昆转债!,113020,2018-12-12,桐昆股份,601233,服装纺织,115.8,-0.17%,0.71%,13.6,0.74%,27,0.60%,12.51,1.44,8.70%,108.71,6.50%,转股中,5.49年,3.49年,15.30%,16.70%,38,-0.44%,-0.87%,-0.52%,-3.02%,-3.20%,88.33,89.22,30.51,119.73,-3.30%,48%,13%,16%,0.72,1.26,0.24,AA+,4.50%,26
66,特发转债,127008,2018-12-25,特发信息,70,通信互联网,209.94,-5.48%,-1.26%,11.78,-6.88%,608,117%,5.61,1.55,110%,209.98,0.00%,转股中,4.48年,2.48年,2.70%,5.70%,2.4,-12.40%,-12.70%,-12.50%,-15.90%,-15.90%,89.93,89.88,123.51,213.39,-1.60%,63%,<2%,17%,0.98,1.31,0.67,AA,5.00%,44
67,科森转债!,113521,2018-12-07,科森科技,603626,通信互联网,101.33,-0.30%,-0.53%,7.96,-1.61%,1.6,0.30%,8.95,2.09,-11.10%,88.94,13.90%,转股中,5.48年,3.48年,18.60%,16.50%,6.1,2.50%,1.97%,2.40%,0.73%,0.51%,87.26,89.07,19.02,108.08,-6.20%,63%,10%,18%,0.52,1.51,-0.36,AA,5.00%,58
68,张行转债,128048,2018-11-29,张家港行,2839,金融,108.61,-0.37%,0.86%,5.71,0.88%,37,1.30%,6.06,1.12,-5.80%,94.22,15.30%,转股中,5.47年,无权,24.20%,22.80%,25,0.96%,0.48%,0.86%,无权,无权,无权,90.27,21.04,111.31,-2.40%,55%,17%,18%,0.56,0.84,0.3,AA+,4.50%,27
