,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
序号,转债名称,转债代码,进展,股票名称,股票代码,行业,转债价格,涨跌,盘中套利,股价,涨跌,转债成交额,转债换手率,转股价格,CP/B,股价/转股价,转股价值,转股溢价率,距离转股日,剩余年限,回售年限,余额/市值,余额/股本,转债余额,税前收益率,税后收益率,加权收益率,税前回售收益,税后回售收益,回售价值,纯债价值,期权价值,内在价值,价值溢价,历史波动,隐含波动,预测波动,弹性,涨修正弹,跌修正弹,信用,折现率,热门度
69,百合转债,113520,2018-11-26,梦百合,603313,其他,123.6,-2.57%,-0.39%,23.3,-3.48%,9,1.60%,18.96,2.56,22.90%,122.89,0.60%,转股中,5.46年,3.46年,7.80%,9.60%,4.4,-1.23%,-1.73%,-1.33%,-4.69%,-4.89%,84.44,84.77,47.41,132.18,-6.50%,42%,<2%,16%,0.85,1.95,-0.13,AA-,6.00%,17
70,洲明转债,123016,2018-12-03,洲明科技,300232,电子,117.45,0.38%,1.30%,10.79,2.08%,27,4.20%,9.45,3.13,14.20%,114.18,2.90%,转股中,5.46年,3.46年,6.60%,7.60%,5.5,-0.26%,-0.78%,-0.37%,-3.26%,-3.48%,84.69,84.89,40.09,124.99,-6.00%,69%,<2%,16%,0.81,1.69,0.01,AA-,6.00%,20
71,长久转债,113519,2018-11-30,长久物流,603569,交通运输,106.51,0.13%,0.80%,11.38,1.70%,0.5,0.10%,11.99,2.71,-5.10%,94.91,12.20%,转股中,5.46年,3.46年,11.00%,10.40%,7,2.35%,1.68%,2.22%,-0.64%,-0.85%,87.43,92.94,20.22,113.16,-5.90%,52%,11%,17%,0.55,1.44,-0.26,AA,5.00%,15
72,光电转债,128047,2018-12-07,中航光电,2179,机械装备制造,117.35,-0.45%,-1.31%,32.6,-2.45%,3.1,0.20%,30.87,4.02,5.60%,105.6,11.10%,转股中,5.45年,3.45年,3.90%,4.10%,13,-1.20%,-1.53%,-1.27%,-3.44%,-3.61%,88.38,86.91,29.48,116.39,0.80%,38%,16%,16%,0.72,0.39,1.04,AA+,4.50%,9
73,利尔转债!,128046,2018-11-09,利尔化学,2258,石油天然气化工,102.711,0.01%,-1.01%,13.37,-3.26%,1,0.10%,18.62,3.34,-28.20%,71.8,43.00%,转股中,5.40年,3.40年,12.20%,8.70%,8.5,1.87%,1.41%,1.78%,0.30%,0.09%,87.39,87.53,8.13,95.66,7.40%,40%,26%,16%,0.31,-1.34,2.02,AA,5.00%,12
74,顾家转债,113518,2018-10-09,顾家家居,603816,其他,105.22,0.58%,0.72%,43.2,2.98%,2.3,0.20%,52.2,4.77,-17.20%,82.76,27.10%,转股中,5.30年,3.30年,5.90%,4.90%,11,1.78%,1.25%,1.67%,-0.39%,-0.61%,87.8,89.49,13.07,102.55,2.60%,39%,22%,16%,0.44,-0.41,1.29,AA,5.00%,13
75,机电转债,128045,2018-09-14,中航机电,2013,航空航天,112.009,0.01%,0.07%,7.05,0.14%,2.5,0.10%,7.66,3.06,-8.00%,92.04,21.70%,转股中,5.26年,3.26年,8.30%,7.60%,21,-0.35%,-0.70%,-0.42%,-2.30%,-2.49%,90.59,89.84,17.18,107.03,4.70%,54%,24%,16%,0.54,-0.45,1.55,AAA,4.00%,14
76,岭南转债!,128044,2018-09-04,岭南股份,2717,城市公用设施,99.8,-0.20%,1.38%,7.36,2.65%,3.7,0.60%,8.96,2.08,-17.90%,82.14,21.50%,转股中,5.22年,3.22年,8.70%,7.20%,6.6,2.29%,1.85%,2.21%,1.12%,0.91%,87.95,87.32,13.41,100.72,-0.90%,65%,18%,16%,0.44,0.33,0.57,AA,5.00%,33
77,蓝盾转债!!,123015,2018-09-13,蓝盾股份,300297,计算机及应用,111.362,-1.89%,0.13%,6.18,-2.06%,2.6,2.30%,5.82,1.52,6.20%,106.19,4.90%,转股中,5.22年,3.22年,1.30%,1.40%,1,0.34%,-0.13%,0.24%,-2.08%,-2.29%,88.15,88.3,18.11,106.41,4.70%,38%,61%,16%,0.85,0.03,1.68,AA,5.00%,27
78,曙光转债!,113517,2018-08-23,中科曙光,603019,计算机及应用,121.65,-0.29%,-2.17%,38.48,-3.46%,8.1,0.60%,36.53,6.34,5.30%,105.34,15.50%,转股中,5.20年,3.20年,3.20%,3.40%,11.2,-1.38%,-1.84%,-1.47%,-4.65%,-4.85%,88.23,88.38,28.82,117.2,3.80%,53%,20%,16%,0.71,-0.32,1.75,AA,5.00%,7
79,东音转债!!,128043,2018-08-27,东音股份,2793,机械装备制造,139.7,-2.34%,-0.40%,15.27,-2.74%,90,31.00%,11.13,2.75,37.20%,137.2,1.80%,转股中,5.19年,3.19年,6.70%,9.20%,2.1,-3.67%,-4.16%,-3.77%,-8.54%,-8.73%,85.58,85.91,51.28,137.2,1.80%,69%,73%,17%,1,0.62,1.36,AA-,6.00%,31
80,苏农转债,113516,2018-08-20,苏农银行,603323,金融,109.13,-0.34%,0.89%,6.08,1.00%,98,6.90%,6.34,0.94,-4.10%,95.9,13.80%,转股中,5.19年,无权,13.00%,12.40%,12.9,1.14%,0.59%,1.03%,无权,无权,无权,92.48,20.77,113.25,-3.60%,48%,15%,18%,0.55,1.12,0.04,AA+,4.50%,27
81,凯发转债!,123014,2018-08-21,凯发电气,300407,能源电力,102.403,-0.58%,0.58%,7.44,0.00%,0.3,0.10%,8.15,2.28,-8.70%,91.29,12.20%,转股中,4.17年,2.17年,15.10%,13.80%,3.2,1.64%,1.21%,1.56%,-0.06%,-0.25%,86.42,81.36,23.86,105.22,-2.70%,64%,16%,18%,0.6,0.5,0.72,A+,7.50%,17
82,凯中转债!,128042,2018-09-03,凯中精密,2823,能源电力,97.9,0.10%,-0.10%,9.71,0.00%,0.4,0.10%,13.25,3.14,-26.70%,73.28,33.60%,转股中,5.18年,3.18年,14.70%,10.80%,4.2,3.62%,3.00%,3.50%,1.78%,1.55%,88.32,91.57,8.04,99.61,-1.70%,66%,15%,17%,0.29,0.38,0.22,AA,5.00%,47
83,横河转债!,123013,2018-08-20,横河模具,300539,机械装备制造,106.2,-0.65%,0.58%,9.13,-0.11%,0.5,1.20%,9.26,4.24,-1.40%,98.6,7.70%,转股中,5.17年,3.17年,1.90%,1.90%,0.4,1.85%,1.27%,1.74%,-0.44%,-0.71%,82.51,80.96,32.43,113.39,-6.30%,76%,9%,17%,0.72,1.26,0.22,A+,7.50%,30
84,高能转债,113515,2018-08-27,高能环境,603588,城市公用设施,111.81,-0.18%,-0.18%,9.53,-0.52%,2.5,0.30%,9.33,2.4,2.10%,102.14,9.50%,转股中,5.17年,3.17年,11.70%,11.90%,7.5,0.26%,-0.21%,0.17%,-2.23%,-2.44%,88.36,88.51,26.3,114.81,-2.60%,67%,13%,16%,0.68,0.92,0.47,AA,5.00%,29
85,万顺转债,123012,2018-08-29,万顺新材,300057,造纸包装印刷,109.241,0.22%,-0.09%,5.63,0.18%,1.2,0.60%,5.36,0.9,5.00%,105.04,4.00%,转股中,5年56天,3年56天,4.50%,4.80%,1.7,0.37%,-0.04%,0.29%,-1.54%,-1.76%,85.73,82.97,34.45,117.42,-7.00%,41%,<2%,18%,0.73,1.83,-0.25,AA-,6.00%,23
86,威帝转债,113514,2018-08-13,威帝股份,603023,汽车,100.71,-0.03%,-0.82%,5.35,-1.47%,1.3,0.60%,5.92,3.54,-9.60%,90.37,11.40%,转股中,4年56天,2年56天,10.40%,9.40%,2,2.52%,1.99%,2.41%,0.66%,0.47%,86.54,82.95,22.21,105.16,-4.20%,70%,11%,18%,0.58,0.82,0.36,A+,7.50%,49
87,德尔转债,123011,2018-08-14,德尔股份,300473,汽车,97.95,-0.73%,-0.34%,28.6,-2.39%,4.7,0.90%,34.96,1.99,-18.20%,81.81,19.70%,转股中,5年54天,2.65年,18.50%,15.10%,5.6,3.70%,3.06%,3.57%,1.93%,1.69%,87.81,87.73,15.02,102.75,-4.70%,41%,11%,17%,0.45,0.86,0.07,AA-,6.00%,47
88,盛路转债!!,128041,2018-08-14,盛路通信,2446,通信互联网,138.85,-2.95%,1.63%,9.7,-1.32%,13,10.00%,6.88,1.72,41.00%,140.99,-1.50%,转股中,5年53天,3年53天,1.10%,1.50%,0.9,-3.58%,-4.09%,-3.68%,-8.44%,-8.64%,88.66,90.37,50.62,140.99,-1.50%,53%,53%,16%,1,1.32,0.7,AA,5.00%,13
89,海澜转债!,110045,2018-07-31,海澜之家,600398,服装纺织,101.68,0.07%,-0.48%,8.44,-1.63%,2.7,0.10%,12.02,4,-29.80%,70.22,44.80%,转股中,5年49天,3年49天,7.90%,5.60%,30,1.91%,1.48%,1.82%,0.34%,0.17%,89.02,89.59,5.82,95.4,6.60%,30%,27%,16%,0.25,-1.14,1.68,AA+,4.50%,37
90,安井转债,113513,2018-07-31,安井食品,603345,食品饮料,128.11,0.95%,-0.34%,45.56,0.69%,13,3.60%,35.46,3.85,28.50%,128.48,-0.30%,转股中,5年48天,3年48天,2.80%,3.60%,2.7,-2.44%,-2.88%,-2.53%,-6.29%,-6.47%,85.64,84.37,51.89,136.26,-6.00%,51%,<2%,16%,0.88,1.93,-0.06,AA-,6.00%,20
91,博世转债!,123010,2018-08-14,博世科,300422,城市公用设施,100.5,0.20%,1.93%,10.02,4.70%,6.8,1.60%,12.45,3.01,-19.50%,80.48,24.90%,转股中,5年41天,3年41天,12.10%,9.70%,4.3,2.42%,1.93%,2.32%,1.00%,0.77%,85.93,84.66,15.28,99.93,0.60%,68%,22%,17%,0.45,-0.15,1.06,AA-,6.00%,48
92,湖广转债!,127007,2018-08-01,湖北广电,665,传媒娱乐,109.102,-0.68%,-0.47%,7.89,-1.87%,4.5,0.30%,7.92,0.84,-0.40%,99.62,9.50%,转股中,5年34天,3年34天,24.70%,24.60%,13.3,0.81%,0.32%,0.72%,-1.45%,-1.68%,90.36,91.27,23.06,114.33,-4.60%,32%,10%,17%,0.62,1.4,-0.09,AA+,4.50%,34
93,广电转债!,110044,2018-07-24,广电网络,600831,传媒娱乐,160.82,-0.13%,-1.31%,9.8,-1.61%,175,130%,6.91,1.3,41.80%,141.82,13.40%,转股中,5年33天,3年33天,1.20%,1.70%,0.8,-6.77%,-7.18%,-6.85%,-12.40%,-12.60%,88.71,88.85,60.28,149.13,7.80%,43%,33%,17%,0.89,-0.75,2.6,AA,5.00%,12
94,千禾转债!,113511,2018-07-10,千禾味业,603027,食品饮料,105.74,-0.30%,-1.77%,16.88,-3.38%,8.1,2.20%,18.31,4.63,-7.80%,92.19,14.70%,转股中,5年26天,3年26天,4.60%,4.30%,3.6,1.36%,0.88%,1.27%,-0.64%,-0.85%,85.94,84.67,22.2,106.86,-1.00%,57%,13%,16%,0.61,0.28,0.95,AA-,6.00%,37
95,再升转债!,113510,2018-07-13,再升科技,603601,城市公用设施,102,0.45%,0.80%,7.04,3.53%,0.9,0.70%,8.59,3.43,-18.00%,81.96,24.50%,转股中,5年25天,1年25天,2.30%,1.90%,1.1,2.14%,1.64%,2.04%,-0.66%,-0.85%,94.15,84.87,16.61,101.49,0.50%,65%,21%,17%,0.35,0.04,0.67,AA-,6.00%,35
96,华通转债!,128040,2018-07-13,华通医药,2758,医药,103.223,0.22%,-0.52%,9.54,-0.63%,4.1,1.80%,11.45,3.97,-16.70%,83.32,23.90%,转股中,5年20天,3年20天,11.10%,9.20%,2.2,1.90%,1.41%,1.80%,0.18%,-0.06%,86.22,84.94,17.54,102.48,0.70%,77%,20%,18%,0.48,-0.16,1.13,AA-,6.00%,60
97,三力转债!,128039,2018-06-29,三 力 士,2224,机械装备制造,113.052,-0.93%,-1.90%,6.31,-3.66%,29,9.10%,5.84,2.08,8.00%,108.05,4.60%,转股中,5年14天,3年14天,6.50%,7.00%,2.8,-0.44%,-0.83%,-0.52%,-2.79%,-2.98%,85.9,82.93,35.66,118.59,-4.70%,38%,<2%,17%,0.77,1.37,0.23,AA-,6.00%,20
98,新泉转债!,113509,2018-06-22,新泉股份,603179,汽车,100,-0.30%,0.56%,13.14,1.00%,2.5,0.60%,18.89,2.77,-30.40%,69.56,43.80%,转股中,5年10天,3年10天,15.00%,10.50%,4.5,2.16%,1.73%,2.07%,1.12%,0.90%,88.79,87.37,7.59,94.96,5.30%,55%,28%,17%,0.26,-0.92,1.46,AA,5.00%,23
99,新凤转债!,113508,2018-05-16,新凤鸣,603225,服装纺织,99.71,-0.22%,0.17%,12.15,-0.16%,22,1.00%,16.83,2.52,-27.80%,72.19,38.10%,转股中,4.92年,2.92年,14.80%,10.70%,21.5,2.58%,2.09%,2.48%,1.16%,0.95%,88.95,89.1,7.06,96.15,3.70%,55%,23%,16%,0.28,-0.64,1.21,AA,5.00%,29
100,天马转债!,113507,2018-05-07,天马科技,603668,农业,136.96,1.88%,0.22%,10.08,2.34%,3,2.30%,7.37,2.34,36.80%,136.77,0.10%,转股中,4.89年,2.89年,3.00%,4.20%,1,-3.94%,-4.38%,-4.03%,-8.84%,-9.03%,86.65,85.36,58.64,144,-4.90%,53%,<2%,17%,0.9,1.75,0.13,AA-,6.00%,17
101,金农转债!!,128036,2018-04-02,金新农,2548,农业,127.38,-2.24%,-0.15%,12.26,-2.39%,206,87.80%,9.62,3.07,27.40%,127.44,0.00%,转股中,4.79年,2.79年,3.50%,4.40%,1.8,-2.90%,-3.30%,-2.98%,-6.86%,-7.06%,87.16,84.35,43.09,127.44,0.00%,41%,<2%,17%,1,1.01,0.99,AA-,6.00%,38
102,利欧转债!!,128038,2018-04-19,利欧股份,2131,传媒娱乐,119.116,-0.12%,-0.37%,2.04,-0.49%,8.8,4.00%,1.72,1.45,18.60%,118.6,0.40%,转股中,4.83年,2.83年,1.40%,1.60%,1.9,-0.96%,-1.46%,-1.06%,-4.68%,-4.88%,89.37,90.31,28.3,118.61,0.40%,80%,55%,16%,1,0.91,1.08,AA,5.00%,43
103,岩土转债!,128037,2018-04-25,中化岩土,2542,建筑,94.89,-0.12%,0.03%,4.65,-0.85%,2.2,0.40%,8.03,3.87,-42.10%,57.91,63.90%,转股中,4.81年,2.81年,7.10%,4.10%,6,3.73%,3.22%,3.63%,2.92%,2.69%,89.45,89.6,2.18,91.78,3.40%,53%,25%,16%,0.1,-0.64,0.84,AA,5.00%,69
104,敖东转债!,127006,2018-05-11,吉林敖东,623,金融,100.5,-0.50%,0.58%,16.21,0.25%,1.6,0.10%,20.82,1.14,-22.10%,77.86,29.10%,转股中,4.80年,2.80年,12.80%,9.90%,24.1,1.61%,1.27%,1.54%,0.53%,0.39%,89.63,87.98,9.31,97.29,3.30%,31%,23%,16%,0.35,-0.41,1.1,AA+,4.50%,44
105,长证转债!,127005,2018-04-11,长江证券,783,金融,115.2,0.00%,-0.24%,7.07,-0.42%,29,0.50%,7.45,1.57,-5.10%,94.9,21.40%,转股中,4.80年,无权,12.80%,12.10%,50,-1.03%,-1.40%,-1.11%,无权,无权,无权,91.18,19.08,110.27,4.50%,33%,25%,18%,0.56,-0.38,1.51,AAA,4.00%,31
106,星源转债!,123009,2018-04-10,星源材质,300568,汽车,106.5,-0.27%,0.44%,23.91,0.34%,1.4,0.30%,27.49,3.5,-13.00%,86.98,22.40%,转股中,4.79年,2.79年,10.50%,9.10%,4.8,0.75%,0.34%,0.67%,-1.12%,-1.32%,89.33,87.69,15.93,103.62,2.80%,63%,22%,17%,0.49,-0.3,1.29,AA,5.00%,13
107,杭电转债!,113505,2018-03-27,杭电股份,603618,能源电力,100.41,-0.21%,-0.30%,5.72,-1.38%,0.2,0.00%,7.29,2.38,-21.50%,78.46,28.00%,转股中,4.78年,2.78年,19.80%,15.50%,7.8,2.51%,2.00%,2.41%,0.97%,0.75%,89.56,89.71,9.71,99.42,1.00%,42%,18%,16%,0.37,-0.11,0.84,AA,5.00%,42
108,艾华转债!,113504,2018-03-23,艾华集团,603989,电子,104.44,0.70%,-0.78%,18.12,-0.17%,2.1,0.30%,21.73,4.34,-16.60%,83.39,25.20%,转股中,4.77年,2.77年,9.80%,8.20%,6.9,1.27%,0.84%,1.18%,-0.38%,-0.59%,89.6,88.17,13.06,101.23,3.20%,40%,21%,16%,0.44,-0.45,1.34,AA,5.00%,12
109,玲珑转债!,113019,2018-03-22,玲珑轮胎,601966,汽车,108.5,-0.28%,0.87%,17.04,1.37%,5.9,0.30%,18.84,2.32,-9.60%,90.45,20.00%,转股中,3.77年,1.77年,9.80%,8.80%,20,1.10%,0.47%,0.97%,-3.27%,-3.44%,93.46,95.91,10.94,106.86,1.50%,34%,21%,16%,0.44,-0.01,0.88,AA+,4.50%,17
110,大族转债!,128035,2018-03-05,大族激光,2008,电子,104.499,-0.57%,0.60%,32.58,0.46%,1.4,0.10%,52.5,7.03,-37.90%,62.06,68.40%,转股中,4.71年,2.71年,6.60%,4.10%,23,0.79%,0.45%,0.72%,0.10%,-0.22%,92.41,88.36,5.46,93.83,11.40%,39%,39%,16%,0.08,-1.99,2.28,AA+,4.50%,29
111,无锡转债!,110043,2018-03-14,无锡银行,600908,金融,103.74,-0.09%,0.62%,5.7,1.06%,9.2,0.30%,6.7,1.19,-14.90%,85.07,21.90%,转股中,4.69年,无权,28.50%,24.20%,30,0.34%,0.12%,0.30%,无权,无权,无权,86.04,15.27,101.3,2.40%,46%,24%,18%,0.5,-0.18,1.18,AA+,4.50%,58
112,江银转债!,128034,2018-02-14,江阴银行,2807,金融,109.596,0.55%,0.56%,4.68,1.74%,14,0.70%,4.68,0.8,0.00%,100,9.60%,转股中,4.67年,无权,17.30%,17.30%,17.6,0.00%,-0.38%,-0.08%,无权,无权,无权,89.5,23.45,112.94,-3.00%,50%,16%,18%,0.63,1.06,0.25,AA+,4.50%,56
113,道氏转债!,123007,2018-01-26,道氏技术,300409,建筑,107.4,0.49%,-0.28%,13.63,0.37%,0.1,0.00%,15.2,3.02,-10.30%,89.67,19.80%,转股中,4.60年,2.60年,4.90%,4.40%,3,0.94%,0.45%,0.84%,-1.34%,-1.58%,88.25,86.19,18.7,104.89,2.40%,77%,20%,16%,0.56,-0.36,1.49,AA-,6.00%,17
114,迪龙转债!,128033,2018-01-29,雪迪龙,2658,城市公用设施,99.25,0.15%,0.36%,7.35,1.24%,1.4,0.30%,8.93,2.71,-17.70%,82.31,20.60%,转股中,4.59年,2.59年,11.70%,9.60%,5.2,2.37%,1.93%,2.28%,1.38%,1.16%,90.17,88.52,12.6,101.12,-1.90%,38%,16%,17%,0.41,0.55,0.3,AA,5.00%,59
115,吉视转债!,113017,2018-01-15,吉视传媒,601929,传媒娱乐,100.8,-0.20%,-0.26%,2.39,-1.24%,3.2,0.20%,2.96,1.39,-19.30%,80.74,24.80%,转股中,4.59年,2.59年,21.00%,16.90%,15.6,2.02%,1.59%,1.93%,0.81%,0.59%,91.35,90.45,9.77,100.22,0.60%,29%,18%,16%,0.37,0.12,0.62,AA+,4.50%,30
116,航电转债,110042,2018-01-15,中航电子,600372,航空航天,116.7,-0.64%,-0.37%,14.61,-1.55%,8.6,0.30%,14.23,3.51,2.70%,102.67,13.70%,转股中,4.59年,2.59年,9.30%,9.60%,24,-1.34%,-1.73%,-1.42%,-4.36%,-4.58%,92.8,92.05,22.33,114.38,2.00%,35%,20%,16%,0.65,0.18,1.11,AAA,4.00%,14
117,蒙电转债!,110041,2018-01-09,内蒙华电,600863,能源电力,110.05,0.23%,0.80%,2.83,1.80%,10,0.50%,2.92,1.49,-3.10%,96.92,13.50%,转股中,4.58年,2.58年,11.40%,11.00%,18.7,0.17%,-0.27%,0.08%,-2.26%,-2.50%,92.93,93.01,17.73,110.74,-0.60%,23%,17%,16%,0.57,0.65,0.51,AAA,4.00%,17
118,双环转债!,128032,2018-01-25,双环传动,2472,机械装备制造,96,0.10%,-0.14%,5.68,-0.53%,3.8,0.40%,9.99,2.02,-43.10%,56.86,68.80%,转股中,4.59年,2.59年,25.60%,14.60%,10,3.24%,2.78%,3.15%,2.72%,2.47%,90.41,88.98,2.86,91.84,4.50%,54%,29%,16%,0.07,-0.84,0.98,AA,5.00%,23
119,天康转债!,128030,2018-01-29,天康生物,2100,农业,119.41,-2.22%,1.57%,8.52,-0.93%,5.5,0.70%,8.15,2.46,4.50%,104.54,14.20%,转股中,4.58年,2.58年,8.00%,8.40%,6.6,-1.26%,-1.76%,-1.36%,-5.18%,-5.39%,90.45,90.61,25.64,116.25,2.70%,35%,24%,16%,0.69,-0.11,1.49,AA,5.00%,13
120,太阳转债!,128029,2018-01-16,太阳纸业,2078,造纸包装印刷,104.898,0.86%,-1.56%,6.41,-3.46%,0.2,0.00%,8.65,1.77,-25.90%,74.1,41.60%,转股中,3.58年,1.58年,7.20%,5.40%,12,0.90%,0.46%,0.82%,-1.89%,-2.05%,93.98,92.66,4.62,97.29,7.80%,38%,28%,16%,0.2,-1.3,1.75,AA+,4.50%,10
121,赣锋转债!,128028,2018-01-19,赣锋锂业,2460,有色金属,99.15,0.45%,-0.48%,23.12,-0.60%,3.3,0.40%,42.58,7.05,-45.70%,54.3,82.60%,转股中,4.58年,2.58年,3.10%,1.70%,9.3,2.29%,1.88%,2.21%,1.25%,1.06%,89.79,88.15,2.87,91.02,8.90%,70%,39%,17%,0.06,-1.62,1.8,AA,5.00%,16
122,铁汉转债!,123004,2018-01-26,铁汉生态,300197,城市公用设施,101,0.05%,0.50%,3.39,1.19%,0.7,0.20%,3.99,1.47,-15.00%,84.96,18.90%,转股中,4.57年,2.57年,6.00%,5.10%,4.8,1.98%,1.55%,1.90%,0.74%,0.52%,90.28,88.63,12.58,101.21,-0.20%,68%,16%,15%,0.46,0.23,0.69,AA,5.00%,47
123,崇达转债,128027,2018-01-22,崇达技术,2815,电子,109.301,-0.30%,0.47%,14.29,0.28%,1.4,0.20%,14.75,4.26,-3.10%,96.88,12.80%,转股中,4.56年,2.56年,6.40%,6.20%,7.6,0.30%,-0.13%,0.22%,-2.07%,-2.29%,90.53,89.09,20.83,109.93,-0.60%,63%,17%,16%,0.62,0.5,0.74,AA,5.00%,10
124,泰晶转债!,113503,2018-01-02,泰晶科技,603738,电子,99.52,-1.98%,-1.33%,13.88,-9.99%,9.8,4.50%,17.99,4.81,-22.80%,77.15,29.00%,转股中,4.56年,2.56年,9.80%,7.50%,2.2,2.86%,2.32%,2.75%,1.43%,1.18%,90.63,90.79,8.43,99.23,0.30%,63%,14%,16%,0.33,0.01,0.65,AA,5.00%,37
125,众兴转债!,128026,2018-01-03,众兴菌业,2772,农业,96.194,0.33%,-1.09%,7.94,-3.41%,2.6,0.30%,11.54,1.7,-31.20%,68.8,39.80%,转股中,4.55年,2.55年,31.50%,21.70%,9.2,3.24%,2.77%,3.15%,2.71%,2.46%,88.37,85.53,7.57,93.1,3.30%,34%,20%,16%,0.22,-0.67,1.12,AA-,6.00%,45
126,蓝思转债!,123003,2018-01-17,蓝思科技,300433,电子,97.21,-0.30%,0.11%,6.93,-1.14%,22,0.50%,10.46,2.56,-33.70%,66.25,46.70%,转股中,4.54年,2.54年,17.60%,11.70%,48,2.87%,2.43%,2.79%,2.20%,1.97%,91.56,90.65,4.04,94.69,2.70%,87%,23%,16%,0.16,-0.42,0.74,AA+,4.50%,37
127,特一转债!,128025,2017-12-28,特一药业,2728,医药,108.849,0.08%,-0.31%,15.6,-0.32%,0.2,0.10%,15.45,3.24,1.00%,100.97,7.80%,转股中,4.54年,2.54年,10.80%,10.90%,3.4,0.30%,-0.13%,0.21%,-2.02%,-2.23%,88.15,85.11,27.76,112.87,-3.60%,36%,12%,17%,0.69,1.01,0.4,AA-,6.00%,29
128,宁行转债,128024,2018-01-12,宁波银行,2142,金融,127.45,-0.27%,0.06%,22.6,-0.26%,54,0.70%,18.01,1.34,25.50%,125.49,1.60%,转股中,4.53年,无权,5.40%,6.80%,64.8,-3.44%,-3.79%,-3.51%,无权,无权,无权,91.51,41.85,133.36,-4.40%,31%,<2%,18%,0.81,1.72,-0.01,AAA,4.00%,35
129,亚太转债!,128023,2017-12-26,亚太股份,2284,汽车,92.551,0.38%,-0.33%,4.96,1.64%,4.6,0.50%,10.34,2.94,-52.00%,47.97,92.90%,转股中,4.53年,2.53年,27.30%,13.10%,10,4.56%,4.00%,4.45%,4.19%,3.94%,90.66,90.83,0.98,91.81,0.80%,37%,24%,17%,0.03,-0.15,0.2,AA,5.00%,42
130,众信转债!,128022,2017-12-28,众信旅游,2707,旅游餐饮酒店,99.28,-1.60%,1.65%,5.99,0.17%,5.7,0.80%,7.92,3.08,-24.40%,75.63,31.30%,转股中,4.52年,2.52年,13.20%,10.00%,7,2.40%,1.96%,2.31%,1.41%,1.18%,90.48,88.83,9.1,97.93,1.40%,56%,23%,17%,0.31,-0.15,0.76,AA,5.00%,10
131,兄弟转债!,128021,2017-12-27,兄弟科技,2562,医药,103.615,0.44%,-0.44%,4.64,0.00%,4.8,0.90%,5.35,2.25,-13.30%,86.73,19.50%,转股中,4.51年,2.51年,12.10%,10.50%,5.1,1.42%,0.99%,1.33%,-0.21%,-0.43%,90.52,88.87,14.1,102.96,0.60%,68%,17%,16%,0.47,0.12,0.82,AA,5.00%,24
132,国祯转债!,123002,2017-12-25,国祯环保,300388,城市公用设施,115.577,-0.19%,0.65%,8.99,0.67%,0.2,0.00%,8.72,2.2,3.10%,103.1,12.10%,转股中,4.50年,2.50年,10.20%,10.60%,5.1,-1.05%,-1.47%,-1.13%,-4.24%,-4.45%,90.57,88.92,25.2,114.12,1.30%,51%,20%,16%,0.68,0.19,1.17,AA,5.00%,10
133,生益转债!,110040,2017-12-11,生益科技,600183,电子,119.25,-1.61%,-1.24%,13.24,-3.71%,48,2.30%,11.62,3.87,13.90%,113.94,4.70%,转股中,4.50年,无权,6.30%,7.10%,17.6,-1.75%,-2.16%,-1.83%,无权,无权,无权,90.81,31.99,122.79,-2.90%,46%,<2%,16%,0.77,1.26,0.32,AA+,4.50%,9
134,水晶转债!,128020,2017-12-12,水晶光电,2273,电子,99.096,-0.48%,0.18%,10.89,-1.54%,0.7,0.10%,16,3.7,-31.90%,68.06,45.60%,转股中,4.48年,2.48年,12.60%,8.50%,11.8,2.73%,2.23%,2.63%,1.30%,1.11%,90.17,89.98,4.53,94.52,4.80%,51%,26%,16%,0.19,-0.86,1.26,AA,5.00%,15
135,济川转债!,110038,2017-11-29,济川药业,600566,医药,107.46,0.43%,-0.40%,32.63,0.09%,1.9,0.30%,40.04,5.56,-18.50%,81.49,31.90%,转股中,3.47年,1.47年,2.40%,1.90%,6.3,0.36%,-0.11%,0.27%,-3.40%,-3.58%,93.77,92.03,7.14,99.17,8.40%,36%,29%,15%,0.35,-1.4,2.17,AA,5.00%,17
136,嘉澳转债!,113502,2017-11-27,嘉澳环保,603822,城市公用设施,96.07,0.07%,-0.13%,23.61,-1.17%,0.6,0.30%,45.04,4.63,-47.60%,52.42,83.30%,转股中,4.46年,2.46年,10.70%,5.60%,1.9,3.76%,3.20%,3.65%,2.86%,2.60%,88.83,87.52,2.73,90.25,6.40%,57%,36%,17%,0.05,-1.2,1.32,AA-,6.00%,45
137,久立转2!,128019,2017-12-01,久立特材,2318,石油天然气化工,106.5,0.38%,-0.79%,6.89,-0.86%,2,0.20%,7.92,2.19,-13.00%,86.99,22.40%,转股中,4.46年,2.46年,17.90%,15.60%,10.4,0.80%,0.37%,0.72%,-1.26%,-1.48%,90.76,89.11,14.76,103.86,2.50%,34%,20%,17%,0.47,-0.24,1.19,AA,5.00%,22
138,时达转债!,128018,2017-12-04,新时达,2527,机械装备制造,96.74,-0.11%,0.43%,5.64,1.08%,0.7,0.10%,7.45,1.86,-24.30%,75.7,27.80%,转股中,4.45年,2.45年,25.20%,19.00%,8.8,3.16%,2.68%,3.06%,2.56%,2.30%,91,89.56,8.21,97.77,-1.00%,34%,16%,16%,0.3,0.32,0.29,AA,5.00%,48
