,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
序号,转债名称,转债代码,进展,股票名称,股票代码,行业,转债价格,涨跌,盘中套利,股价,涨跌,转债成交额,转债换手率,转股价格,CP/B,股价/转股价,转股价值,转股溢价率,距离转股日,剩余年限,回售年限,余额/市值,余额/股本,转债余额,税前收益率,税后收益率,加权收益率,税前回售收益,税后回售收益,回售价值,纯债价值,期权价值,内在价值,价值溢价,历史波动,隐含波动,预测波动,弹性,涨修正弹,跌修正弹,信用,折现率,热门度
30,拓邦转债,128058,2019-04-08,拓邦股份,2139,电子,110.601,-1.25%,0.55%,5.75,-1.03%,14,2.20%,5.64,2.59,2.00%,101.95,8.50%,4月2天,5.82年,3.82年,9.80%,10.00%,5.7,1.88%,1.20%,1.75%,-1.33%,-1.56%,88.84,96.74,21,117.74,-6.10%,59%,9%,16%,0.67,1.36,0.05,AA,4.30%,42
31,博彦转债,128057,2019-04-02,博彦科技,2649,计算机及应用,107.098,-0.10%,-1.35%,8.79,-2.01%,18,2.90%,8.81,1.89,-0.20%,99.77,7.30%,4月0天,5.81年,3.81年,12.50%,12.40%,5.8,1.66%,1.11%,1.55%,-0.72%,-0.92%,88.07,92.3,21.23,113.54,-5.70%,74%,6%,16%,0.72,1.22,0.26,AA-,4.30%,53
32,贵广转债,110052,2019-03-29,贵广网络,600996,传媒娱乐,113.59,0.27%,-0.03%,8.76,0.34%,41,2.30%,8.13,1.81,7.70%,107.75,5.40%,4月0天,5.81年,3.81年,17.50%,18.90%,16,0.82%,0.25%,0.71%,-2.14%,-2.34%,89.61,95.48,25.5,120.98,-6.10%,43%,7%,16%,0.7,1.68,-0.18,AA+,3.90%,35
33,万信转2,123021,2019-03-25,万达信息,300168,计算机及应用,112.413,-0.51%,-0.24%,13.77,-1.08%,13,1.00%,13.62,4.12,1.10%,101.1,11.20%,3月27天,5.81年,3.81年,7.90%,8.00%,12,0.90%,0.34%,0.79%,-2.00%,-2.18%,88.11,93.3,21.44,114.74,-2.00%,49%,14%,16%,0.7,0.53,0.87,AA,4.30%,22
34,中信转债,113021,2019-03-19,中信银行,601998,金融,104.92,-0.16%,-0.36%,5.87,-1.51%,125,0.30%,7.45,0.87,-21.20%,78.79,33.20%,4月0天,5.81年,无权,13.90%,11.00%,400,2.26%,1.67%,2.14%,无权,无权,无权,96.28,8.96,105.23,-0.30%,23%,17%,17%,0.34,0.33,0.37,AAA,3.80%,53
35,富祥转债,123020,2019-03-29,富祥股份,300497,医药,108.4,-2.43%,0.84%,18.6,-2.21%,13,2.90%,18.05,3.67,3.00%,103.05,5.20%,3月28天,5.80年,3.80年,10.10%,10.40%,4.2,1.97%,1.33%,1.84%,-0.95%,-1.16%,88.44,95.17,22.14,117.31,-7.60%,64%,6%,16%,0.72,1.68,-0.14,AA-,4.30%,53
36,长城转债,113528,2019-03-20,长城科技,603897,机械装备制造,99.91,-0.22%,-0.13%,20.85,-0.62%,1.5,0.20%,24.18,2.51,-13.80%,86.23,15.90%,3月28天,5.80年,3.80年,17.00%,14.70%,6.3,2.99%,2.42%,2.88%,1.14%,0.91%,86.89,90.49,14.38,104.87,-4.70%,55%,11%,17%,0.56,0.73,0.42,AA-,4.80%,32
37,今飞转债,128056,2019-03-22,今飞凯达,2863,汽车,100.95,-0.35%,1.06%,6.26,1.13%,5.4,1.40%,6.8,2.66,-7.90%,92.06,9.70%,3月25天,5.80年,3.80年,15.60%,14.40%,3.7,3.34%,2.67%,3.21%,0.95%,0.72%,87.24,93.29,16.81,110.1,-8.30%,71%,8%,17%,0.63,1.49,-0.15,A+,4.80%,51
38,中天转债,110051,2019-03-22,中天科技,600522,通信互联网,103.23,-3.43%,1.94%,8.97,-2.82%,90,2.20%,10.29,1.62,-12.80%,87.17,18.40%,3月25天,5.80年,3.80年,14.40%,12.60%,39.7,1.81%,1.35%,1.71%,0.14%,-0.05%,88.3,90.42,13.82,104.24,-1.00%,64%,18%,16%,0.53,0.36,0.7,AA+,4.20%,32
39,长青转2,128055,2019-04-03,长青股份,2391,石油天然气化工,114.6,-2.56%,-1.48%,8.58,-4.88%,15,1.40%,7.41,0.8,15.80%,115.79,-1.00%,3月24天,5.79年,3.79年,19.80%,22.90%,9.1,0.14%,-0.34%,0.04%,-2.45%,-2.63%,89.42,92.78,33.26,126.04,-9.10%,41%,<2%,16%,0.83,2.42,-0.57,AA,3.90%,49
40,中来转债,123019,2019-03-22,中来股份,300393,能源电力,101.37,-0.65%,0.13%,17.77,-1.00%,6.1,0.60%,20.41,1.92,-12.90%,87.07,16.40%,3月20天,5.79年,3.79年,23.60%,20.50%,10,3.75%,3.00%,3.60%,0.86%,0.62%,86.81,95.06,14.08,109.14,-7.10%,48%,10%,18%,0.52,1.2,-0.09,AA-,4.90%,58
41,中宠转债,128054,2019-03-14,中宠股份,2891,农业,104.518,0.00%,-1.33%,32.96,-2.14%,1.7,0.80%,37.97,4.73,-13.20%,86.81,20.40%,3月10天,5.76年,3.76年,5.90%,5.10%,1.9,1.80%,1.30%,1.70%,-0.14%,-0.34%,86.52,88.57,14.51,103.08,1.40%,48%,17%,16%,0.62,-0.55,1.82,A+,4.80%,23
42,尚荣转债,128053,2019-03-07,尚荣医疗,2551,医药,107.158,-1.34%,-1.46%,5.3,-3.64%,17,2.10%,4.94,1.49,7.30%,107.29,-0.10%,3月8天,5.76年,3.76年,20.00%,21.50%,7.5,1.30%,0.82%,1.21%,-0.82%,-1.00%,88.87,91.99,26.83,118.82,-9.80%,43%,<2%,16%,0.77,2.46,-0.71,AA,4.10%,83
43,维格转债,113527,2019-02-19,维格娜丝,603518,服装纺织,101.41,-0.08%,-0.09%,13.76,-0.29%,4.4,0.60%,14.96,1.11,-8.00%,91.98,10.30%,2月17天,5.70年,3.70年,30.10%,27.70%,7.5,3.16%,2.51%,3.03%,0.67%,0.46%,87.71,94.06,16.84,110.9,-8.60%,39%,7%,18%,0.57,1.79,-0.51,AA,4.60%,56
44,联泰转债,113526,2019-02-18,联泰环保,603797,城市公用设施,113.77,1.58%,0.64%,14.22,2.75%,2.9,0.70%,12.31,2.37,15.50%,115.52,-1.50%,2月16天,5.70年,3.70年,12.90%,14.90%,3.9,-0.42%,-0.78%,-0.49%,-2.41%,-2.59%,89.22,89.32,36.52,125.84,-9.60%,50%,<2%,18%,0.81,2.57,-0.73,AA,4.00%,26
45,平银转债,127010,2019-02-18,平安银行,1,金融,118.2,-1.18%,-0.73%,12.3,-3.00%,200,0.60%,11.77,0.89,4.50%,104.5,13.10%,2月12天,5.69年,无权,12.30%,12.90%,260,-0.03%,-0.58%,-0.14%,无权,无权,无权,96.54,23.41,119.95,-1.50%,30%,13%,16%,0.64,0.83,0.46,AAA,3.70%,58
46,冰轮转债,127009,2019-02-21,冰轮环境,811,机械装备制造,131.02,-1.50%,-0.85%,8.47,-2.53%,35,5.30%,5.52,1.2,53.40%,153.44,-14.60%,2月5天,5.67年,3.67年,9.20%,14.10%,5.1,-2.27%,-2.73%,-2.36%,-5.94%,-6.11%,90.49,94.32,65.82,160.14,-18.20%,45%,<2%,17%,0.93,5.37,-2.56,AA,3.70%,29
47,凯龙转债,128052,2019-01-21,凯龙股份,2783,石油天然气化工,168.613,-1.16%,-3.26%,14.24,-4.56%,455,81.50%,6.97,1.6,104%,204.3,-17.50%,44天,5.61年,3.61年,6.90%,14.20%,3.3,-6.64%,-7.07%,-6.72%,-11.70%,-11.80%,91.23,95.25,114.41,209.66,-19.60%,80%,<2%,17%,0.97,6,-2.89,AA,3.60%,36
48,溢利转债,123018,2019-01-23,溢多利,300381,医药,110.597,0.50%,0.62%,9.66,1.36%,3.3,0.40%,8.41,1.69,14.90%,114.86,-3.70%,43天,5.60年,3.60年,16.90%,19.40%,6.7,0.76%,0.27%,0.66%,-1.68%,-1.87%,89.56,92.78,32.92,125.7,-12.00%,77%,<2%,17%,0.82,3.06,-1.1,AA-,4.00%,45
49,佳都转债!,110050,2019-01-21,佳都科技,600728,计算机及应用,122.78,-1.18%,-1.42%,10.2,-2.95%,33,3.00%,7.95,3.11,28.30%,128.3,-4.30%,42天,5.60年,3.60年,5.30%,6.80%,8.8,-1.29%,-1.74%,-1.38%,-4.40%,-4.58%,90.34,93.16,43.32,136.48,-10.00%,42%,<2%,16%,0.88,2.87,-0.84,AA,3.80%,26
50,海尔转债,110049,2019-01-18,青岛海尔,600690,家电,118.98,-3.06%,0.02%,15.74,-4.20%,75,2.10%,14.55,2.31,8.20%,108.18,10.00%,42天,5.60年,3.60年,3.00%,3.20%,30.1,-1.41%,-1.74%,-1.48%,-3.66%,-3.83%,90.56,90.37,28.3,118.66,0.30%,32%,17%,16%,0.72,0.59,0.86,AAA,3.60%,30
51,台华转债,113525,2019-01-11,台华新材,603055,服装纺织,107.02,-0.17%,3.27%,11.18,4.68%,7,1.20%,11.56,2.48,-3.30%,96.71,10.70%,38天,5.60年,3.60年,8.70%,8.40%,5.3,1.37%,0.87%,1.27%,-0.82%,-1.01%,88.6,91.3,20.12,111.43,-4.00%,46%,16%,17%,0.66,0.9,0.45,AA,4.30%,9
52,奇精转债,113524,2019-01-07,奇精机械,603677,家电,100.8,-0.48%,-0.21%,12.89,-1.30%,1.3,0.40%,14.76,2.94,-12.70%,87.33,15.40%,37天,5.59年,3.59年,13.10%,11.40%,3.3,2.96%,2.36%,2.84%,0.79%,0.59%,87.6,92.1,14.58,106.68,-5.50%,60%,11%,18%,0.53,1.06,0.05,AA,4.70%,48
53,光华转债!,128051,2019-01-09,光华科技,2741,汽车,99.668,-0.34%,0.03%,13.17,-0.68%,0.8,0.30%,17.03,5.22,-22.70%,77.33,28.90%,37天,5.59年,3.59年,5.10%,3.90%,2.5,2.81%,2.28%,2.71%,1.24%,1.01%,86.64,88.23,10,98.23,1.50%,37%,20%,17%,0.45,-0.55,1.47,AA-,5.10%,23
54,钧达转债,128050,2018-12-27,钧达股份,2865,汽车,103.726,-0.66%,-1.10%,20.76,-2.90%,8.7,2.60%,21.74,3.17,-4.50%,95.49,8.60%,31天,5.58年,3.58年,12.70%,12.10%,3.2,3.34%,2.58%,3.19%,0.18%,-0.05%,88.18,96.67,17.86,114.53,-9.40%,66%,5%,18%,0.6,1.9,-0.54,AA-,4.70%,81
55,伟明转债!,113523,2018-12-26,伟明环保,603568,城市公用设施,111.18,1.98%,1.25%,25.67,4.22%,2.1,0.30%,23.92,5.22,7.30%,107.32,3.60%,31天,5.58年,3.58年,3.80%,4.10%,6.7,0.67%,0.17%,0.57%,-1.84%,-2.03%,89.48,92.61,26.27,118.88,-6.50%,43%,8%,16%,0.76,1.67,-0.05,AA,4.10%,22
56,福能转债,110048,2018-12-28,福能股份,600483,能源电力,112.2,-1.45%,0.86%,8.39,-0.94%,2.4,0.10%,8.69,1.18,-3.50%,96.55,16.20%,31天,5.57年,3.57年,21.70%,21.00%,28.3,0.34%,-0.12%,0.25%,-2.08%,-2.27%,89.6,91.98,18.83,110.81,1.30%,29%,20%,16%,0.63,0.04,1.22,AA+,4.10%,12
57,华源转债,128049,2018-12-20,华源控股,2787,造纸包装印刷,106,1.59%,1.43%,7.76,4.16%,14,3.30%,7.57,1.58,2.50%,102.51,3.40%,20天,5.54年,3.54年,16.60%,17.00%,4,1.63%,1.11%,1.52%,-0.51%,-0.72%,89.09,91.97,24.88,116.86,-9.30%,75%,6%,18%,0.73,2.11,-0.5,AA-,4.30%,62
58,旭升转债,113522,2018-12-11,旭升股份,603305,汽车,104.65,-0.58%,0.22%,24.18,-0.82%,1.5,0.30%,29.86,8.27,-19.00%,80.98,29.20%,14天,5.53年,3.53年,4.30%,3.50%,4.2,2.60%,1.95%,2.47%,-0.22%,-0.42%,87.09,92.72,9.33,102.05,2.50%,63%,20%,16%,0.43,-0.68,1.56,AA,4.90%,22
59,山鹰转债,110047,2018-12-10,山鹰纸业,600567,造纸包装印刷,109.03,0.03%,0.36%,3.53,0.57%,83,3.30%,3.34,1.15,5.70%,105.69,3.20%,13天,5.52年,3.52年,14.20%,15.00%,23,1.55%,0.95%,1.43%,-1.33%,-1.52%,90.05,95.93,23.15,119.08,-8.40%,30%,<2%,16%,0.68,2.22,-0.67,AA+,4.00%,74
60,寒锐转债,123017,2018-12-24,寒锐钴业,300618,有色金属,103,-0.10%,-0.34%,66.45,-0.85%,9.8,2.20%,81.49,9.27,-18.50%,81.54,26.30%,12天,5.52年,3.52年,3.40%,2.80%,4.4,1.41%,1.03%,1.33%,0.16%,-0.03%,86.82,85.5,12.72,98.22,4.90%,77%,22%,16%,0.52,-1.05,2.15,AA-,5.00%,40
61,圆通转债,110046,2018-12-18,圆通速递,600233,交通运输,116.69,-0.05%,0.80%,12.4,0.98%,87,2.10%,10.89,2.75,13.90%,113.87,2.50%,12天,5.52年,3.52年,10.40%,11.80%,36.5,-0.17%,-0.67%,-0.27%,-3.08%,-3.28%,90.73,94.28,30.49,124.77,-6.50%,60%,<2%,16%,0.77,1.92,-0.26,AA+,3.80%,36
62,桐昆转债!,113020,2018-12-12,桐昆股份,601233,服装纺织,115.9,-3.46%,-0.56%,13.25,-5.56%,198,4.40%,12.51,1.44,5.90%,105.92,9.40%,9天,5.52年,3.52年,15.70%,16.70%,38,-0.45%,-0.88%,-0.54%,-3.02%,-3.20%,90.04,91.85,25.53,117.38,-1.30%,48%,14%,16%,0.72,0.69,0.76,AA+,3.90%,31
63,特发转债,127008,2018-12-25,特发信息,70,通信互联网,206.75,6.25%,3.33%,15.91,9.72%,"1,634",194%,6.78,1.87,135%,234.66,-11.90%,8天,4.51年,2.51年,4.20%,9.90%,4.2,-12.00%,-12.40%,-12.10%,-15.40%,-15.40%,93.21,95.53,142.43,237.96,-13.10%,61%,<2%,17%,0.99,4.13,-1.62,AA,3.50%,48
64,科森转债!,113521,2018-12-07,科森科技,603626,通信互联网,104.18,-0.96%,-0.36%,8.68,-2.03%,3.8,0.60%,8.95,2.09,-3.00%,96.98,7.40%,8天,5.51年,3.51年,16.90%,16.40%,6.1,1.96%,1.44%,1.86%,-0.04%,-0.25%,89.04,91.84,20.9,112.75,-7.60%,64%,7%,18%,0.65,1.73,-0.32,AA,4.40%,66
65,张行转债,128048,2018-11-29,张家港行,2839,金融,112.3,0.00%,-1.36%,6.36,-2.00%,21,0.80%,6.06,1.12,5.00%,104.95,7.00%,2.3天,5.50年,无权,21.70%,22.80%,25,0.33%,-0.14%,0.23%,无权,无权,无权,92.62,26.05,118.67,-5.40%,55%,8%,18%,0.68,1.51,-0.07,AA+,4.00%,27
66,百合转债,113520,2018-11-26,梦百合,603313,其他,123.74,-0.55%,-0.22%,23.93,-0.87%,38,5.90%,19.03,2.57,25.70%,125.75,-1.60%,0.3天,5.49年,3.49年,8.80%,11.10%,5.1,-1.24%,-1.74%,-1.34%,-4.68%,-4.88%,90.71,94.36,40.33,134.7,-8.10%,42%,<2%,16%,0.88,2.32,-0.4,AA-,3.90%,21
67,洲明转债,123016,2018-12-03,洲明科技,300232,电子,122.2,-1.93%,-1.03%,11.47,-3.45%,26,3.90%,9.45,3.13,21.40%,121.38,0.70%,转股中,5.49年,3.49年,6.30%,7.60%,5.5,-1.00%,-1.50%,-1.10%,-4.29%,-4.50%,90.77,94.19,36.75,130.94,-6.70%,69%,<2%,16%,0.86,1.92,-0.1,AA-,3.90%,22
68,长久转债,113519,2018-11-30,长久物流,603569,交通运输,107.1,-0.84%,1.55%,11.88,1.11%,6.9,0.90%,11.99,2.71,-0.90%,99.08,8.10%,转股中,5.49年,3.49年,10.50%,10.40%,7,2.23%,1.57%,2.10%,-0.78%,-1.00%,89.1,95.66,19.54,115.2,-7.00%,53%,10%,17%,0.64,1.55,-0.18,AA,4.40%,17
